,Index,Currency,Date,Price,Total Return
221,CEFMX,USD,2006-11-06,1041.18000000000000,1090.26000000000000
222,CEFMX,USD,2006-11-07,1041.85000000000000,1090.96000000000000
223,CEFMX,USD,2006-11-08,1042.12000000000000,1091.28000000000000
224,CEFMX,USD,2006-11-09,1041.27000000000000,1090.59000000000000
225,CEFMX,USD,2006-11-10,1043.57000000000000,1093.77000000000000
226,CEFMX,USD,2006-11-13,1040.33000000000000,1093.19000000000000
227,CEFMX,USD,2006-11-14,1044.02000000000000,1097.07000000000000
228,CEFMX,USD,2006-11-15,1042.07000000000000,1095.13000000000000
229,CEFMX,USD,2006-11-16,1040.46000000000000,1093.50000000000000
230,CEFMX,USD,2006-11-17,1039.85000000000000,1092.86000000000000
231,CEFMX,USD,2006-11-20,1039.58000000000000,1092.72000000000000
232,CEFMX,USD,2006-11-21,1038.69000000000000,1091.94000000000000
233,CEFMX,USD,2006-11-22,1040.84000000000000,1094.20000000000000
234,CEFMX,USD,2006-11-23,1040.84000000000000,1094.20000000000000
235,CEFMX,USD,2006-11-24,1042.88000000000000,1096.35000000000000
236,CEFMX,USD,2006-11-27,1040.64000000000000,1093.99000000000000
237,CEFMX,USD,2006-11-28,1043.63000000000000,1097.25000000000000
238,CEFMX,USD,2006-11-29,1044.75000000000000,1098.43000000000000
239,CEFMX,USD,2006-11-30,1049.83000000000000,1103.77000000000000
240,CEFMX,USD,2006-12-01,1054.49000000000000,1108.67000000000000
241,CEFMX,USD,2006-12-04,1055.77000000000000,1110.01000000000000
242,CEFMX,USD,2006-12-05,1057.23000000000000,1111.55000000000000
243,CEFMX,USD,2006-12-06,1055.95000000000000,1110.59000000000000
244,CEFMX,USD,2006-12-07,1053.64000000000000,1108.35000000000000
245,CEFMX,USD,2006-12-08,1050.68000000000000,1105.34000000000000
246,CEFMX,USD,2006-12-11,1052.54000000000000,1107.30000000000000
247,CEFMX,USD,2006-12-12,1052.93000000000000,1107.86000000000000
248,CEFMX,USD,2006-12-13,1044.45000000000000,1101.40000000000000
249,CEFMX,USD,2006-12-14,1039.90000000000000,1096.68000000000000
250,CEFMX,USD,2006-12-15,1039.13000000000000,1095.87000000000000
251,CEFMX,USD,2006-12-18,1040.21000000000000,1097.01000000000000
252,CEFMX,USD,2006-12-19,1038.13000000000000,1094.96000000000000
253,CEFMX,USD,2006-12-20,1036.54000000000000,1093.61000000000000
254,CEFMX,USD,2006-12-21,1039.36000000000000,1096.59000000000000
255,CEFMX,USD,2006-12-22,1039.04000000000000,1096.27000000000000
256,CEFMX,USD,2006-12-25,1039.04000000000000,1096.27000000000000
257,CEFMX,USD,2006-12-26,1041.53000000000000,1098.90000000000000
258,CEFMX,USD,2006-12-27,1043.74000000000000,1101.39000000000000
259,CEFMX,USD,2006-12-28,1045.11000000000000,1102.84000000000000
260,CEFMX,USD,2006-12-29,1049.18000000000000,1107.12000000000000
261,CEFMX,USD,2007-01-01,1058.01000000000000,1116.44000000000000
262,CEFMX,USD,2007-01-02,1058.01000000000000,1116.44000000000000
263,CEFMX,USD,2007-01-03,1056.08000000000000,1114.65000000000000
264,CEFMX,USD,2007-01-04,1056.97000000000000,1115.59000000000000
265,CEFMX,USD,2007-01-05,1056.13000000000000,1114.71000000000000
266,CEFMX,USD,2007-01-08,1057.12000000000000,1115.79000000000000
267,CEFMX,USD,2007-01-09,1060.24000000000000,1119.08000000000000
268,CEFMX,USD,2007-01-10,1056.39000000000000,1116.91000000000000
269,CEFMX,USD,2007-01-11,1054.45000000000000,1116.79000000000000
270,CEFMX,USD,2007-01-12,1055.67000000000000,1118.09000000000000
271,CEFMX,USD,2007-01-15,1055.67000000000000,1118.09000000000000
272,CEFMX,USD,2007-01-16,1055.52000000000000,1118.00000000000000
273,CEFMX,USD,2007-01-17,1055.80000000000000,1118.41000000000000
274,CEFMX,USD,2007-01-18,1056.12000000000000,1118.75000000000000
275,CEFMX,USD,2007-01-19,1056.96000000000000,1119.64000000000000
276,CEFMX,USD,2007-01-22,1057.69000000000000,1120.72000000000000
277,CEFMX,USD,2007-01-23,1056.83000000000000,1119.81000000000000
278,CEFMX,USD,2007-01-24,1056.48000000000000,1119.43000000000000
279,CEFMX,USD,2007-01-25,1051.61000000000000,1114.27000000000000
280,CEFMX,USD,2007-01-26,1053.98000000000000,1116.78000000000000
281,CEFMX,USD,2007-01-29,1055.52000000000000,1118.53000000000000
282,CEFMX,USD,2007-01-30,1057.47000000000000,1120.59000000000000
283,CEFMX,USD,2007-01-31,1058.90000000000000,1122.10000000000000
284,CEFMX,USD,2007-02-01,1059.37000000000000,1122.60000000000000
285,CEFMX,USD,2007-02-02,1059.83000000000000,1123.08000000000000
286,CEFMX,USD,2007-02-05,1060.60000000000000,1123.90000000000000
287,CEFMX,USD,2007-02-06,1061.97000000000000,1125.35000000000000
288,CEFMX,USD,2007-02-07,1063.27000000000000,1127.04000000000000
289,CEFMX,USD,2007-02-08,1062.18000000000000,1126.07000000000000
290,CEFMX,USD,2007-02-09,1060.15000000000000,1124.11000000000000
291,CEFMX,USD,2007-02-12,1061.52000000000000,1125.57000000000000
292,CEFMX,USD,2007-02-13,1057.86000000000000,1125.12000000000000
293,CEFMX,USD,2007-02-14,1059.54000000000000,1127.10000000000000
294,CEFMX,USD,2007-02-15,1061.03000000000000,1128.68000000000000
295,CEFMX,USD,2007-02-16,1060.46000000000000,1128.38000000000000
296,CEFMX,USD,2007-02-19,1060.46000000000000,1128.38000000000000
297,CEFMX,USD,2007-02-20,1059.88000000000000,1127.76000000000000
298,CEFMX,USD,2007-02-21,1058.17000000000000,1125.95000000000000
299,CEFMX,USD,2007-02-22,1055.93000000000000,1123.56000000000000
300,CEFMX,USD,2007-02-23,1058.88000000000000,1126.70000000000000
301,CEFMX,USD,2007-02-26,1063.53000000000000,1131.75000000000000
302,CEFMX,USD,2007-02-27,1063.86000000000000,1132.11000000000000
303,CEFMX,USD,2007-02-28,1065.47000000000000,1133.81000000000000
304,CEFMX,USD,2007-03-01,1065.88000000000000,1134.25000000000000
305,CEFMX,USD,2007-03-02,1068.47000000000000,1137.00000000000000
306,CEFMX,USD,2007-03-05,1067.71000000000000,1136.20000000000000
307,CEFMX,USD,2007-03-06,1068.34000000000000,1136.87000000000000
308,CEFMX,USD,2007-03-07,1070.10000000000000,1139.05000000000000
309,CEFMX,USD,2007-03-08,1071.12000000000000,1140.33000000000000
310,CEFMX,USD,2007-03-09,1069.59000000000000,1138.74000000000000
311,CEFMX,USD,2007-03-12,1073.05000000000000,1142.42000000000000
312,CEFMX,USD,2007-03-13,1069.81000000000000,1142.56000000000000
313,CEFMX,USD,2007-03-14,1068.34000000000000,1140.99000000000000
314,CEFMX,USD,2007-03-15,1068.03000000000000,1140.73000000000000
315,CEFMX,USD,2007-03-16,1066.05000000000000,1138.62000000000000
316,CEFMX,USD,2007-03-19,1065.69000000000000,1138.23000000000000
317,CEFMX,USD,2007-03-20,1066.90000000000000,1139.53000000000000
318,CEFMX,USD,2007-03-21,1066.83000000000000,1139.87000000000000
319,CEFMX,USD,2007-03-22,1066.75000000000000,1139.78000000000000
320,CEFMX,USD,2007-03-23,1065.63000000000000,1138.59000000000000
321,CEFMX,USD,2007-03-26,1065.76000000000000,1138.73000000000000
322,CEFMX,USD,2007-03-27,1065.22000000000000,1138.15000000000000
323,CEFMX,USD,2007-03-28,1065.95000000000000,1139.03000000000000
324,CEFMX,USD,2007-03-29,1066.09000000000000,1139.19000000000000
325,CEFMX,USD,2007-03-30,1066.65000000000000,1139.79000000000000
326,CEFMX,USD,2007-04-02,1070.19000000000000,1143.57000000000000
327,CEFMX,USD,2007-04-03,1069.57000000000000,1143.21000000000000
328,CEFMX,USD,2007-04-04,1070.07000000000000,1143.74000000000000
329,CEFMX,USD,2007-04-05,1070.42000000000000,1144.15000000000000
330,CEFMX,USD,2007-04-06,1070.42000000000000,1144.15000000000000
331,CEFMX,USD,2007-04-09,1068.55000000000000,1142.15000000000000
332,CEFMX,USD,2007-04-10,1069.89000000000000,1143.78000000000000
333,CEFMX,USD,2007-04-11,1069.00000000000000,1145.11000000000000
334,CEFMX,USD,2007-04-12,1067.86000000000000,1145.31000000000000
335,CEFMX,USD,2007-04-13,1066.91000000000000,1144.30000000000000
336,CEFMX,USD,2007-04-16,1064.31000000000000,1141.51000000000000
337,CEFMX,USD,2007-04-17,1063.10000000000000,1140.21000000000000
338,CEFMX,USD,2007-04-18,1062.23000000000000,1139.39000000000000
339,CEFMX,USD,2007-04-19,1066.42000000000000,1144.02000000000000
340,CEFMX,USD,2007-04-20,1067.24000000000000,1145.05000000000000
341,CEFMX,USD,2007-04-23,1068.38000000000000,1146.28000000000000
342,CEFMX,USD,2007-04-24,1068.17000000000000,1146.05000000000000
343,CEFMX,USD,2007-04-25,1068.83000000000000,1146.76000000000000
344,CEFMX,USD,2007-04-26,1068.88000000000000,1146.93000000000000
345,CEFMX,USD,2007-04-27,1070.39000000000000,1148.55000000000000
346,CEFMX,USD,2007-04-30,1070.68000000000000,1148.86000000000000
347,CEFMX,USD,2007-05-01,1072.48000000000000,1150.79000000000000
348,CEFMX,USD,2007-05-02,1074.82000000000000,1153.60000000000000
349,CEFMX,USD,2007-05-03,1074.25000000000000,1152.98000000000000
350,CEFMX,USD,2007-05-04,1075.81000000000000,1154.67000000000000
351,CEFMX,USD,2007-05-07,1076.61000000000000,1155.52000000000000
352,CEFMX,USD,2007-05-08,1075.39000000000000,1154.24000000000000
353,CEFMX,USD,2007-05-09,1074.92000000000000,1153.94000000000000
354,CEFMX,USD,2007-05-10,1075.19000000000000,1154.24000000000000
355,CEFMX,USD,2007-05-11,1073.70000000000000,1156.29000000000000
356,CEFMX,USD,2007-05-14,1072.66000000000000,1155.16000000000000
357,CEFMX,USD,2007-05-15,1072.66000000000000,1155.23000000000000
358,CEFMX,USD,2007-05-16,1072.08000000000000,1154.73000000000000
359,CEFMX,USD,2007-05-17,1070.73000000000000,1153.27000000000000
360,CEFMX,USD,2007-05-18,1069.22000000000000,1151.64000000000000
361,CEFMX,USD,2007-05-21,1067.91000000000000,1150.24000000000000
362,CEFMX,USD,2007-05-22,1064.75000000000000,1147.12000000000000
363,CEFMX,USD,2007-05-23,1059.22000000000000,1141.16000000000000
364,CEFMX,USD,2007-05-24,1054.22000000000000,1135.77000000000000
365,CEFMX,USD,2007-05-25,1056.49000000000000,1138.22000000000000
366,CEFMX,USD,2007-05-28,1056.49000000000000,1138.22000000000000
367,CEFMX,USD,2007-05-29,1056.80000000000000,1138.67000000000000
368,CEFMX,USD,2007-05-30,1057.81000000000000,1139.75000000000000
369,CEFMX,USD,2007-05-31,1056.28000000000000,1138.10000000000000
370,CEFMX,USD,2007-06-01,1054.37000000000000,1136.05000000000000
371,CEFMX,USD,2007-06-04,1054.41000000000000,1136.09000000000000
372,CEFMX,USD,2007-06-05,1051.99000000000000,1133.48000000000000
373,CEFMX,USD,2007-06-06,1049.65000000000000,1131.30000000000000
374,CEFMX,USD,2007-06-07,1035.72000000000000,1116.49000000000000
375,CEFMX,USD,2007-06-08,1031.43000000000000,1111.87000000000000
376,CEFMX,USD,2007-06-11,1025.02000000000000,1105.09000000000000
377,CEFMX,USD,2007-06-12,1013.36000000000000,1092.51000000000000
378,CEFMX,USD,2007-06-13,1013.96000000000000,1096.67000000000000
379,CEFMX,USD,2007-06-14,1012.94000000000000,1095.63000000000000
380,CEFMX,USD,2007-06-15,1014.58000000000000,1097.40000000000000
381,CEFMX,USD,2007-06-18,1015.04000000000000,1097.90000000000000
382,CEFMX,USD,2007-06-19,1017.98000000000000,1101.08000000000000
383,CEFMX,USD,2007-06-20,1014.18000000000000,1097.38000000000000
384,CEFMX,USD,2007-06-21,1015.36000000000000,1098.65000000000000
385,CEFMX,USD,2007-06-22,1012.36000000000000,1095.41000000000000
386,CEFMX,USD,2007-06-25,1012.41000000000000,1095.46000000000000
387,CEFMX,USD,2007-06-26,1010.92000000000000,1093.85000000000000
388,CEFMX,USD,2007-06-27,1013.86000000000000,1097.07000000000000
