,date,discount_ratio,discount_turnover,discount_value,discount_volume,full_discount_value,full_preminum_value,full_value,preminum_ratio,preminum_turnover,preminum_value,preminum_volume,ratio,turnover,value,volume
0,2006-01-06,-1294.10774411,99.9740999741,1.35945148169,105316150.738,1.35947493109,-0.406422773128,2.95300888143,919.281811085,99.9219359875,0.389618213245,203435354.299,-692.759356619,99.9947946489,2.7613608682,228982129.203
1,2006-01-13,-1155.67390797,20.32235459,0.365695959402,131782437.106,0.193821169535,-1.06230413767,0.986564331068,1351.17437722,99.6441281139,-1.06232277014,91690334.5196,-587.70912498,0.0,1.29867499337,157785754.96
2,2006-01-20,-1233.46283346,11.655011655,0.271080045385,103573004.403,0.271033417589,1.07375138054,-0.215992665392,1257.5088968,0.0,1.07377041672,42628555.1601,-622.233616157,0.0,-0.0808808615349,180986817.399
3,2006-01-27,-1219.68844455,20.6928621251,-0.639296178528,133531691.44,-0.951838692459,-0.212460827535,1.02318161793,1296.37010676,0.0,-0.212510953799,46265765.1246,-554.800374785,0.0,0.877464871914,205134775.057
4,2006-02-03,-1314.86964841,18.4166467352,1.02968907045,426650854.102,1.02966579256,0.425829607324,-0.123162505206,1272.45551601,0.0,0.425852790557,59317750.8897,-572.040497632,0.0,0.00925673155211,275266754.452
5,2006-02-10,-1266.77589094,0.0,1.33195783454,127486784.98,1.03055445863,-1.0600439161,0.731682795007,1293.38078292,0.0,-0.149783933203,47863060.4982,-510.137941804,0.0,0.926245806257,223860613.815
6,2006-02-17,-1138.61436794,27.2862929013,1.01872623055,161951502.878,1.01877329077,-0.428576895114,0.182158416902,1227.61565836,0.0,-0.428543155811,35862918.1495,-500.409661132,0.0,0.519658386439,202052797.89
7,2006-02-24,-1083.23172032,0.0,-0.438053403985,248405082.925,-0.71454449645,-1.07607049799,0.592368305403,1099.0747331,0.0,-1.07617946554,31602633.452,-467.763260632,0.0,0.669758363361,209161021.469
8,2006-03-03,-1112.91622255,0.0,-1.72826869368,154562371.776,-1.72825617972,-0.972337154563,0.342244514173,1183.07572209,99.9219359875,-0.186684937417,231645913.36,-427.355161106,0.0,0.453622404844,193210446.239
9,2006-03-10,-1351.64724165,11.655011655,2.11933056874,116920050.505,2.11936409181,0.462066782721,-1.36061519585,1225.04293521,0.0,0.462048525542,356447504.767,-495.198584145,0.0,-0.934550331822,206141807.688
10,2006-03-17,-1152.45771783,26.9749518304,0.39575017566,126836033.398,0.235378448201,1.43731216537,0.838030151204,1161.09289617,0.0,1.43728484148,278731225.18,-453.395450523,0.0,0.9322851307,172978555.878
11,2006-03-24,-1291.67946078,19.4720089871,-1.20558877897,158946958.675,-1.20559596051,-1.53041371591,0.193781164194,1279.11784976,0.0,-1.5303678908,259158555.252,-483.495254048,7.15699710675,0.363220026238,154844083.087
12,2006-03-31,-1356.53622917,0.0,-0.661395841542,148437268.676,-0.982550409019,1.09370418355,-1.22499644732,1221.15782219,0.0,1.09363259032,202798550.621,-570.073600325,0.0,-1.06895395213,171090003.5
13,2006-04-07,-1352.56693503,0.0,0.0,175565309.493,0.0,0.0,-0.240232639138,1388.04272915,0.0,0.0,324100463.959,-568.844221106,0.0,-0.135469142553,174823993.585
14,2006-04-14,-1495.9160029,0.0,0.520080577415,0.0,-0.162483884071,0.0,0.0,0.0,0.0,0.0,0.0,-707.088096063,0.0,0.0,0.0
15,2006-04-21,-1377.1765587,74.1434188354,0.206799141926,151713950.501,0.206819831723,0.648891293407,-1.52386352228,1071.26119917,99.9310820124,0.648901866236,295907143.588,-719.442160296,56.0377645805,-1.00771889056,178875986.765
16,2006-04-28,-1384.55345441,0.0,0.0139814359647,102187240.592,-0.315261274418,0.703333165742,0.48966021301,1106.23707788,0.0,0.703323949465,245180395.682,-701.870971017,0.0,0.489665905855,140763571.766
17,2006-05-05,-1392.17749485,0.0,-0.601834496006,91551304.898,-0.601811151696,-2.0370342868,0.260360550825,1185.18263267,0.0,-1.24707420188,217908718.125,-684.434800264,0.0,0.36802184704,135398766.5
18,2006-05-12,-1385.99887661,0.0,-0.518565165998,132361810.897,-0.807521395402,0.475296466171,-0.94344960922,1101.24052378,0.0,0.475320561412,224224162.646,-722.698340186,0.0,-0.595426689859,147659823.095
19,2006-05-19,-1384.57966673,0.0,0.175861826475,129046219.06,0.175840076258,1.24175308602,0.0602224768076,1154.20399724,0.0,1.24173994648,201815816.678,-670.376123039,0.0,0.138572915853,147350337.185
20,2006-05-26,-1367.10656187,27.6000731128,0.411293826806,125324962.714,0.411310387313,0.642444097999,0.123296116694,1308.09786354,0.0,0.642472349672,204494581.214,-637.861022283,0.0,0.223498906377,133809316.068
21,2006-06-02,-1333.24096611,25.837858079,-0.282935711795,130799325.969,-0.617283747702,-0.928511849622,0.938414103963,1313.09441764,0.0,-0.12542841711,305100168.361,-559.544185574,0.0,0.957126649056,159655839.993
22,2006-06-09,-1380.04021203,27.6000731128,-0.1961180109,168561873.149,-0.196099273708,-0.117140791045,-0.251044317071,1342.07443143,0.0,-0.117134764617,186507763.017,-548.129536572,0.0,-0.0300016843285,154689085.736
23,2006-06-16,-1396.66751463,35.1055711015,-0.781143725375,151421710.759,-1.17907295622,-0.410526713175,-0.354997183573,1450.99931082,0.0,-0.410537402639,162960423.071,-525.368255419,0.0,-0.129535230381,217848466.016
24,2006-06-23,-1401.86195827,0.0,0.800951446288,110735505.618,0.0344923818163,0.176667455517,-0.294414440574,1511.96440794,0.0,0.176656061681,208418535.289,-520.155351872,0.0,-0.104047396883,236289892.997
25,2006-06-30,-1456.06551783,49.8208496844,0.985049691799,202489856.339,0.657366215814,0.822959858276,-0.225036987497,1401.0403833,0.0,0.822989658436,205559206.023,-582.854331728,0.0,0.00353726815411,177377342.978
26,2006-07-07,-1462.43303191,0.0,-0.0565351339893,161828012.772,-0.0565095074458,-0.524728142384,0.496782792023,1449.00752909,0.0,0.283501196954,239453176.995,-572.571073481,0.0,0.596230103105,165126843.611
27,2006-07-14,-1470.80361713,0.0,1.15153387831,174549143.15,1.03710955093,1.34806208616,0.058274294798,1479.98631075,0.0,1.34800604458,175324404.501,-538.66552742,0.0,0.397431791411,155554506.588
28,2006-07-21,-1491.07123238,26.002563633,2.44578524166,153968435.975,2.44578629678,0.578296002987,0.427054075557,1572.92265572,0.0,0.578377937931,445691557.62,-531.885453886,0.0,0.618472576428,174842355.438
29,2006-07-28,-1356.58761304,31.0527213786,0.624157462048,121052676.751,0.307559329303,0.919979826233,1.25185382607,1562.92950034,0.0,0.919898485069,258784735.281,-465.30319507,0.0,1.25186395721,157150264.908
30,2006-08-04,-1383.28954103,0.0,1.05109981507,127469436.615,1.05108089547,-0.284873280114,0.196422796865,1560.93086927,0.0,0.495116129487,343723992.218,-490.583605199,0.0,0.292507162048,162745375.216
