,Index,Currency,Date,Price,Total Return
0,CEFIGX,USD,2005-12-30,1000.00000000000000,1000.00000000000000
1,CEFIGX,USD,2006-01-02,1000.00000000000000,1000.00000000000000
2,CEFIGX,USD,2006-01-03,1013.41355029714000,1013.41355029714000
3,CEFIGX,USD,2006-01-04,1024.57129772468000,1024.57129772468000
4,CEFIGX,USD,2006-01-05,1030.03886721098000,1030.03886721098000
5,CEFIGX,USD,2006-01-06,1035.21988555835000,1035.21988555835000
6,CEFIGX,USD,2006-01-09,1038.37286826793000,1038.37286826793000
7,CEFIGX,USD,2006-01-10,1042.60242637816000,1042.60242637816000
8,CEFIGX,USD,2006-01-11,1044.94731955769000,1047.64641578226000
9,CEFIGX,USD,2006-01-12,1046.31887694599000,1049.21594849544000
10,CEFIGX,USD,2006-01-13,1049.38177512385000,1052.58796434736000
11,CEFIGX,USD,2006-01-16,1049.38177512385000,1052.58796434736000
12,CEFIGX,USD,2006-01-17,1049.23584851051000,1052.49506507898000
13,CEFIGX,USD,2006-01-18,1051.23348173069000,1054.49890350012000
14,CEFIGX,USD,2006-01-19,1054.24652749284000,1057.68747202811000
15,CEFIGX,USD,2006-01-20,1053.06498439607000,1057.31647413398000
16,CEFIGX,USD,2006-01-23,1057.27232758143000,1061.54080342812000
17,CEFIGX,USD,2006-01-24,1058.44205282035000,1062.71525114374000
18,CEFIGX,USD,2006-01-25,1057.92952984621000,1062.20065898470000
19,CEFIGX,USD,2006-01-26,1055.43540289583000,1059.69646261288000
20,CEFIGX,USD,2006-01-27,1055.37230220014000,1060.24078746474000
21,CEFIGX,USD,2006-01-30,1054.60278975394000,1059.46772521910000
22,CEFIGX,USD,2006-01-31,1055.01844788149000,1059.88530079840000
23,CEFIGX,USD,2006-02-01,1057.46860436222000,1062.34675997364000
24,CEFIGX,USD,2006-02-02,1057.78555962642000,1062.66517736834000
25,CEFIGX,USD,2006-02-03,1054.77978153117000,1059.64553346826000
26,CEFIGX,USD,2006-02-06,1055.95036041171000,1060.82151228777000
27,CEFIGX,USD,2006-02-07,1055.99692941453000,1060.86829611573000
28,CEFIGX,USD,2006-02-08,1057.08420890118000,1062.91468889136000
29,CEFIGX,USD,2006-02-09,1057.26212138420000,1064.45604641450000
30,CEFIGX,USD,2006-02-10,1057.95694775089000,1065.91730113125000
31,CEFIGX,USD,2006-02-13,1054.61728065079000,1064.40853116029000
32,CEFIGX,USD,2006-02-14,1050.93277410960000,1060.74314248550000
33,CEFIGX,USD,2006-02-15,1050.69768876613000,1060.50586264028000
34,CEFIGX,USD,2006-02-16,1050.47179185488000,1061.26438197743000
35,CEFIGX,USD,2006-02-17,1054.44878133250000,1065.28223120749000
