DataDateJs,TICKER,DiscountData,DiscountRatio1,DiscountRatio2,DiscountRatio3,Return
2016-01-29,TEI,-15.71,-10.8905275099,5.88588588589,19.5262024408,-0.105263157895
2016-02-05,TEI,-14.89,-5.21960534691,-10.8905275099,5.88588588589,-4.00421496312
2016-02-12,TEI,-16.58,11.3498992612,-5.21960534691,-10.8905275099,1.75631174533
2016-02-19,TEI,-16.34,-1.44752714113,11.3498992612,-5.21960534691,1.51024811219
2016-02-26,TEI,-15.83,-3.1211750306,-1.44752714113,11.3498992612,4.35706695005
2016-03-04,TEI,-14.76,-6.75931775111,-3.1211750306,-1.44752714113,1.62932790224
2016-03-11,TEI,-14.41,-2.37127371274,-6.75931775111,-3.1211750306,4.50901803607
2016-03-18,TEI,-11.61,-19.4309507287,-2.37127371274,-6.75931775111,-2.10930009588
2016-04-01,TEI,-11.98,3.18690783807,-19.4309507287,-2.37127371274,-0.0979431929481
2016-04-08,TEI,-11.38,-5.00834724541,3.18690783807,-19.4309507287,1.86274509804
2016-04-15,TEI,-10.82,-4.92091388401,-5.00834724541,3.18690783807,1.34744947064
2016-04-22,TEI,-10.46,-3.32717190388,-4.92091388401,-5.00834724541,0.0949667616334
2016-04-29,TEI,-10.98,4.97131931166,-3.32717190388,-4.92091388401,-1.42314990512
2016-05-06,TEI,-11.2,2.00364298725,4.97131931166,-3.32717190388,0.384985563041
2016-05-13,TEI,-11.38,1.60714285714,2.00364298725,4.97131931166,-0.575263662512
2016-05-20,TEI,-11.67,2.54833040422,1.60714285714,2.00364298725,2.02507232401
2016-05-27,TEI,-9.88,-15.3384747215,2.54833040422,1.60714285714,-0.378071833648
2016-06-03,TEI,-10.37,4.95951417004,-15.3384747215,2.54833040422,1.51802656546
2016-06-10,TEI,-9.78,-5.68948891032,4.95951417004,-15.3384747215,-1.21495327103
2016-06-17,TEI,-9.89,1.12474437628,-5.68948891032,4.95951417004,-1.60832544939
2016-06-24,TEI,-11.79,19.2113245703,1.12474437628,-5.68948891032,1.34615384615
2016-07-01,TEI,-10.45,-11.3655640373,19.2113245703,1.12474437628,0.0948766603416
2016-07-08,TEI,-9.98,-4.4976076555,-11.3655640373,19.2113245703,3.12796208531
2016-07-15,TEI,-9.48,-5.01002004008,-4.4976076555,-11.3655640373,1.01102941176
2016-07-22,TEI,-8.72,-8.01687763713,-5.01002004008,-4.4976076555,0.545950864422
2016-07-29,TEI,-7.06,-19.0366972477,-8.01687763713,-5.01002004008,-1.08597285068
2016-08-05,TEI,-9.22,30.5949008499,-19.0366972477,-8.01687763713,1.37236962489
2016-08-12,TEI,-8.51,-7.70065075922,30.5949008499,-19.0366972477,0.0
2016-08-19,TEI,-8.66,1.76263219741,-7.70065075922,30.5949008499,-0.812274368231
2016-08-26,TEI,-9.4,8.54503464203,1.76263219741,-7.70065075922,0.454959053685
2016-09-02,TEI,-9.21,-2.02127659574,8.54503464203,1.76263219741,-1.99275362319
2016-09-09,TEI,-11.53,25.1900108578,-2.02127659574,8.54503464203,0.0
2016-09-16,TEI,-11.02,-4.42324371206,25.1900108578,-2.02127659574,1.29390018484
2016-09-23,TEI,-10.24,-7.0780399274,-4.42324371206,25.1900108578,0.36496350365
2016-09-30,TEI,-8.26,-19.3359375,-7.0780399274,-4.42324371206,-0.909090909091
2016-10-07,TEI,-9.84,19.1283292978,-19.3359375,-7.0780399274,0.183486238532
2016-10-14,TEI,-10.12,2.84552845528,19.1283292978,-19.3359375,0.0
2016-10-21,TEI,-10.78,6.52173913043,2.84552845528,19.1283292978,0.641025641026
2016-10-28,TEI,-9.99,-7.32838589981,6.52173913043,2.84552845528,-2.91173794359
2016-11-04,TEI,-11.75,17.6176176176,-7.32838589981,6.52173913043,-3.37394564199
2016-11-11,TEI,-13.51,14.9787234043,17.6176176176,-7.32838589981,1.45489815713
2016-11-18,TEI,-13.27,-1.77646188009,14.9787234043,17.6176176176,1.05162523901
2016-11-25,TEI,-11.99,-9.64581763376,-1.77646188009,14.9787234043,-0.85146641438
2016-12-02,TEI,-12.59,5.00417014178,-9.64581763376,-1.77646188009,2.48091603053
2016-12-09,TEI,-12.18,-3.2565528197,5.00417014178,-9.64581763376,-0.744878957169
2016-12-16,TEI,-11.97,-1.72413793103,-3.2565528197,5.00417014178,0.281425891182
2016-12-23,TEI,-12.45,4.01002506266,-1.72413793103,-3.2565528197,2.05799812909
2016-12-30,TEI,-10.35,-16.8674698795,4.01002506266,-1.72413793103,2.38313473877
2016-01-29,WIW,-15.04,-7.67341927563,3.62595419847,2.21066319896,-0.769971126083
2016-02-05,WIW,-15.14,0.664893617021,-7.67341927563,3.62595419847,-2.32783705141
2016-02-12,WIW,-15.8,4.35931307794,0.664893617021,-7.67341927563,0.397219463754
2016-02-19,WIW,-15.33,-2.9746835443,4.35931307794,0.664893617021,0.197823936696
2016-02-26,WIW,-16.07,4.82713633399,-2.9746835443,4.35931307794,2.56663376111
2016-03-04,WIW,-15.04,-6.40945861854,4.82713633399,-2.9746835443,2.11742059673
2016-03-11,WIW,-13.03,-13.3643617021,-6.40945861854,4.82713633399,0.754005655042
2016-03-18,WIW,-13.79,5.83269378358,-13.3643617021,-6.40945861854,3.27408793265
2016-04-01,WIW,-11.25,-18.4191443075,5.83269378358,-13.3643617021,-0.905797101449
2016-04-08,WIW,-12.13,7.82222222222,-18.4191443075,5.83269378358,-0.18281535649
2016-04-15,WIW,-11.86,-2.22588623248,7.82222222222,-18.4191443075,0.915750915751
2016-04-22,WIW,-11.13,-6.15514333895,-2.22588623248,7.82222222222,1.0889292196
2016-04-29,WIW,-11.45,2.87511230907,-6.15514333895,-2.22588623248,-0.448833034111
2016-05-06,WIW,-11.0,-3.93013100437,2.87511230907,-6.15514333895,-0.811541929666
2016-05-13,WIW,-12.21,11.0,-3.93013100437,2.87511230907,0.0909090909091
2016-05-20,WIW,-11.42,-6.47010647011,11.0,-3.93013100437,0.0908265213442
2016-05-27,WIW,-11.84,3.67775831874,-6.47010647011,11.0,0.2722323049
2016-06-03,WIW,-12.09,2.11148648649,3.67775831874,-6.47010647011,0.361990950226
2016-06-10,WIW,-12.68,4.88006617039,2.11148648649,3.67775831874,-0.901713255185
2016-06-17,WIW,-12.85,1.34069400631,4.88006617039,2.11148648649,1.00090991811
2016-06-24,WIW,-12.25,-4.66926070039,1.34069400631,4.88006617039,0.720720720721
2016-07-01,WIW,-12.79,4.40816326531,-4.66926070039,1.34069400631,0.268336314848
2016-07-08,WIW,-13.03,1.87646598905,4.40816326531,-4.66926070039,-0.35682426405
2016-07-15,WIW,-12.25,-5.98618572525,1.87646598905,4.40816326531,0.0
2016-07-22,WIW,-11.84,-3.34693877551,-5.98618572525,1.87646598905,-0.0895255147717
2016-07-29,WIW,-12.54,5.91216216216,-3.34693877551,-5.98618572525,-0.089605734767
2016-08-05,WIW,-11.93,-4.8644338118,5.91216216216,-3.34693877551,0.0
2016-08-12,WIW,-12.34,3.43671416597,-4.8644338118,5.91216216216,0.986547085202
2016-08-19,WIW,-11.62,-5.83468395462,3.43671416597,-4.8644338118,-0.88809946714
2016-08-26,WIW,-11.92,2.5817555938,-5.83468395462,3.43671416597,0.448028673835
2016-09-02,WIW,-11.66,-2.18120805369,2.5817555938,-5.83468395462,0.35682426405
2016-09-09,WIW,-11.0,-5.66037735849,-2.18120805369,2.5817555938,-1.68888888889
2016-09-16,WIW,-11.87,7.90909090909,-5.66037735849,-2.18120805369,0.542495479204
2016-09-23,WIW,-12.65,6.57118786858,7.90909090909,-5.66037735849,0.629496402878
2016-09-30,WIW,-12.58,-0.553359683794,6.57118786858,7.90909090909,-1.34852546917
2016-10-07,WIW,-13.42,6.67726550079,-0.553359683794,6.57118786858,-0.807131016115
2016-10-14,WIW,-13.92,3.72578241431,6.67726550079,-0.553359683794,0.27397260274
2016-10-21,WIW,-14.29,2.65804597701,3.72578241431,6.67726550079,0.546448087432
2016-10-28,WIW,-13.28,-7.06787963611,2.65804597701,3.72578241431,1.63043478261
2016-11-04,WIW,-11.58,-12.8012048193,-7.06787963611,2.65804597701,-0.534759358289
2016-11-11,WIW,-9.93,-14.2487046632,-12.8012048193,-7.06787963611,-0.985663082437
2016-11-18,WIW,-10.16,2.31621349446,-14.2487046632,-12.8012048193,0.361990950226
2016-11-25,WIW,-9.76,-3.93700787402,2.31621349446,-14.2487046632,-0.0901713255185
2016-12-02,WIW,-10.28,5.32786885246,-3.93700787402,2.31621349446,-0.270758122744
2016-12-09,WIW,-10.6,3.11284046693,5.32786885246,-3.93700787402,-0.527601809955
2016-12-16,WIW,-9.23,-12.9245283019,3.11284046693,5.32786885246,0.439422473321
2016-12-23,WIW,-9.95,7.80065005417,-12.9245283019,3.11284046693,0.905797101449
2016-12-30,WIW,-9.87,-0.804020100503,7.80065005417,-12.9245283019,-0.538599640934
2016-01-29,WIA,-15.51,-3.84376937384,1.19196988708,5.00658761528,0.757805108798
2016-02-05,WIA,-14.53,-6.31850419084,-3.84376937384,1.19196988708,-1.97275142956
2016-02-12,WIA,-15.47,6.46937370957,-6.31850419084,-3.84376937384,0.574712643678
