,Index,Currency,Date,Price,Total Return
0,CEFBLX,USD,2008-12-31,1000.00000000000000,1000.00000000000000
1,CEFBLX,USD,2009-01-01,1000.00000000000000,1000.00000000000000
2,CEFBLX,USD,2009-01-02,1061.69763400000000,1062.15210800000000
3,CEFBLX,USD,2009-01-05,1083.09999500000000,1083.56363000000000
4,CEFBLX,USD,2009-01-06,1109.18698500000000,1109.66178800000000
5,CEFBLX,USD,2009-01-07,1087.86831800000000,1088.33399400000000
6,CEFBLX,USD,2009-01-08,1092.08505100000000,1093.76909800000000
7,CEFBLX,USD,2009-01-09,1097.00487600000000,1098.69651000000000
8,CEFBLX,USD,2009-01-12,1089.81272800000000,1091.49327100000000
9,CEFBLX,USD,2009-01-13,1083.68667900000000,1088.24116300000000
10,CEFBLX,USD,2009-01-14,1052.21163300000000,1056.63383400000000
11,CEFBLX,USD,2009-01-15,1061.91554300000000,1066.37852700000000
12,CEFBLX,USD,2009-01-16,1087.89476900000000,1092.46693900000000
13,CEFBLX,USD,2009-01-19,1087.89476900000000,1092.46693900000000
14,CEFBLX,USD,2009-01-20,1047.28067200000000,1051.68214900000000
15,CEFBLX,USD,2009-01-21,1068.10570600000000,1073.69127500000000
16,CEFBLX,USD,2009-01-22,1068.52544300000000,1074.11320800000000
17,CEFBLX,USD,2009-01-23,1077.95804100000000,1083.59513200000000
18,CEFBLX,USD,2009-01-26,1079.98021300000000,1085.62787900000000
19,CEFBLX,USD,2009-01-27,1081.02526400000000,1086.67839500000000
20,CEFBLX,USD,2009-01-28,1104.49828100000000,1110.70448600000000
21,CEFBLX,USD,2009-01-29,1100.14686800000000,1106.32862200000000
22,CEFBLX,USD,2009-01-30,1103.47690400000000,1109.67737000000000
23,CEFBLX,USD,2009-02-02,1101.58924000000000,1108.13225600000000
24,CEFBLX,USD,2009-02-03,1112.62449900000000,1119.23306100000000
25,CEFBLX,USD,2009-02-04,1111.90037900000000,1118.50464000000000
26,CEFBLX,USD,2009-02-05,1107.51275700000000,1114.09095700000000
27,CEFBLX,USD,2009-02-06,1117.48911200000000,1124.53691200000000
28,CEFBLX,USD,2009-02-09,1118.87102300000000,1126.83076800000000
29,CEFBLX,USD,2009-02-10,1113.06729800000000,1120.98575500000000
30,CEFBLX,USD,2009-02-11,1109.48220600000000,1122.82965300000000
31,CEFBLX,USD,2009-02-12,1105.44676900000000,1118.74566900000000
32,CEFBLX,USD,2009-02-13,1097.75452700000000,1110.96088700000000
33,CEFBLX,USD,2009-02-16,1097.75452700000000,1110.96088700000000
34,CEFBLX,USD,2009-02-17,1055.82706400000000,1068.52902300000000
35,CEFBLX,USD,2009-02-18,1026.19332000000000,1040.02297000000000
36,CEFBLX,USD,2009-02-19,1002.33028900000000,1015.83834600000000
