,date,discount_ratio,discount_value,full_discount_value,full_preminum_value,full_value,preminum_ratio,preminum_value,ratio,value
0,2006-01-06,-1272.16967053,2.42666857965,2.42670630781,5.05070231255,3.54328482659,-526.440584505,5.05072377463,-929.990879939,3.54328671063
1,2006-01-13,-1222.88979696,0.852486570309,0.501041301932,1.73713008695,1.14549583053,-376.040805073,1.85706813342,-820.58280133,1.46949243279
2,2006-01-20,-1199.50532644,-0.00756393168579,-0.160524984719,-0.137642507883,0.256241204901,-383.989523022,-0.1376661237,-791.488335148,0.367052278791
3,2006-01-27,-1139.78652704,0.270889919138,0.270906223245,0.779789991732,0.36681428052,-277.251075438,0.935504372321,-740.89817893,0.427056734279
4,2006-02-03,-1251.59142618,-1.03401866757,-1.03401476466,-0.533212498798,-0.30559231519,-334.877767286,-0.533220292619,-787.272807508,-0.305600118139
5,2006-02-10,-1187.11912194,0.40171165398,0.0804534821515,-0.0453724573007,0.131114714026,-291.392298814,0.384909913982,-750.882019546,0.437917856452
6,2006-02-17,-1241.18892676,-0.32431433611,-0.58393645823,0.391336769044,-0.260071869061,-315.626576033,0.530356820844,-778.704951311,-0.0105841155787
7,2006-02-24,-1164.6079389,0.788469617959,0.788454554705,0.757914408105,0.565174371269,-272.165397171,0.757926021876,-735.955694154,0.625107200969
8,2006-03-03,-1212.82122581,-0.541725288839,-0.541722161933,0.631298102815,0.0385085539077,-220.436464756,0.631329719963,-727.379306287,0.038530104679
9,2006-03-10,-1249.01238068,-2.10088105452,-2.28710349889,-1.72321004703,-1.92590827411,-319.802748925,-1.38543222273,-828.30160925,-1.65880965145
10,2006-03-17,-1234.40223041,0.764751858706,0.693295169928,0.567998682707,0.767289554131,-320.694789082,0.761990365393,-791.753405313,0.938662282344
11,2006-03-24,-1176.56369401,0.39652765586,0.248868086602,0.441101987112,0.645354764592,-136.741898878,0.441098814668,-688.804222229,0.720271685242
12,2006-03-31,-1279.25036802,-1.35535468119,-1.35532789904,-1.68991631975,-1.49440643786,-281.939225823,-1.47200922287,-795.121638924,-1.42099484714
