,date,discount_ratio,discount_value,full_discount_value,full_preminum_value,full_value,preminum_ratio,preminum_value,ratio,value
256,2011-01-14,-853.948082908,-0.231828711019,0.0,0.0,0.0,-34.9410060029,0.159320458552,-621.044201063,0.0406864098613
257,2011-01-21,-866.629258786,-0.781469805407,0.0,0.0,0.0,24.9123160653,-0.377667031905,-624.181085227,-0.776284619187
258,2011-01-28,-887.649552066,-0.573925029453,0.0,0.0,0.0,-161.745000855,-1.11223264389,-657.447825622,-0.447220161931
259,2011-02-04,-889.309871581,1.80151801031,0.0,0.0,0.0,-101.33037694,2.82972263405,-649.373193964,1.94622024625
260,2011-02-11,-907.748259975,0.185296552127,0.0,0.0,0.0,-65.3504632057,0.299092047414,-616.693303842,0.49414870486
261,2011-02-18,-976.402795511,-1.30491385182,0.0,0.0,0.0,-72.1551871475,1.61577728659,-692.749455959,-0.271376318719
262,2011-02-25,-998.875571154,-1.3610579544,0.0,0.0,0.0,-98.2782730292,-1.0739749588,-717.994363383,-1.17171297158
263,2011-03-04,-1004.88744036,0.525737907252,0.0,0.0,0.0,-45.5887882413,1.37008424041,-695.11897542,0.742763335814
264,2011-03-11,-961.162253806,-1.59142148788,0.0,0.0,0.0,45.4332592719,-3.0223629082,-637.501337805,-1.59553678795
265,2011-03-18,-971.535732387,-1.9747771679,0.0,0.0,0.0,21.5074593632,-2.49680086895,-661.327458885,-1.95147547193
266,2011-03-25,-964.318388827,0.969301139789,0.0,0.0,0.0,36.2087047719,2.66179026501,-615.133245336,2.50504907158
267,2011-04-01,-972.030253326,1.07666187693,0.0,0.0,0.0,19.1854346453,0.955504907697,-665.716941669,0.915115849244
268,2011-04-08,-990.274806454,0.307213649262,0.0,0.0,0.0,-4.79749195052,0.710398587241,-673.623053683,0.297377014782
269,2011-04-15,-1012.0353407,-0.698299653655,0.0,0.0,0.0,-43.7112353838,-0.785022943344,-697.086086119,-0.723573915762
270,2011-04-29,-1059.08303982,2.1717651938,0.0,0.0,0.0,-136.012540247,2.06847050692,-772.235649547,1.91552170227
271,2011-05-06,-1048.64067817,-1.79466436566,0.0,0.0,0.0,-79.7407219115,-1.44010244331,-731.919922977,-1.54546467695
272,2011-05-13,-1057.9064106,0.124017996694,0.0,0.0,0.0,59.0577868158,-0.103766327808,-643.883005212,0.275739665252
273,2011-05-20,-1040.40181465,-0.373826534067,0.0,0.0,0.0,30.2660566006,-0.165449318151,-646.480860529,-0.577238420472
274,2011-05-27,-998.490978677,-0.244321671029,0.0,0.0,0.0,164.435153887,1.67765139343,-648.652767172,0.305308544557
275,2011-06-03,-976.167912035,-0.657110125886,0.0,0.0,0.0,73.7671630246,-1.36449303146,-645.47558182,-1.02324804718
276,2011-06-10,-897.011117186,-1.33787947339,0.0,0.0,0.0,90.8647964564,-2.08164190899,-596.316523356,-1.70774089629
277,2011-06-17,-1036.12052731,-1.90990180909,0.0,0.0,0.0,-236.897733765,-2.10284915969,-761.250622489,-2.74580789496
278,2011-06-24,-945.635997662,0.29165587918,0.0,0.0,0.0,-13.2574284921,1.81588904671,-649.512300388,0.632300542457
279,2011-07-01,-927.66402479,4.2829061979,0.0,0.0,0.0,-36.9194619997,4.50402899771,-632.101873726,4.35890000808
280,2011-07-08,-938.053247414,-0.0803146638693,0.0,0.0,0.0,19.6348970495,-0.0356320076041,-630.409695479,-0.03234875039
281,2011-07-15,-990.548257453,-1.87857732633,0.0,0.0,0.0,35.780089153,-1.3875433737,-676.897835022,-1.68736073554
282,2011-07-22,-1033.94559391,1.07179067802,0.0,0.0,0.0,-58.4451750145,1.29124356783,-727.687777095,1.12674526576
283,2011-07-29,-1201.56746368,-4.60609833846,0.0,0.0,0.0,-276.913556372,-4.65286989033,-931.287013365,-4.74706021214
284,2011-08-05,-1335.7634315,-8.19152327982,0.0,0.0,0.0,-172.406770696,-6.76000264053,-982.690851429,-7.60890052019
285,2011-08-12,-1221.60796908,-0.0257653479127,0.0,0.0,0.0,-187.198230707,-1.07049438587,-868.043429015,-0.325162581057
286,2011-08-19,-1140.34061437,-3.62103661577,0.0,0.0,0.0,-132.729538845,-3.84626614163,-798.959256982,-3.71327666436
287,2011-08-26,-1102.80156763,2.20471519763,0.0,0.0,0.0,-75.5558142242,4.04342308739,-752.011909,2.9645577821
288,2011-09-02,-1171.05383485,-0.483346836115,0.0,0.0,0.0,-119.540229885,-0.3325496526,-812.843920909,-0.246819600411
289,2011-09-09,-1155.07791017,-1.2967951182,0.0,0.0,0.0,-29.7029344282,-1.56521845336,-713.061713213,-1.41634132574
290,2011-09-16,-1150.44829598,3.67111027275,0.0,0.0,0.0,-124.593911683,0.839333174598,-770.530727161,2.19585040874
291,2011-09-23,-1244.06374272,-7.14077727706,0.0,0.0,0.0,-223.532050355,-8.50360947855,-891.120028478,-7.47739212584
292,2011-09-30,-1339.41308214,-1.0025743478,0.0,0.0,0.0,-316.472015249,-1.03168686235,-994.364622414,-0.9793244952
293,2011-10-07,-1423.96064355,1.0022165444,0.0,0.0,0.0,-506.473648496,-0.139254764377,-1129.54162178,0.466700560749
294,2011-10-14,-1422.68187937,5.14491643694,0.0,0.0,0.0,-596.403375893,6.25647151653,-1160.9353293,4.98691028912
295,2011-10-21,-1468.03570252,-0.364656036166,0.0,0.0,0.0,-489.803072928,2.00291966762,-1176.94327848,0.267308556597
296,2011-10-28,-1430.85507339,3.09975305383,0.0,0.0,0.0,-552.252580449,4.65528260521,-1155.58374503,3.44612688828
297,2011-11-04,-1515.79642331,-2.85277846924,0.0,0.0,0.0,-539.971199342,-2.6954779537,-1218.15794361,-2.70793749958
298,2011-11-11,-1560.38037112,0.0413223939996,0.0,0.0,0.0,-627.013541087,-0.170721459667,-1265.72192712,-0.110006095575
299,2011-11-18,-1532.58615375,-2.14114847965,0.0,0.0,0.0,-683.129289557,-3.48028903639,-1265.06519074,-2.65623474959
300,2011-11-25,-1411.84154862,-4.36947084495,0.0,0.0,0.0,-506.130588017,-2.44928763506,-1140.87403885,-3.79703734945
301,2011-12-02,-1549.74104224,4.69980743813,0.0,0.0,0.0,-701.240608746,5.0562349325,-1271.4390253,4.96709319413
302,2011-12-09,-1619.7747184,0.00426848680544,0.0,0.0,0.0,-833.153534964,-0.921832402181,-1342.90368114,-0.180788068626
303,2011-12-16,-1639.25235492,-2.75110947407,0.0,0.0,0.0,-773.142534363,-2.64686874819,-1359.07655733,-3.27225892343
304,2011-12-23,-1651.36755564,1.6058054439,0.0,0.0,0.0,-776.281302956,2.91775090868,-1387.32996545,1.9096405678
305,2011-12-30,-1606.89476711,0.343007413829,0.0,0.0,0.0,-894.424650064,-2.68586369848,-1380.13069549,-0.278719399872
306,2012-01-06,-1482.1899212,2.3848029072,0.0,0.0,0.0,-704.255589893,3.4840678689,-1231.41323471,2.6376757386
307,2012-01-13,-1472.63624926,0.351939055522,0.0,0.0,0.0,-574.389530158,1.45534341994,-1191.6204086,0.692230489637
308,2012-01-20,-1433.85220024,1.84380463061,0.0,0.0,0.0,-586.948463664,1.40802126942,-1149.90844135,2.02400389584
309,2012-01-27,-1374.66015547,1.29730116933,0.0,0.0,0.0,-569.959464439,1.81335124633,-1072.52558256,1.52626930744
310,2012-02-03,-1246.45125958,2.66776028841,0.0,0.0,0.0,-511.176705225,2.12480770185,-991.298696636,2.34581561863
311,2012-02-10,-1225.84433993,-0.0605544658562,0.0,0.0,0.0,-402.437227485,0.716098421489,-943.012818211,0.192507274991
312,2012-02-17,-1230.76606206,-0.505638460962,0.0,0.0,0.0,-410.930930931,0.32438060553,-954.883128074,0.0312322208054
313,2012-02-24,-1250.06245432,0.801401536608,0.0,0.0,0.0,-406.076696165,0.790088506599,-951.30623676,0.833285361542
314,2012-03-02,-1214.26948376,0.360238880997,0.0,0.0,0.0,-391.357035553,0.155785123504,-944.720835877,-0.0487711835552
315,2012-03-09,-1263.66221514,-0.735514922544,0.0,0.0,0.0,-460.459081836,-0.674299068377,-997.65466231,-0.747168921526
316,2012-03-16,-1336.91099805,0.192622597039,0.0,0.0,0.0,-383.716018872,0.0109740677616,-1042.85555276,0.0330024264358
317,2012-03-23,-1415.36524088,-1.67060468072,0.0,0.0,0.0,-441.734182977,-0.853262238953,-1098.16451833,-1.55176818161
318,2012-03-30,-1441.8748026,-0.0202897211525,0.0,0.0,0.0,-297.668922931,1.64124840496,-1006.60859275,0.738121786851
319,2012-04-13,-1379.2472987,-1.94833538738,0.0,0.0,0.0,-339.17932736,-3.57026758871,-992.022944676,-2.51031725552
320,2012-04-20,-1402.71228863,0.643269861936,0.0,0.0,0.0,-364.859109207,0.866771460576,-1027.56188159,0.549480691651
321,2012-04-27,-1377.7573818,1.66350887899,0.0,0.0,0.0,-356.670562265,1.18688856181,-1014.61161698,1.55686579458
322,2012-05-04,-1351.59772961,-1.68627768684,0.0,0.0,0.0,-278.279760943,-1.40073380403,-993.82893396,-1.97999040059
323,2012-05-11,-1375.89155244,-1.14079721335,0.0,0.0,0.0,-307.698271685,-1.50425731855,-1026.18618717,-1.59789487043
324,2012-05-18,-1461.07398851,-5.31072669164,0.0,0.0,0.0,-467.473752221,-5.98764407393,-1142.6080668,-5.57391738005
325,2012-05-25,-1451.28786398,-0.0579281346344,0.0,0.0,0.0,-339.60749475,2.49749448209,-1077.22560074,1.17294625562
326,2012-06-01,-1371.3385641,-1.91570720823,0.0,0.0,0.0,-308.413112056,-2.76187383576,-1025.3426909,-2.16295514831
327,2012-06-08,-1407.76414371,2.85463466186,0.0,0.0,0.0,-399.237415992,2.23253171736,-1079.28536209,2.62948599313
328,2012-06-15,-1506.54002714,0.0613867795023,0.0,0.0,0.0,-486.543148055,-1.84232147658,-1174.92160021,-0.451583447552
329,2012-06-22,-1500.21431829,-0.265742003053,0.0,0.0,0.0,-387.279252212,0.25126821596,-1117.57667401,-0.0117604082065
330,2012-06-29,-1479.77765144,1.7665237403,0.0,0.0,0.0,-387.168993741,2.99603820005,-1111.86784829,2.12314824072
331,2012-07-06,-1455.47865727,-0.438266480033,0.0,0.0,0.0,-239.09158739,0.919269677399,-1087.2371057,-0.268208023914
332,2012-07-13,-1424.70250429,0.696306275421,0.0,0.0,0.0,-243.275508301,-0.28974174372,-1056.05717972,0.536380387947
333,2012-07-20,-1387.99444129,0.55839731679,0.0,0.0,0.0,-220.611826152,0.991553864775,-1006.51047503,0.653186335657
334,2012-07-27,-1414.39770071,1.10851974507,0.0,0.0,0.0,-277.168646814,0.959309686577,-1015.75668059,1.19209978394
335,2012-08-03,-1402.36694097,0.803827402713,0.0,0.0,0.0,-246.357022943,0.858528845113,-1035.08030288,0.60080912149
336,2012-08-10,-1321.6360866,1.79235629911,0.0,0.0,0.0,-238.540561776,1.57522018132,-974.135343452,1.60251524219
337,2012-08-17,-1275.69474868,0.969733344353,0.0,0.0,0.0,-295.915753742,0.546347319223,-958.857424196,0.571733911833
338,2012-08-24,-1364.33961107,-2.26802995841,0.0,0.0,0.0,-311.95957414,-0.516599651964,-1012.2865098,-1.43465220336
339,2012-08-31,-1325.65626665,0.244592991899,0.0,0.0,0.0,-273.675358741,0.241306927507,-983.200570439,0.182373404372
340,2012-09-07,-1411.89067361,0.913533477995,0.0,0.0,0.0,-368.92696762,0.414850394379,-1067.13999525,0.893967549777
341,2012-09-14,-1385.36727827,1.6308945684,0.0,0.0,0.0,-430.515021459,1.36790907365,-1059.77012665,1.05617585636
342,2012-09-21,-1401.90527586,-0.619189215781,0.0,0.0,0.0,-373.336212481,-0.190508175514,-1075.24600183,-0.645209656176
343,2012-09-28,-1312.02761852,-0.467056642905,0.0,0.0,0.0,-275.104850667,-0.551465598716,-984.260648402,-0.316921979373
