,CapitalLT,CapitalReturn,DeclaredDateDisplay,ExDivDateDisplay,Income,PayDateDisplay,Special,TotDiv,TICKER
0,,,5/18/2017,7/13/2017,0.05,7/24/2017,,0.05,GGN
1,,,5/18/2017,8/15/2017,0.05,8/24/2017,,0.05,GGN
2,,,5/18/2017,9/13/2017,0.05,9/22/2017,,0.05,GGN
3,,,2/23/2017,4/11/2017,0.05,4/21/2017,,0.05,GGN
4,,0.035,2/23/2017,5/12/2017,0.004,5/23/2017,,0.05,GGN
5,,,2/23/2017,6/14/2017,0.05,6/23/2017,,0.05,GGN
6,,0.034,11/18/2016,1/12/2017,,1/24/2017,,0.05,GGN
7,,0.034,11/18/2016,2/9/2017,,2/21/2017,,0.05,GGN
8,,0.043,11/18/2016,3/15/2017,0.004,3/24/2017,,0.05,GGN
9,,0.07,8/17/2016,10/13/2016,,10/24/2016,,0.07,GGN
10,,0.07,8/17/2016,11/10/2016,,11/22/2016,,0.07,GGN
11,,0.07,8/17/2016,12/7/2016,,12/16/2016,,0.07,GGN
