date,RBY00 Returns,QAY00 Returns,CCY00 Returns,GCY00 Returns,SIY00 Returns,CLY00 Returns,HEY00 Returns,ZCY00 Returns,ZSY00 Returns,ZWY00 Returns,HGY00 Returns,CTY00 Returns,LEY00 Returns,GFY00 Returns,SBY00 Returns,NGY00 Returns,Portfolio Returns
2007-01-05,,-0.0603405521574,-0.0269151138716,-0.0252901688694,-0.0326854422848,0.0164230283342,-0.0112308622079,0.0169851380042,0.0101404056162,0.011350737798,-0.0254973923121,-0.0027553631175,0.0,-0.0013107481347,-0.0227088402271,-0.0204808548531,
2007-01-08,-0.0218649955725,-0.030436312456,-0.00957446808511,0.00654026557442,0.00893955548265,-0.00390625,-0.00733458972139,-0.0104384133612,-0.00540540540541,-0.00897867564534,-0.00317145688801,0.00217090980857,0.0220748026993,-0.00020191822312,-0.00912863070539,0.101818181818,0.00371471544576
2007-01-09,0.0112116991643,0.015786608601,-0.000537056928034,0.00626804935679,0.0143635181271,-0.00802139037433,-0.00992012588298,-0.0112517580872,-0.0186335403727,-0.0181200453001,0.0109365679061,-0.00846790074833,0.0,-0.000908815510451,-0.00167504187605,0.0,-0.00113268590955
2007-01-10,-0.0338130982715,-0.0284030010718,0.0155830198818,-0.00316342171347,-0.00750879498666,-0.0291105121294,-0.00210755437318,0.0163584637269,0.00237341772152,-0.0161476355248,0.04307631786,-0.00337636544191,0.0,-0.00161714170204,0.00503355704698,0.0594059405941,0.00271139192006
2007-01-11,-0.0285103349964,-0.00183857326714,0.0142857142857,0.000899692468756,-0.00335890189746,-0.0396076253933,0.000640526270233,0.0398880335899,0.00947119179163,-0.0187573270809,-0.00113143503677,0.00219210840972,0.0,-0.00242964162786,0.0016694490818,-0.0420560747664,-0.00370500218719
2007-01-12,0.028613352898,-0.0228403020814,-0.00678142931664,0.0241554578587,0.040880146475,0.021391404895,0.0045500155704,0.043068640646,0.0562939796716,0.0382317801673,-0.020955257693,0.0131238814874,-0.0264100268577,0.0,-0.0225,-0.0243902439024,0.00449555164341
2007-01-16,-0.0465049928673,0.0143157091048,-0.0131302521008,-0.00140418062869,-0.0216178521618,-0.0335849056604,0.00772041793196,0.0141935483871,-0.00444115470022,-0.0368239355581,-0.0107983031238,0.00431795878312,0.0,-0.0126852039781,0.00937766410912,0.128333333333,0.0031546430702
2007-01-17,-0.00239377618193,-0.0199473089951,0.00532197977648,0.0107538908951,0.0145877880732,0.0201093322921,0.00762721964009,0.0127226463104,0.0200743494424,0.0430107526882,-0.0037037037037,0.00273597811218,0.0,-0.00616712920136,-0.0168918918919,-0.0302806499261,0.00137237780038
2007-01-18,-0.0193461307738,-0.00556835637481,-0.0333509793542,-0.00671883645562,-0.0123095416511,-0.0336842105263,0.00691053476388,-0.00188442211055,-0.0116618075802,-0.00458190148912,-0.0307180590882,-0.0103293704931,0.0,-0.00599855207364,0.00601374570447,-0.044173648134,-0.0118158425623
2007-01-19,0.0307386450528,0.0110059857115,0.0224534501643,0.0120165526023,0.0167700636188,0.0,0.0109071383025,-0.0138451856514,0.00589970501475,0.00460299194476,0.0100928542592,0.000393855848759,-0.00968550592525,-0.01269368432,0.00597779675491,0.0446215139442,0.00803489857139
2007-01-22,-0.013056379822,0.00248281130634,-0.00267809319764,-0.00507981442164,0.00367644201248,0.0128738364032,0.00824978421088,-0.00638162093172,0.0,-0.00458190148912,0.00699440447642,-0.00905511811024,-0.000345184673801,-0.00189703847644,0.00339558573854,0.093058733791,0.00634539303353
2007-01-23,0.0559230306675,0.0215279100781,0.0139634801289,0.0241851348361,0.0285371331217,0.0539694955025,0.0053176602295,0.0122029543995,0.0131964809384,0.0391254315305,0.0186544949395,0.0145013905443,0.0,,0.00507614213198,0.0293091416609,
2007-01-24,0.0128843963554,0.00242446848191,-0.00847457627119,0.00108038029386,-0.00207054926025,0.0153988868275,0.003520896109,-0.0209390862944,-0.020984081042,-0.0287929125138,0.00857198519384,-0.00685333855492,0.0,-0.00232277478619,-0.0016835016835,0.0135593220339,-0.00178690468813
2007-01-25,-0.0149694286317,0.0208372093023,0.00160256410256,-0.0032068083007,0.0042251395805,-0.0208295267678,0.00540152417631,0.0162022034997,-0.00221729490022,0.0,0.019702530423,-0.00197160883281,0.0,-0.00402169499188,-0.0143338954469,-0.0434782608696,-0.00247141684322
2007-01-26,0.0244720319635,0.00583196646619,-0.0128,-0.00191790144461,0.00337340345605,0.0343347639485,0.00645999026132,-0.00382653061224,0.0,-0.0114025085519,-0.00681947338511,-0.00493875938364,-0.0104742173112,0.00212517267028,-0.00427715996578,-0.0216783216783,-0.00155267690135
2007-01-29,-0.0312695870186,-0.00851603551368,0.0129659643436,-0.00376569037657,-0.0145414791575,-0.0254374887245,0.0049348471165,-0.0140845070423,-0.00148148148148,-0.0230680507497,-0.035475872592,-0.0109191979353,0.00942189135745,-0.00148436008907,0.00687285223368,0.0493209435311,-0.00275276872472
2007-01-30,0.064917325665,-0.000365497076023,0.00746666666667,0.00549100129109,0.0148396361896,0.0547945205479,0.00545623776358,0.0123376623377,0.0163204747774,0.0141676505313,0.00850306505833,-0.00441589723003,0.0,-0.00053106079101,-0.0238907849829,-0.00613079019074,0.00760882673016
2007-01-31,0.0108688314319,0.0,0.000529380624669,0.0101639851485,0.012541179994,0.0205335205335,0.00740575222651,0.00320718409237,-0.00583941605839,0.0069848661234,0.013137254902,0.0131048387097,0.0,-0.000212494687633,0.0104895104895,0.0657984921179,0.0105414560902
2007-02-01,-0.0147589154535,0.0310786106033,-0.0015873015873,0.00753480251773,0.00993086109365,-0.014445399828,0.00849203079945,-0.0153452685422,0.00220264317181,-0.0115606936416,-0.0253532030192,-0.00855721393035,0.0,0.00340074388948,0.00692041522491,0.00707395498392,-0.00014891783832
2007-02-02,0.0339591947401,0.0124113475177,0.00900900900901,-0.0155953122862,-0.017630950812,0.0300122142733,0.00813774468219,0.0103896103896,0.025641025641,0.00233918128655,-0.042891183479,0.00642312324368,-0.0137128370592,0.00010580384391,-0.0103092783505,0.0415071519796,0.00428789400103
2007-02-05,-0.00603120492985,0.00507880910683,0.0015756302521,0.00118895048098,0.00463590966684,-0.00474335083856,0.0115782584305,0.0,0.005,-0.0046674445741,-0.00228215767635,0.014758675708,0.0331814464307,0.00645981150058,0.0,0.0,0.00544591445695
2007-02-06,0.0123994196016,0.0184701167451,0.0,0.00800431832202,0.0108315033533,0.0023829787234,0.0116614033736,-0.0141388174807,-0.00142146410803,-0.0140679953107,0.032439176544,-0.0188679245283,0.0,0.00515572390572,-0.015625,-0.0220724681701,0.000559411518072
2007-02-07,-0.0120521172638,0.00427715996578,0.0173046670163,-0.00295292155633,0.000396324457623,-0.0198675496689,0.00531428919479,-0.0110821382008,0.00284697508897,0.00237812128419,-0.0167170191339,0.0,0.0,0.010467915838,-0.0229276895944,-0.00689655172414,-0.00213199128215
2007-02-08,0.0325090669304,-0.00408858603066,0.0309278350515,0.0134886290397,0.0112540900621,0.03465003465,0.0049985610639,0.0197758734344,0.00993612491128,0.00474495848161,-0.00102417042196,-0.0252403846154,0.0,0.0107738526883,0.0117328519856,0.0170454545455,0.00972414718088
2007-02-09,0.0153276280496,-0.0135135135135,-0.005,0.00940267999092,0.00572402785839,0.00301406563965,0.00428011570585,0.0168067226891,0.00562192550949,0.00236127508855,0.027885995489,0.00719276613235,0.0212597534773,0.0042021113047,0.0267618198037,0.0117940409683,0.0093155505705
2007-02-12,-0.0382438042521,0.0150858331888,0.0582914572864,-0.00714007140071,-0.0140879613934,-0.0347245409015,0.00415697456292,-0.00381436745073,-0.00698812019567,-0.00471142520612,-0.0155595451825,-0.0106100795756,0.00431845864245,0.00214329454991,-0.00608166811468,-0.0460123869923,-0.00470109656482
2007-02-13,0.0523871811642,-0.0227195080287,-0.0498575498575,0.00415470614897,0.016037929117,0.0214458664822,0.00198783476805,0.0159540523293,0.0,0.0,0.044376899696,0.0072179830893,0.0,0.002138710663,-0.00874125874126,0.0379421221865,0.00632348580749
2007-02-14,0.00596606798832,-0.00786575773466,-0.00699650174913,0.00681561724216,0.0113129014604,0.0,0.000506972853013,-0.00690954773869,0.00844475721323,-0.00473372781065,-0.00291036088475,-0.017199017199,0.0,0.0025406504065,0.0299823633157,0.0978934324659,0.00818618445219
2007-02-15,-0.00939025143634,0.0139182522903,0.0256668344238,0.000971338055531,-0.00348193877769,-0.0179478496444,0.00184856661548,-0.00189753320683,0.0125610607118,0.00475624256837,0.0344424985406,0.01,0.0,-0.00111505321845,0.041095890411,0.0,0.00746879907318
