date,symbol,date,open,high,low,close,volume,interest,Returns,Log Returns
1977-10-27,HGY00,1977-10-27,0.6,0.6,0.6,0.6,0.0,0.0,,
1977-10-28,HGY00,1977-10-28,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-10-31,HGY00,1977-10-31,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-11-01,HGY00,1977-11-01,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-11-02,HGY00,1977-11-02,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-11-03,HGY00,1977-11-03,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-11-04,HGY00,1977-11-04,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-11-07,HGY00,1977-11-07,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-11-08,HGY00,1977-11-08,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-11-09,HGY00,1977-11-09,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-11-10,HGY00,1977-11-10,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-11-11,HGY00,1977-11-11,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-11-14,HGY00,1977-11-14,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-11-15,HGY00,1977-11-15,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-11-16,HGY00,1977-11-16,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-11-17,HGY00,1977-11-17,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-11-18,HGY00,1977-11-18,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-11-21,HGY00,1977-11-21,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-11-22,HGY00,1977-11-22,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-11-23,HGY00,1977-11-23,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-11-25,HGY00,1977-11-25,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-11-28,HGY00,1977-11-28,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-11-29,HGY00,1977-11-29,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-11-30,HGY00,1977-11-30,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-12-01,HGY00,1977-12-01,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-12-02,HGY00,1977-12-02,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-12-05,HGY00,1977-12-05,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-12-06,HGY00,1977-12-06,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-12-07,HGY00,1977-12-07,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-12-08,HGY00,1977-12-08,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-12-09,HGY00,1977-12-09,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-12-12,HGY00,1977-12-12,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-12-13,HGY00,1977-12-13,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-12-14,HGY00,1977-12-14,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-12-15,HGY00,1977-12-15,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-12-16,HGY00,1977-12-16,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-12-19,HGY00,1977-12-19,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-12-20,HGY00,1977-12-20,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-12-21,HGY00,1977-12-21,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-12-22,HGY00,1977-12-22,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
1977-12-23,HGY00,1977-12-23,0.63,0.63,0.63,0.63,0.0,0.0,0.05,0.0487901641694
1977-12-27,HGY00,1977-12-27,0.63,0.63,0.63,0.63,0.0,0.0,0.0,0.0
1977-12-28,HGY00,1977-12-28,0.63,0.63,0.63,0.63,0.0,0.0,0.0,0.0
1977-12-29,HGY00,1977-12-29,0.63,0.63,0.63,0.63,0.0,0.0,0.0,0.0
1977-12-30,HGY00,1977-12-30,0.63,0.63,0.63,0.63,0.0,0.0,0.0,0.0
1978-01-03,HGY00,1978-01-03,0.63,0.63,0.63,0.63,0.0,0.0,0.0,0.0
1978-01-04,HGY00,1978-01-04,0.63,0.63,0.63,0.63,0.0,0.0,0.0,0.0
1978-01-05,HGY00,1978-01-05,0.63,0.63,0.63,0.63,0.0,0.0,0.0,0.0
1978-01-06,HGY00,1978-01-06,0.63,0.63,0.63,0.63,0.0,0.0,0.0,0.0
1978-01-09,HGY00,1978-01-09,0.63,0.63,0.63,0.63,0.0,0.0,0.0,0.0
1978-01-10,HGY00,1978-01-10,0.63,0.63,0.63,0.63,0.0,0.0,0.0,0.0
1978-01-11,HGY00,1978-01-11,0.63,0.63,0.63,0.63,0.0,0.0,0.0,0.0
1978-01-12,HGY00,1978-01-12,0.63,0.63,0.63,0.63,0.0,0.0,0.0,0.0
1978-01-13,HGY00,1978-01-13,0.63,0.63,0.63,0.63,0.0,0.0,0.0,0.0
1978-01-16,HGY00,1978-01-16,0.63,0.63,0.63,0.63,0.0,0.0,0.0,0.0
1978-01-17,HGY00,1978-01-17,0.63,0.63,0.63,0.63,0.0,0.0,0.0,0.0
1978-01-18,HGY00,1978-01-18,0.63,0.63,0.63,0.63,0.0,0.0,0.0,0.0
1978-01-19,HGY00,1978-01-19,0.63,0.63,0.63,0.63,0.0,0.0,0.0,0.0
1978-01-20,HGY00,1978-01-20,0.63,0.63,0.63,0.63,0.0,0.0,0.0,0.0
1978-01-23,HGY00,1978-01-23,0.63,0.63,0.63,0.63,0.0,0.0,0.0,0.0
1978-01-24,HGY00,1978-01-24,0.615,0.615,0.615,0.615,0.0,0.0,-0.0238095238095,-0.0240975515791
