date,symbol,date,open,high,low,close,volume,Returns,Log Returns
1980-01-02,$SPX,1980-01-02,107.94,108.43,105.29,105.76,0.0,,
1980-01-03,$SPX,1980-01-03,105.76,106.08,103.26,105.22,0.0,-0.00510590015129,-0.00511897980072
1980-01-04,$SPX,1980-01-04,105.22,107.08,105.09,106.52,0.0,0.0123550655769,0.0122793646431
1980-01-07,$SPX,1980-01-07,106.52,107.8,105.8,106.81,0.0,0.00272249342846,0.00271879415587
1980-01-08,$SPX,1980-01-08,106.81,109.29,106.29,108.95,0.0,0.0200355771931,0.019837506289
1980-01-09,$SPX,1980-01-09,108.95,111.09,108.41,109.05,0.0,0.000917852225792,0.000917431257009
1980-01-10,$SPX,1980-01-10,109.05,110.86,108.47,109.89,0.0,0.00770288858322,0.00767337281119
1980-01-11,$SPX,1980-01-11,109.89,111.16,108.89,109.92,0.0,0.000273000273,0.000272963015206
1980-01-14,$SPX,1980-01-14,109.92,111.44,109.34,110.38,0.0,0.00418486171761,0.00417612953732
1980-01-15,$SPX,1980-01-15,110.38,111.93,109.45,111.14,0.0,0.00688530530893,0.00686170984042
1980-01-16,$SPX,1980-01-16,111.14,112.9,110.38,111.05,0.0,-0.000809789454742,-0.000810117511339
1980-01-17,$SPX,1980-01-17,111.05,112.01,109.81,110.7,0.0,-0.0031517334534,-0.00315671062584
1980-01-18,$SPX,1980-01-18,110.7,111.74,109.88,111.07,0.0,0.003342366757,0.00333679346444
1980-01-21,$SPX,1980-01-21,111.07,112.9,110.66,112.1,0.0,0.00927343116953,0.00923069689909
1980-01-22,$SPX,1980-01-22,112.1,113.1,110.92,111.51,0.0,-0.00526315789474,-0.00527705710084
1980-01-23,$SPX,1980-01-23,111.51,113.93,110.93,113.44,0.0,0.0173078647655,0.0171597898065
1980-01-24,$SPX,1980-01-24,113.44,115.27,112.95,113.7,0.0,0.00229196050776,0.00228933797267
1980-01-25,$SPX,1980-01-25,113.7,114.45,112.36,113.61,0.0,-0.000791556728232,-0.000791870174678
1980-01-28,$SPX,1980-01-28,113.61,115.65,112.93,114.85,0.0,0.0109145321715,0.0108553985533
1980-01-29,$SPX,1980-01-29,114.85,115.77,113.03,114.07,0.0,-0.00679146713104,-0.0068146340953
1980-01-30,$SPX,1980-01-30,114.07,115.85,113.37,115.2,0.0,0.00990619794863,0.00985745322198
1980-01-31,$SPX,1980-01-31,115.2,117.17,113.78,114.16,0.0,-0.00902777777778,-0.00906877509321
1980-02-01,$SPX,1980-02-01,114.16,115.54,113.13,115.12,0.0,0.00840925017519,0.00837408941053
1980-02-04,$SPX,1980-02-04,115.12,116.01,113.83,114.37,0.0,-0.0065149409312,-0.00653625578599
1980-02-05,$SPX,1980-02-05,114.37,115.25,112.15,114.66,0.0,0.00253562997289,0.00253242068711
1980-02-06,$SPX,1980-02-06,114.66,116.57,113.65,115.72,0.0,0.00924472353044,0.0092022526277
1980-02-07,$SPX,1980-02-07,115.72,117.87,115.22,116.28,0.0,0.00483926719668,0.00482759558274
1980-02-08,$SPX,1980-02-08,116.28,118.66,115.72,117.95,0.0,0.0143618851049,0.014259730163
1980-02-11,$SPX,1980-02-11,117.95,119.05,116.31,117.12,0.0,-0.00703688003391,-0.00706175564068
1980-02-12,$SPX,1980-02-12,117.12,118.41,115.75,117.9,0.0,0.00665983606557,0.00663775733032
1980-02-13,$SPX,1980-02-13,117.9,120.22,117.57,118.44,0.0,0.00458015267176,0.00456969569007
1980-02-14,$SPX,1980-02-14,118.44,119.3,116.04,116.72,0.0,-0.0145221209051,-0.0146285990189
1980-02-15,$SPX,1980-02-15,116.7,116.7,114.12,115.41,0.0,-0.0112234407128,-0.0112868987822
1980-02-19,$SPX,1980-02-19,115.41,115.67,113.35,114.6,0.0,-0.00701845593969,-0.00704320115167
1980-02-20,$SPX,1980-02-20,114.6,117.18,114.06,116.47,0.0,0.0163176265271,0.0161859248339
1980-02-21,$SPX,1980-02-21,116.47,117.9,114.44,115.28,0.0,-0.0102172233193,-0.0102697774233
1980-02-22,$SPX,1980-02-22,115.28,116.46,113.43,115.04,0.0,-0.00208188757807,-0.00208405771853
1980-02-25,$SPX,1980-02-25,114.93,114.93,112.62,113.33,0.0,-0.014864394993,-0.0149759772279
1980-02-26,$SPX,1980-02-26,113.33,114.76,112.3,113.98,0.0,0.00573546280773,0.005719077662
1980-02-27,$SPX,1980-02-27,113.98,115.12,111.91,112.38,0.0,-0.0140375504474,-0.0141370087228
1980-02-28,$SPX,1980-02-28,112.38,113.7,111.33,112.35,0.0,-0.000266951414842,-0.000266987052714
1980-02-29,$SPX,1980-02-29,112.35,114.12,111.77,113.66,0.0,0.0116599910992,0.0115925372376
1980-03-03,$SPX,1980-03-03,113.66,114.34,112.01,112.5,0.0,-0.0102058771775,-0.0102583142245
1980-03-04,$SPX,1980-03-04,112.5,113.41,110.83,112.78,0.0,0.00248888888889,0.00248579673456
1980-03-05,$SPX,1980-03-05,112.78,113.94,110.58,111.13,0.0,-0.0146302535911,-0.0147383311815
1980-03-06,$SPX,1980-03-06,111.13,111.29,107.85,108.65,0.0,-0.0223162062449,-0.0225689804951
1980-03-07,$SPX,1980-03-07,108.65,108.96,105.99,106.9,0.0,-0.0161067648412,-0.0162378886714
1980-03-10,$SPX,1980-03-10,106.9,107.86,104.92,106.51,0.0,-0.00364826941066,-0.00365494057592
1980-03-11,$SPX,1980-03-11,106.51,108.54,106.18,107.78,0.0,0.0119237630269,0.0118532350503
1980-03-12,$SPX,1980-03-12,107.78,108.4,105.42,106.87,0.0,-0.00844312488402,-0.00847896996855
1980-03-13,$SPX,1980-03-13,106.87,107.55,105.1,105.62,0.0,-0.0116964536353,-0.011765395258
1980-03-14,$SPX,1980-03-14,105.62,106.49,104.01,105.43,0.0,-0.00179890172316,-0.00180052168993
1980-03-17,$SPX,1980-03-17,105.23,105.23,101.82,102.26,0.0,-0.0300673432609,-0.030528635937
1980-03-18,$SPX,1980-03-18,102.26,104.71,101.14,104.1,0.0,0.0179933502836,0.0178333859691
1980-03-19,$SPX,1980-03-19,104.1,105.72,103.35,104.31,0.0,0.00201729106628,0.00201525906696
1980-03-20,$SPX,1980-03-20,104.31,105.17,102.52,103.12,0.0,-0.0114083021762,-0.0114738760569
1980-03-21,$SPX,1980-03-21,103.12,103.73,101.55,102.31,0.0,-0.00785492629946,-0.00788593874008
1980-03-24,$SPX,1980-03-24,102.18,102.18,98.88,99.28,0.0,-0.0296158733262,-0.0300632789945
1980-03-25,$SPX,1980-03-25,99.28,100.58,97.89,99.19,0.0,-0.000906526994359,-0.000906938138449
1980-03-26,$SPX,1980-03-26,99.19,101.22,98.1,98.68,0.0,-0.00514164734348,-0.00515491109675
1980-03-27,$SPX,1980-03-27,98.68,99.58,94.23,98.22,0.0,-0.00466153222538,-0.00467243105006
1980-03-28,$SPX,1980-03-28,98.22,101.43,97.72,100.68,0.0,0.0250458155162,0.024737309656
1980-03-31,$SPX,1980-03-31,100.68,102.65,100.02,102.09,0.0,0.0140047675805,0.0139076069138
1980-04-01,$SPX,1980-04-01,102.09,103.28,100.85,102.18,0.0,0.000881575080811,0.000881186721728
1980-04-02,$SPX,1980-04-02,102.18,103.87,101.45,102.68,0.0,0.00489332550401,0.00488139210029
1980-04-03,$SPX,1980-04-03,102.68,103.34,101.31,102.15,0.0,-0.00516166731593,-0.00517503473931
1980-04-07,$SPX,1980-04-07,102.15,102.27,99.73,100.19,0.0,-0.0191874694077,-0.0193739379925
1980-04-08,$SPX,1980-04-08,100.19,101.88,99.23,101.2,0.0,0.0100808463919,0.0100303735822
1980-04-09,$SPX,1980-04-09,101.2,103.6,101.01,103.11,0.0,0.0188735177866,0.0186976226765
1980-04-10,$SPX,1980-04-10,103.11,105.0,102.81,104.08,0.0,0.00940742895936,0.0093634546744
1980-04-11,$SPX,1980-04-11,104.08,105.15,103.2,103.79,0.0,-0.00278631821676,-0.00279020722705
1980-04-14,$SPX,1980-04-14,103.79,103.92,102.08,102.84,0.0,-0.00915309760092,-0.00919524457951
1980-04-15,$SPX,1980-04-15,102.84,103.94,101.85,102.63,0.0,-0.00204200700117,-0.00204409474007
1980-04-16,$SPX,1980-04-16,102.63,104.42,101.13,101.54,0.0,-0.0106206762155,-0.0106774781384
1980-04-17,$SPX,1980-04-17,101.54,102.21,100.12,101.05,0.0,-0.00482568445933,-0.00483736566962
1980-04-18,$SPX,1980-04-18,101.05,102.07,99.97,100.55,0.0,-0.00494804552202,-0.00496032763097
1980-04-21,$SPX,1980-04-21,100.55,101.26,98.95,99.8,0.0,-0.00745897563401,-0.00748693290124
1980-04-22,$SPX,1980-04-22,100.81,104.02,100.81,103.43,0.0,0.036372745491,0.0357268720723
1980-04-23,$SPX,1980-04-23,103.43,105.11,102.81,103.73,0.0,0.00290051242386,0.00289631405402
1980-04-24,$SPX,1980-04-24,103.73,105.43,102.93,104.4,0.0,0.00645907644847,0.0064383060048
1980-04-25,$SPX,1980-04-25,104.4,105.57,103.02,105.16,0.0,0.00727969348659,0.00725332441314
1980-04-28,$SPX,1980-04-28,105.16,106.79,104.64,105.64,0.0,0.00456447318372,0.00455408756725
1980-04-29,$SPX,1980-04-29,105.64,106.7,104.86,105.86,0.0,0.00208254449072,0.00208037900091
1980-04-30,$SPX,1980-04-30,105.86,106.72,104.5,106.29,0.0,0.00406196863782,0.00405374111565
1980-05-01,$SPX,1980-05-01,106.29,106.86,104.72,105.46,0.0,-0.00780882491297,-0.00783947344317
1980-05-02,$SPX,1980-05-02,105.46,106.25,104.61,105.58,0.0,0.00113787217903,0.00113722529315
1980-05-05,$SPX,1980-05-05,105.58,106.83,104.64,106.38,0.0,0.00757719265012,0.0075486299187
1980-05-06,$SPX,1980-05-06,106.38,107.83,105.36,106.25,0.0,-0.00122203421696,-0.00122278150964
1980-05-07,$SPX,1980-05-07,106.25,108.12,105.83,107.18,0.0,0.00875294117647,0.00871485626218
1980-05-08,$SPX,1980-05-08,107.18,108.02,105.5,106.13,0.0,-0.009796603844,-0.00984490629297
