date,symbol,date,open,high,low,close,volume,interest,Returns,Log Returns
1930-12-31,NGY00,1930-12-31,0.08000001,0.08000001,0.08000001,0.08000001,0.0,0.0,,
1931-12-31,NGY00,1931-12-31,0.07,0.07,0.07,0.07,0.0,0.0,-0.125000109375,-0.133531517625
1932-12-30,NGY00,1932-12-30,0.06,0.06,0.06,0.06,0.0,0.0,-0.142857142857,-0.154150679827
1933-12-29,NGY00,1933-12-29,0.06,0.06,0.06,0.06,0.0,0.0,0.0,0.0
1934-12-31,NGY00,1934-12-31,0.06,0.06,0.06,0.06,0.0,0.0,0.0,0.0
1935-12-31,NGY00,1935-12-31,0.06,0.06,0.06,0.06,0.0,0.0,0.0,0.0
1936-12-31,NGY00,1936-12-31,0.06,0.06,0.06,0.06,0.0,0.0,0.0,0.0
1937-12-31,NGY00,1937-12-31,0.05,0.05,0.05,0.05,0.0,0.0,-0.166666666667,-0.182321556794
1938-12-30,NGY00,1938-12-30,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0
1939-12-29,NGY00,1939-12-29,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0
1940-12-31,NGY00,1940-12-31,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0
1941-12-31,NGY00,1941-12-31,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0
1942-12-31,NGY00,1942-12-31,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0
1943-12-31,NGY00,1943-12-31,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0
1944-12-29,NGY00,1944-12-29,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0
1945-12-31,NGY00,1945-12-31,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0
1946-12-31,NGY00,1946-12-31,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0
1947-12-31,NGY00,1947-12-31,0.06,0.06,0.06,0.06,0.0,0.0,0.2,0.182321556794
1948-12-31,NGY00,1948-12-31,0.06,0.06,0.06,0.06,0.0,0.0,0.0,0.0
1949-12-30,NGY00,1949-12-30,0.06,0.06,0.06,0.06,0.0,0.0,0.0,0.0
1950-12-29,NGY00,1950-12-29,0.07,0.07,0.07,0.07,0.0,0.0,0.166666666667,0.154150679827
1951-12-31,NGY00,1951-12-31,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0
1952-12-31,NGY00,1952-12-31,0.08000001,0.08000001,0.08000001,0.08000001,0.0,0.0,0.142857285714,0.133531517625
1953-12-31,NGY00,1953-12-31,0.09,0.09,0.09,0.09,0.0,0.0,0.124999859375,0.117782910656
1954-12-31,NGY00,1954-12-31,0.1,0.1,0.1,0.1,0.0,0.0,0.111111111111,0.105360515658
1955-12-30,NGY00,1955-12-30,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
1956-12-31,NGY00,1956-12-31,0.11,0.11,0.11,0.11,0.0,0.0,0.1,0.0953101798043
1957-12-31,NGY00,1957-12-31,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0
1958-12-31,NGY00,1958-12-31,0.12,0.12,0.12,0.12,0.0,0.0,0.0909090909091,0.0870113769896
1959-12-31,NGY00,1959-12-31,0.13,0.13,0.13,0.13,0.0,0.0,0.0833333333333,0.0800427076735
1960-12-30,NGY00,1960-12-30,0.14,0.14,0.14,0.14,0.0,0.0,0.0769230769231,0.0741079721537
1961-12-29,NGY00,1961-12-29,0.15,0.15,0.15,0.15,0.0,0.0,0.0714285714286,0.068992871487
1962-12-31,NGY00,1962-12-31,0.16,0.16,0.16,0.16,0.0,0.0,0.0666666666667,0.0645385211376
1963-12-31,NGY00,1963-12-31,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0
