date,date,date.1,symbol,date.1.1,open,high,low,close,volume,interest,Returns,Log Returns
1977-11-03,1977-11-03,1977-11-03,ZMY00,1977-11-03,160.0,160.0,160.0,160.0,0.0,0.0,,
1977-11-04,1977-11-04,1977-11-04,ZMY00,1977-11-04,158.0,158.0,158.0,158.0,0.0,0.0,-0.0125,-0.0125787822069
1977-11-07,1977-11-07,1977-11-07,ZMY00,1977-11-07,166.0,166.0,166.0,166.0,0.0,0.0,0.0506329113924,0.0493927553296
1977-11-08,1977-11-08,1977-11-08,ZMY00,1977-11-08,162.0,162.0,162.0,162.0,0.0,0.0,-0.0240963855422,-0.0243914531242
1977-11-09,1977-11-09,1977-11-09,ZMY00,1977-11-09,163.0,163.0,163.0,163.0,0.0,0.0,0.00617283950617,0.00615386557438
1977-11-10,1977-11-10,1977-11-10,ZMY00,1977-11-10,163.0,163.0,163.0,163.0,0.0,0.0,0.0,0.0
1977-11-11,1977-11-11,1977-11-11,ZMY00,1977-11-11,162.5,162.5,162.5,162.5,0.0,0.0,-0.00306748466258,-0.00307219903697
1977-11-14,1977-11-14,1977-11-14,ZMY00,1977-11-14,167.5,167.5,167.5,167.5,0.0,0.0,0.0307692307692,0.0303053494953
1977-11-15,1977-11-15,1977-11-15,ZMY00,1977-11-15,172.5,172.5,172.5,172.5,0.0,0.0,0.0298507462687,0.0294138852063
1977-11-16,1977-11-16,1977-11-16,ZMY00,1977-11-16,173.5,173.5,173.5,173.5,0.0,0.0,0.00579710144928,0.0057803629155
1977-11-17,1977-11-17,1977-11-17,ZMY00,1977-11-17,171.0,171.0,171.0,171.0,0.0,0.0,-0.014409221902,-0.0145140428843
1977-11-18,1977-11-18,1977-11-18,ZMY00,1977-11-18,173.0,173.0,173.0,173.0,0.0,0.0,0.0116959064327,0.0116280379951
1977-11-21,1977-11-21,1977-11-21,ZMY00,1977-11-21,168.0,168.0,168.0,168.0,0.0,0.0,-0.028901734104,-0.0293276150945
1977-11-22,1977-11-22,1977-11-22,ZMY00,1977-11-22,161.0,161.0,161.0,161.0,0.0,0.0,-0.0416666666667,-0.0425596144188
1977-11-23,1977-11-23,1977-11-23,ZMY00,1977-11-23,161.0,161.0,161.0,161.0,0.0,0.0,0.0,0.0
1977-11-25,1977-11-25,1977-11-25,ZMY00,1977-11-25,165.0,165.0,165.0,165.0,0.0,0.0,0.0248447204969,0.0245411089161
1977-11-28,1977-11-28,1977-11-28,ZMY00,1977-11-28,156.0,156.0,156.0,156.0,0.0,0.0,-0.0545454545455,-0.056089466651
1977-11-29,1977-11-29,1977-11-29,ZMY00,1977-11-29,155.5,155.5,155.5,155.5,0.0,0.0,-0.00320512820513,-0.00321027563025
1977-11-30,1977-11-30,1977-11-30,ZMY00,1977-11-30,152.5,152.5,152.5,152.5,0.0,0.0,-0.0192926045016,-0.0194811355718
1977-12-01,1977-12-01,1977-12-01,ZMY00,1977-12-01,152.0,152.0,152.0,152.0,0.0,0.0,-0.00327868852459,-0.00328407520119
1977-12-02,1977-12-02,1977-12-02,ZMY00,1977-12-02,151.5,151.5,151.5,151.5,0.0,0.0,-0.00328947368421,-0.00329489589685
1977-12-05,1977-12-05,1977-12-05,ZMY00,1977-12-05,153.5,153.5,153.5,153.5,0.0,0.0,0.013201320132,0.0131149420778
1977-12-06,1977-12-06,1977-12-06,ZMY00,1977-12-06,153.0,153.0,153.0,153.0,0.0,0.0,-0.00325732899023,-0.00326264563482
1977-12-07,1977-12-07,1977-12-07,ZMY00,1977-12-07,153.0,153.0,153.0,153.0,0.0,0.0,0.0,0.0
1977-12-08,1977-12-08,1977-12-08,ZMY00,1977-12-08,155.5,155.5,155.5,155.5,0.0,0.0,0.016339869281,0.0162078102269
1977-12-09,1977-12-09,1977-12-09,ZMY00,1977-12-09,154.5,154.5,154.5,154.5,0.0,0.0,-0.0064308681672,-0.00645163528149
1977-12-12,1977-12-12,1977-12-12,ZMY00,1977-12-12,150.5,150.5,150.5,150.5,0.0,0.0,-0.0258899676375,-0.0262310121489
1977-12-13,1977-12-13,1977-12-13,ZMY00,1977-12-13,153.0,153.0,153.0,153.0,0.0,0.0,0.0166112956811,0.0164748372035
1977-12-14,1977-12-14,1977-12-14,ZMY00,1977-12-14,155.5,155.5,155.5,155.5,0.0,0.0,0.016339869281,0.0162078102269
1977-12-15,1977-12-15,1977-12-15,ZMY00,1977-12-15,162.0,162.0,162.0,162.0,0.0,0.0,0.0418006430868,0.0409506036131
1977-12-16,1977-12-16,1977-12-16,ZMY00,1977-12-16,163.5,163.5,163.5,163.5,0.0,0.0,0.00925925925926,0.00921665510492
1977-12-19,1977-12-19,1977-12-19,ZMY00,1977-12-19,167.5,167.5,167.5,167.5,0.0,0.0,0.0244648318043,0.0241703609278
1977-12-20,1977-12-20,1977-12-20,ZMY00,1977-12-20,167.0,167.0,167.0,167.0,0.0,0.0,-0.00298507462687,-0.00298953884837
1977-12-21,1977-12-21,1977-12-21,ZMY00,1977-12-21,169.0,169.0,169.0,169.0,0.0,0.0,0.0119760479042,0.0119049025063
1977-12-22,1977-12-22,1977-12-22,ZMY00,1977-12-22,170.5,170.5,170.5,170.5,0.0,0.0,0.00887573964497,0.0088365818005
1977-12-23,1977-12-23,1977-12-23,ZMY00,1977-12-23,172.0,172.0,172.0,172.0,0.0,0.0,0.00879765395894,0.00875918008988
1977-12-27,1977-12-27,1977-12-27,ZMY00,1977-12-27,168.0,168.0,168.0,168.0,0.0,0.0,-0.0232558139535,-0.0235304974102
1977-12-28,1977-12-28,1977-12-28,ZMY00,1977-12-28,169.5,169.5,169.5,169.5,0.0,0.0,0.00892857142857,0.00888894741725
1977-12-29,1977-12-29,1977-12-29,ZMY00,1977-12-29,167.5,167.5,167.5,167.5,0.0,0.0,-0.0117994100295,-0.0118695755554
1977-12-30,1977-12-30,1977-12-30,ZMY00,1977-12-30,170.5,170.5,170.5,170.5,0.0,0.0,0.0179104477612,0.0177519454585
1978-01-03,1978-01-03,1978-01-03,ZMY00,1978-01-03,170.5,170.5,170.5,170.5,0.0,0.0,0.0,0.0
1978-01-04,1978-01-04,1978-01-04,ZMY00,1978-01-04,172.0,172.0,172.0,172.0,0.0,0.0,0.00879765395894,0.00875918008988
1978-01-05,1978-01-05,1978-01-05,ZMY00,1978-01-05,169.5,169.5,169.5,169.5,0.0,0.0,-0.0145348837209,-0.0146415499929
1978-01-06,1978-01-06,1978-01-06,ZMY00,1978-01-06,169.5,169.5,169.5,169.5,0.0,0.0,0.0,0.0
1978-01-09,1978-01-09,1978-01-09,ZMY00,1978-01-09,174.0,174.0,174.0,174.0,0.0,0.0,0.0265486725664,0.026202372394
1978-01-10,1978-01-10,1978-01-10,ZMY00,1978-01-10,176.5,176.5,176.5,176.5,0.0,0.0,0.014367816092,0.0142655771588
1978-01-11,1978-01-11,1978-01-11,ZMY00,1978-01-11,172.65,172.65,172.65,172.65,0.0,0.0,-0.0218130311615,-0.0220544525373
1978-01-12,1978-01-12,1978-01-12,ZMY00,1978-01-12,171.0,171.0,171.0,171.0,0.0,0.0,-0.00955690703736,-0.00960286733334
1978-01-13,1978-01-13,1978-01-13,ZMY00,1978-01-13,169.8,169.8,169.8,169.8,0.0,0.0,-0.00701754385965,-0.00704228262541
1978-01-16,1978-01-16,1978-01-16,ZMY00,1978-01-16,163.0,163.0,163.0,163.0,0.0,0.0,-0.0400471142521,-0.0408710730705
1978-01-17,1978-01-17,1978-01-17,ZMY00,1978-01-17,156.0,156.0,156.0,156.0,0.0,0.0,-0.0429447852761,-0.0438941935572
1978-01-18,1978-01-18,1978-01-18,ZMY00,1978-01-18,157.5,157.5,157.5,157.5,0.0,0.0,0.00961538461538,0.00956945101615
1978-01-19,1978-01-19,1978-01-19,ZMY00,1978-01-19,156.0,156.0,156.0,156.0,0.0,0.0,-0.00952380952381,-0.00956945101615
1978-01-20,1978-01-20,1978-01-20,ZMY00,1978-01-20,155.5,155.5,155.5,155.5,0.0,0.0,-0.00320512820513,-0.00321027563025
1978-01-23,1978-01-23,1978-01-23,ZMY00,1978-01-23,156.5,156.5,156.5,156.5,0.0,0.0,0.0064308681672,0.00641027836092
1978-01-24,1978-01-24,1978-01-24,ZMY00,1978-01-24,155.5,155.5,155.5,155.5,0.0,0.0,-0.00638977635783,-0.00641027836092
1978-01-25,1978-01-25,1978-01-25,ZMY00,1978-01-25,155.5,155.5,155.5,155.5,0.0,0.0,0.0,0.0
1978-01-26,1978-01-26,1978-01-26,ZMY00,1978-01-26,155.5,155.5,155.5,155.5,0.0,0.0,0.0,0.0
1978-01-27,1978-01-27,1978-01-27,ZMY00,1978-01-27,155.0,155.0,155.0,155.0,0.0,0.0,-0.0032154340836,-0.00322061470004
1978-01-30,1978-01-30,1978-01-30,ZMY00,1978-01-30,156.5,156.5,156.5,156.5,0.0,0.0,0.00967741935484,0.00963089306096
1978-01-31,1978-01-31,1978-01-31,ZMY00,1978-01-31,152.5,152.5,152.5,152.5,0.0,0.0,-0.0255591054313,-0.0258914139327
1978-02-01,1978-02-01,1978-02-01,ZMY00,1978-02-01,151.5,151.5,151.5,151.5,0.0,0.0,-0.00655737704918,-0.00657897109804
1978-02-02,1978-02-02,1978-02-02,ZMY00,1978-02-02,153.0,153.0,153.0,153.0,0.0,0.0,0.00990099009901,0.00985229644301
1978-02-03,1978-02-03,1978-02-03,ZMY00,1978-02-03,152.5,152.5,152.5,152.5,0.0,0.0,-0.00326797385621,-0.00327332534497
1978-02-06,1978-02-06,1978-02-06,ZMY00,1978-02-06,154.0,154.0,154.0,154.0,0.0,0.0,0.00983606557377,0.00978800636616
1978-02-07,1978-02-07,1978-02-07,ZMY00,1978-02-07,154.0,154.0,154.0,154.0,0.0,0.0,0.0,0.0
1978-02-08,1978-02-08,1978-02-08,ZMY00,1978-02-08,151.0,151.0,151.0,151.0,0.0,0.0,-0.0194805194805,-0.0196727655987
1978-02-09,1978-02-09,1978-02-09,ZMY00,1978-02-09,151.0,151.0,151.0,151.0,0.0,0.0,0.0,0.0
1978-02-10,1978-02-10,1978-02-10,ZMY00,1978-02-10,151.0,151.0,151.0,151.0,0.0,0.0,0.0,0.0
1978-02-13,1978-02-13,1978-02-13,ZMY00,1978-02-13,152.0,152.0,152.0,152.0,0.0,0.0,0.00662251655629,0.00660068403135
1978-02-14,1978-02-14,1978-02-14,ZMY00,1978-02-14,153.0,153.0,153.0,153.0,0.0,0.0,0.00657894736842,0.00655740054616
1978-02-15,1978-02-15,1978-02-15,ZMY00,1978-02-15,152.0,152.0,152.0,152.0,0.0,0.0,-0.00653594771242,-0.00655740054616
1978-02-16,1978-02-16,1978-02-16,ZMY00,1978-02-16,152.5,152.5,152.5,152.5,0.0,0.0,0.00328947368421,0.00328407520119
1978-02-17,1978-02-17,1978-02-17,ZMY00,1978-02-17,153.5,153.5,153.5,153.5,0.0,0.0,0.00655737704918,0.00653597097978
1978-02-21,1978-02-21,1978-02-21,ZMY00,1978-02-21,153.5,153.5,153.5,153.5,0.0,0.0,0.0,0.0
