date,symbol,date,open,high,low,close,volume,interest,Returns,Log Returns
1978-05-01,E6Y00,1978-05-01,0.9429001,0.9453,0.9429001,0.9437001,0.0,0.0,,
1978-05-02,E6Y00,1978-05-02,0.9421,0.9421,0.9386,0.9388,0.0,0.0,-0.00519243348602,-0.00520596101629
1978-05-03,E6Y00,1978-05-03,0.9396,0.9427,0.9396,0.9427,0.0,0.0,0.00415423945462,0.00414563442524
1978-05-04,E6Y00,1978-05-04,0.9427,0.9462001,0.9427,0.9447001,0.0,0.0,0.00212167179378,0.00211942422669
1978-05-05,E6Y00,1978-05-05,0.9439,0.9439,0.9412001,0.9427,0.0,0.0,-0.00211717983305,-0.00211942422669
1978-05-08,E6Y00,1978-05-08,0.938,0.938,0.9345,0.9351,0.0,0.0,-0.00806194971889,-0.0080946229607
1978-05-09,E6Y00,1978-05-09,0.9351,0.9357001,0.9306,0.9349,0.0,0.0,-0.000213880868356,-0.000213903744131
1978-05-10,E6Y00,1978-05-10,0.9349,0.9371,0.9347001,0.9355,0.0,0.0,0.000641779869505,0.000641574016874
1978-05-11,E6Y00,1978-05-11,0.9351,0.9351,0.9292001,0.9294001,0.0,0.0,-0.00652047033672,-0.00654182146697
1978-05-12,E6Y00,1978-05-12,0.9272001,0.9272001,0.9216,0.9216,0.0,0.0,-0.0083926179909,-0.00842803430554
1978-05-15,E6Y00,1978-05-15,0.9216,0.9232001,0.9216,0.9216,0.0,0.0,0.0,0.0
1978-05-16,E6Y00,1978-05-16,0.9208,0.9208,0.9155,0.9159001,0.0,0.0,-0.00618478732639,-0.00620399235047
1978-05-17,E6Y00,1978-05-17,0.9159001,0.9204001,0.9147,0.9198,0.0,0.0,0.00425799713309,0.00424895751466
1978-05-18,E6Y00,1978-05-18,0.9224001,0.9302,0.9224001,0.9300001,0.0,0.0,0.011089475973,0.0110284385684
1978-05-19,E6Y00,1978-05-19,0.9267001,0.9267001,0.9188001,0.9196,0.0,0.0,-0.0111829020233,-0.0112459007852
1978-05-22,E6Y00,1978-05-22,0.9196,0.9212,0.9167001,0.9210001,0.0,0.0,0.00152250978686,0.00152135194391
1978-05-23,E6Y00,1978-05-23,0.9206,0.9206,0.9157001,0.9163001,0.0,0.0,-0.00510314819727,-0.00511621372721
1978-05-24,E6Y00,1978-05-24,0.9179001,0.9196,0.9179001,0.9185001,0.0,0.0,0.00240096012213,0.00239808242261
1978-05-25,E6Y00,1978-05-25,0.9192001,0.9228,0.9192001,0.9214001,0.0,0.0,0.00315732137645,0.00315234750397
1978-05-26,E6Y00,1978-05-26,0.9214001,0.9232001,0.9204001,0.9232001,0.0,0.0,0.00195354873523,0.00195164304041
1978-05-30,E6Y00,1978-05-30,0.9253,0.9279001,0.9253,0.9275001,0.0,0.0,0.00465771180051,0.00464689822558
1978-05-31,E6Y00,1978-05-31,0.9313,0.9400001,0.9313,0.9392,0.0,0.0,0.0126144460793,0.0125355467755
1978-06-01,E6Y00,1978-06-01,0.9364001,0.9364001,0.9339001,0.9353001,0.0,0.0,-0.0041523637138,-0.00416100871577
1978-06-02,E6Y00,1978-06-02,0.9376,0.9400001,0.9376,0.9382001,0.0,0.0,0.00310060909862,0.00309581212337
1978-06-05,E6Y00,1978-06-05,0.9382001,0.9390001,0.9322001,0.9337001,0.0,0.0,-0.00479641816282,-0.00480795789078
1978-06-06,E6Y00,1978-06-06,0.9337001,0.938,0.9325001,0.9378,0.0,0.0,0.0043910244842,0.00438141206483
1978-06-07,E6Y00,1978-06-07,0.9368,0.9368,0.9345,0.9358,0.0,0.0,-0.00213265088505,-0.00213492822337
1978-06-08,E6Y00,1978-06-08,0.9358,0.9394001,0.9343,0.9349,0.0,0.0,-0.000961743962385,-0.000962206734846
1978-06-09,E6Y00,1978-06-09,0.9349,0.9384001,0.9349,0.9362001,0.0,0.0,0.00139063001391,0.00138966398348
1978-06-12,E6Y00,1978-06-12,0.9362001,0.9406,0.9362001,0.9402,0.0,0.0,0.00427248405549,0.00426338290928
1978-06-13,E6Y00,1978-06-13,0.9402,0.9402,0.9368,0.9374,0.0,0.0,-0.00297808976813,-0.00298253310142
1978-06-14,E6Y00,1978-06-14,0.9374,0.9392,0.9345,0.9345,0.0,0.0,-0.00309366332409,-0.00309845859299
1978-06-15,E6Y00,1978-06-15,0.9345,0.9349,0.9322001,0.9333,0.0,0.0,-0.00128410914928,-0.00128493432392
1978-06-16,E6Y00,1978-06-16,0.9333,0.9349,0.932,0.9343,0.0,0.0,0.0010714668381,0.00107089322721
1978-06-19,E6Y00,1978-06-19,0.9343,0.9362001,0.9341,0.9347001,0.0,0.0,0.000428235042278,0.000428143375821
1978-06-20,E6Y00,1978-06-20,0.9384001,0.9412001,0.9384001,0.9412001,0.0,0.0,0.00695410217673,0.00693003392581
1978-06-21,E6Y00,1978-06-21,0.9415001,0.9433,0.9415001,0.9427,0.0,0.0,0.00159360374059,0.00159233530156
1978-06-22,E6Y00,1978-06-22,0.9403,0.9403,0.9357001,0.9382001,0.0,0.0,-0.00477341678158,-0.00478484592067
1978-06-23,E6Y00,1978-06-23,0.9392,0.9429001,0.9392,0.9423,0.0,0.0,0.00436996329461,0.00436044273128
