date,symbol,date,open,high,low,close,volume,interest,Returns,Log Returns
1980-10-17,CCY00,1980-10-17,2415.0,2415.0,2415.0,2415.0,0.0,0.0,,
1980-10-20,CCY00,1980-10-20,2410.0,2410.0,2410.0,2410.0,0.0,0.0,-0.00207039337474,-0.00207253960197
1980-10-21,CCY00,1980-10-21,2410.0,2410.0,2410.0,2410.0,0.0,0.0,0.0,0.0
1980-10-22,CCY00,1980-10-22,2410.0,2410.0,2410.0,2410.0,0.0,0.0,0.0,0.0
1980-10-23,CCY00,1980-10-23,2425.0,2425.0,2425.0,2425.0,0.0,0.0,0.00622406639004,0.00620477688688
1980-10-24,CCY00,1980-10-24,2430.0,2430.0,2430.0,2430.0,0.0,0.0,0.0020618556701,0.00205973296301
1980-10-27,CCY00,1980-10-27,2410.0,2410.0,2410.0,2410.0,0.0,0.0,-0.0082304526749,-0.00826450984989
1980-10-28,CCY00,1980-10-28,2275.0,2275.0,2275.0,2275.0,0.0,0.0,-0.0560165975104,-0.0576466950996
1980-10-29,CCY00,1980-10-29,2290.0,2290.0,2290.0,2290.0,0.0,0.0,0.00659340659341,0.00657176516323
1980-10-30,CCY00,1980-10-30,2290.0,2290.0,2290.0,2290.0,0.0,0.0,0.0,0.0
1980-10-31,CCY00,1980-10-31,2380.0,2380.0,2380.0,2380.0,0.0,0.0,0.0393013100437,0.0385486701172
1980-11-03,CCY00,1980-11-03,2375.0,2375.0,2375.0,2375.0,0.0,0.0,-0.00210084033613,-0.00210305019678
1980-11-05,CCY00,1980-11-05,2100.0,2100.0,2100.0,2100.0,0.0,0.0,-0.115789473684,-0.123060092757
1980-11-06,CCY00,1980-11-06,2250.0,2250.0,2250.0,2250.0,0.0,0.0,0.0714285714286,0.068992871487
1980-11-07,CCY00,1980-11-07,2190.0,2190.0,2190.0,2190.0,0.0,0.0,-0.0266666666667,-0.0270286723879
1980-11-10,CCY00,1980-11-10,2200.0,2200.0,2200.0,2200.0,0.0,0.0,0.00456621004566,0.00455581653586
1980-11-12,CCY00,1980-11-12,2245.0,2245.0,2245.0,2245.0,0.0,0.0,0.0204545454545,0.0202481608299
1980-11-13,CCY00,1980-11-13,2275.0,2275.0,2275.0,2275.0,0.0,0.0,0.0133630289532,0.0132745312087
1980-11-14,CCY00,1980-11-14,2200.0,2200.0,2200.0,2200.0,0.0,0.0,-0.032967032967,-0.0335226920386
1980-11-17,CCY00,1980-11-17,2240.0,2240.0,2240.0,2240.0,0.0,0.0,0.0181818181818,0.0180185055027
