,contractSymbol,dailyDate1dAgo,dailyHighPrice,dailyLastPrice,dailyLowPrice,dailyOpenInterest,dailyOpenPrice,dailyPreviousPrice,dailyPriceChange,dailyVolume,expiredDate,hasOptions,implied_roll_yeild,main_volume,preminum,root,symbol,symbolCode,symbolType,year_num
HOF20 (Jan '20),HOF20 (Jan '20),2017-07-06,1.6334,1.6334,1.6334,4.0,0.0,1.6255,0.0079,0,2020-01-16,True,-0.213,False,0.907248683727,HO,HOF20,FUT,2,2.4602739726
HOG20 (Feb '20),HOG20 (Feb '20),2017-07-06,1.6389,1.6389,1.6389,4.0,0.0,1.631,0.0079,0,2020-02-16,True,-0.2261,False,0.904204039295,HO,HOG20,FUT,2,2.54520547945
HOH20 (Mar '20),HOH20 (Mar '20),2017-07-06,1.6399,1.6399,1.6399,4.0,0.0,1.632,0.0079,0,2020-03-16,True,-0.2335,False,0.903652661748,HO,HOH20,FUT,2,2.62465753425
HOJ20 (Apr '20),HOJ20 (Apr '20),2017-07-06,1.6354,1.6354,1.6354,3.0,0.0,1.627,0.0084,0,2020-04-16,True,-0.2344,False,0.906139170845,HO,HOJ20,FUT,2,2.7095890411
HOK20 (May '20),HOK20 (May '20),2017-07-06,1.6374,1.6374,1.6374,2.0,0.0,1.629,0.0084,0,2020-05-16,True,-0.2431,False,0.905032368389,HO,HOK20,FUT,2,2.79178082192
HOM20 (Jun '20),HOM20 (Jun '20),2017-07-06,1.6419,1.6419,1.6419,2.0,0.0,1.633,0.0089,0,2020-06-16,True,-0.2554,False,0.902551921554,HO,HOM20,FUT,2,2.87671232877
HON20 (Jul '20),HON20 (Jul '20),2017-07-06,1.6484,1.6484,1.6484,0.0,0.0,1.639,0.0094,0,2020-07-16,True,-0.2703,False,0.898992962873,HO,HON20,FUT,2,2.95890410959
HOQ20 (Aug '20),HOQ20 (Aug '20),2017-07-06,1.6554,1.6554,1.6554,0.0,0.0,1.6455,0.0099,0,2020-08-16,True,-0.2861,False,0.895191494503,HO,HOQ20,FUT,2,3.04383561644
HOU20 (Sep '20),HOU20 (Sep '20),2017-07-06,1.6629,1.6629,1.6629,0.0,0.0,1.6525,0.0104,0,2020-09-16,True,-0.3027,False,0.891154008058,HO,HOU20,FUT,2,3.12876712329
HOV20 (Oct '20),HOV20 (Oct '20),2017-07-06,1.6694,1.6694,1.6694,0.0,0.0,1.6585,0.0109,0,2020-10-16,True,-0.3179,False,0.887684197915,HO,HOV20,FUT,2,3.21095890411
HOX20 (Nov '20),HOX20 (Nov '20),2017-07-06,1.6749,1.6749,1.6749,0.0,0.0,1.663,0.0119,0,2020-11-16,True,-0.332,False,0.884769239955,HO,HOX20,FUT,2,3.29589041096
HOZ20 (Dec '20),HOZ20 (Dec '20),2017-07-06,1.6794,1.6794,1.6794,193.0,0.0,1.667,0.0124,16,2020-12-16,True,-0.3447,False,0.882398475646,HO,HOZ20,FUT,2,3.37808219178
HOF21 (Jan '21),HOF21 (Jan '21),2017-07-06,1.6854,1.6854,1.6854,0.0,0.0,1.673,0.0124,0,2021-01-16,True,-0.3596,False,0.879257149638,HO,HOF21,FUT,2,3.46301369863
RBY00 (Cash),RBY00 (Cash),2017-07-06,1.5297,1.5297,1.5297,0.0,0.0,1.5012,0.0285,0,2017-07-06,True,,False,,RB,RBY00,FUT,2,
RBQ17 (Aug '17),RBQ17 (Aug '17),2017-07-06,1.5417,1.5287,1.509,134228.0,1.5205,1.5024,0.0263,68634,2017-08-16,True,,True,0.0,RB,RBQ17,FUT,2,0.0027397260274
RBU17 (Sep '17),RBU17 (Sep '17),2017-07-06,1.5278,1.5133,1.4953,79986.0,1.5097,1.4907,0.0226,53834,2017-09-16,True,0.0013,False,1.0101764356,RB,RBU17,FUT,2,0.12602739726
RBV17 (Oct '17),RBV17 (Oct '17),2017-07-06,1.4318,1.4166,1.3993,50517.0,1.4147,1.3978,0.0188,28021,2017-10-16,True,0.016,False,1.07913313568,RB,RBV17,FUT,2,0.208219178082
RBX17 (Nov '17),RBX17 (Nov '17),2017-07-06,1.4112,1.3952,1.3797,35993.0,1.3896,1.379,0.0162,13857,2017-11-16,True,0.0272,False,1.09568520642,RB,RBX17,FUT,2,0.293150684932
RBZ17 (Dec '17),RBZ17 (Dec '17),2017-07-06,1.3968,1.3805,1.3656,44467.0,1.3807,1.3662,0.0143,16911,2017-12-16,True,0.039,False,1.10735240855,RB,RBZ17,FUT,2,0.375342465753
RBF18 (Jan '18),RBF18 (Jan '18),2017-07-06,1.3983,1.382,1.3676,10606.0,1.381,1.369,0.013,4614,2018-01-16,True,0.0475,False,1.10615050651,RB,RBF18,FUT,2,0.460273972603
RBG18 (Feb '18),RBG18 (Feb '18),2017-07-06,1.4086,1.3933,1.3794,7287.0,1.3948,1.3813,0.012,3209,2018-02-16,True,0.0519,False,1.09717935836,RB,RBG18,FUT,2,0.545205479452
RBH18 (Mar '18),RBH18 (Mar '18),2017-07-06,1.4266,1.4118,1.3981,6467.0,1.4129,1.4012,0.0106,2485,2018-03-16,True,0.0507,False,1.08280209661,RB,RBH18,FUT,2,0.621917808219
RBJ18 (Apr '18),RBJ18 (Apr '18),2017-07-06,1.6021,1.5876,1.5748,5978.0,1.5908,1.5771,0.0105,486,2018-04-16,True,-0.0264,False,0.962899974805,RB,RBJ18,FUT,2,0.706849315068
RBK18 (May '18),RBK18 (May '18),2017-07-06,1.5957,1.5957,1.5957,2954.0,0.0,1.5858,0.0099,495,2018-05-16,True,-0.0333,False,0.958012157674,RB,RBK18,FUT,2,0.78904109589
RBM18 (Jun '18),RBM18 (Jun '18),2017-07-06,1.607,1.5922,1.5792,6831.0,1.5907,1.5818,0.0104,866,2018-06-16,True,-0.0349,False,0.960118075619,RB,RBM18,FUT,2,0.87397260274
RBN18 (Jul '18),RBN18 (Jul '18),2017-07-06,1.5811,1.5811,1.5811,2413.0,0.0,1.5705,0.0106,264,2018-07-16,True,-0.0317,False,0.966858516223,RB,RBN18,FUT,2,0.956164383562
RBQ18 (Aug '18),RBQ18 (Aug '18),2017-07-06,1.5651,1.5651,1.5651,1599.0,0.0,1.5544,0.0107,140,2018-08-16,True,-0.0242,False,0.976742700147,RB,RBQ18,FUT,2,1.04109589041
RBU18 (Sep '18),RBU18 (Sep '18),2017-07-06,1.5423,1.5423,1.5423,2029.0,0.0,1.5313,0.011,95,2018-09-16,True,-0.0099,False,0.991182000908,RB,RBU18,FUT,2,1.12602739726
RBV18 (Oct '18),RBV18 (Oct '18),2017-07-06,1.4215,1.4215,1.4215,881.0,0.0,1.4101,0.0114,79,2018-10-16,True,0.0918,False,1.07541329581,RB,RBV18,FUT,2,1.20821917808
RBX18 (Nov '18),RBX18 (Nov '18),2017-07-06,1.3976,1.3976,1.3976,1196.0,0.0,1.3856,0.012,103,2018-11-16,True,0.1229,False,1.09380366342,RB,RBX18,FUT,2,1.29315068493
RBZ18 (Dec '18),RBZ18 (Dec '18),2017-07-06,1.3913,1.3805,1.3666,3830.0,1.3845,1.3676,0.0129,601,2018-12-16,True,0.1506,False,1.10735240855,RB,RBZ18,FUT,2,1.37534246575
RBF19 (Jan '19),RBF19 (Jan '19),2017-07-06,1.3807,1.3807,1.3807,260.0,0.0,1.367,0.0137,11,2019-01-16,True,0.1603,False,1.10719200406,RB,RBF19,FUT,2,1.4602739726
RBG19 (Feb '19),RBG19 (Feb '19),2017-07-06,1.3937,1.3937,1.3937,6.0,0.0,1.38,0.0137,0,2019-02-16,True,0.1536,False,1.09686446151,RB,RBG19,FUT,2,1.54520547945
RBH19 (Mar '19),RBH19 (Mar '19),2017-07-06,1.4172,1.4172,1.4172,26.0,0.0,1.4035,0.0137,0,2019-03-16,True,0.1307,False,1.07867626305,RB,RBH19,FUT,2,1.62191780822
RBJ19 (Apr '19),RBJ19 (Apr '19),2017-07-06,1.6147,1.6147,1.6147,16.0,0.0,1.601,0.0137,0,2019-04-16,True,-0.0892,False,0.946739332384,RB,RBJ19,FUT,2,1.70684931507
RBK19 (May '19),RBK19 (May '19),2017-07-06,1.6202,1.6202,1.6202,8.0,0.0,1.6065,0.0137,0,2019-05-16,True,-0.0988,False,0.94352549068,RB,RBK19,FUT,2,1.78904109589
RBM19 (Jun '19),RBM19 (Jun '19),2017-07-06,1.6152,1.6152,1.6152,14.0,0.0,1.6015,0.0137,0,2019-06-16,True,-0.098,False,0.946446260525,RB,RBM19,FUT,2,1.87397260274
RBN19 (Jul '19),RBN19 (Jul '19),2017-07-06,1.5977,1.5977,1.5977,2.0,0.0,1.584,0.0137,0,2019-07-16,True,-0.0827,False,0.95681291857,RB,RBN19,FUT,2,1.95616438356
RBQ19 (Aug '19),RBQ19 (Aug '19),2017-07-06,1.5737,1.5737,1.5737,0.0,0.0,1.56,0.0137,0,2019-08-16,True,-0.0575,False,0.971404969181,RB,RBQ19,FUT,2,2.04109589041
RBU19 (Sep '19),RBU19 (Sep '19),2017-07-06,1.5497,1.5497,1.5497,0.0,0.0,1.536,0.0137,0,2019-09-16,True,-0.0286,False,0.986448990127,RB,RBU19,FUT,2,2.12602739726
RBV19 (Oct '19),RBV19 (Oct '19),2017-07-06,1.4252,1.4252,1.4252,1.0,0.0,1.4115,0.0137,0,2019-10-16,True,0.1674,False,1.07262138647,RB,RBV19,FUT,2,2.20821917808
RBX19 (Nov '19),RBX19 (Nov '19),2017-07-06,1.3987,1.3987,1.3987,0.0,0.0,1.385,0.0137,0,2019-11-16,True,0.2261,False,1.09294344749,RB,RBX19,FUT,2,2.29315068493
RBZ19 (Dec '19),RBZ19 (Dec '19),2017-07-06,1.3822,1.3822,1.3822,323.0,0.0,1.3685,0.0137,0,2019-12-16,True,0.2704,False,1.10599045001,RB,RBZ19,FUT,2,2.37534246575
RBF20 (Jan '20),RBF20 (Jan '20),2017-07-06,1.3852,1.3852,1.3852,1.0,0.0,1.3715,0.0137,0,2020-01-16,True,0.2745,False,1.10359514871,RB,RBF20,FUT,2,2.4602739726
RBG20 (Feb '20),RBG20 (Feb '20),2017-07-06,1.3952,1.3952,1.3952,0.0,0.0,1.3815,0.0137,0,2020-02-16,True,0.2619,False,1.09568520642,RB,RBG20,FUT,2,2.54520547945
RBH20 (Mar '20),RBH20 (Mar '20),2017-07-06,1.4152,1.4152,1.4152,0.0,0.0,1.4015,0.0137,0,2020-03-16,True,0.2244,False,1.08020067835,RB,RBH20,FUT,2,2.62465753425
RBJ20 (Apr '20),RBJ20 (Apr '20),2017-07-06,1.6182,1.6182,1.6182,1.0,0.0,1.6045,0.0137,0,2020-04-16,True,-0.1429,False,0.944691632678,RB,RBJ20,FUT,2,2.7095890411
RBK20 (May '20),RBK20 (May '20),2017-07-06,1.6212,1.6212,1.6212,0.0,0.0,1.6075,0.0137,0,2020-05-16,True,-0.1513,False,0.942943498643,RB,RBK20,FUT,2,2.79178082192
RBM20 (Jun '20),RBM20 (Jun '20),2017-07-06,1.6167,1.6167,1.6167,0.0,0.0,1.603,0.0137,0,2020-06-16,True,-0.1487,False,0.945568132616,RB,RBM20,FUT,2,2.87671232877
RBN20 (Jul '20),RBN20 (Jul '20),2017-07-06,1.6007,1.6007,1.6007,1.0,0.0,1.587,0.0137,0,2020-07-16,True,-0.1273,False,0.95501967889,RB,RBN20,FUT,2,2.95890410959
RBQ20 (Aug '20),RBQ20 (Aug '20),2017-07-06,1.5777,1.5777,1.5777,0.0,0.0,1.564,0.0137,0,2020-08-16,True,-0.0916,False,0.96894213095,RB,RBQ20,FUT,2,3.04383561644
RBU20 (Sep '20),RBU20 (Sep '20),2017-07-06,1.5537,1.5537,1.5537,0.0,0.0,1.54,0.0137,0,2020-09-16,True,-0.0495,False,0.983909377615,RB,RBU20,FUT,2,3.12876712329
RBV20 (Oct '20),RBV20 (Oct '20),2017-07-06,1.4287,1.4287,1.4287,0.0,0.0,1.415,0.0137,0,2020-10-16,True,0.2426,False,1.06999370057,RB,RBV20,FUT,2,3.21095890411
RBX20 (Nov '20),RBX20 (Nov '20),2017-07-06,1.4002,1.4002,1.4002,0.0,0.0,1.3865,0.0137,0,2020-11-16,True,0.3356,False,1.09177260391,RB,RBX20,FUT,2,3.29589041096
RBZ20 (Dec '20),RBZ20 (Dec '20),2017-07-06,1.3822,1.3822,1.3822,1.0,0.0,1.3685,0.0137,0,2020-12-16,True,0.4054,False,1.10599045001,RB,RBZ20,FUT,2,3.37808219178
RBF21 (Jan '21),RBF21 (Jan '21),2017-07-06,1.3872,1.3872,1.3872,0.0,0.0,1.3735,0.0137,0,2021-01-16,True,0.3998,False,1.10200403691,RB,RBF21,FUT,2,3.46301369863
NGY00 (Cash),NGY00 (Cash),2017-07-06,2.88,2.88,2.88,0.0,0.0,2.9,-0.02,0,2017-07-06,True,,False,,NG,NGY00,FUT,2,
NGQ17 (Aug '17),NGQ17 (Aug '17),2017-07-06,2.893,2.888,2.849,290934.0,2.857,2.84,0.048,140164,2017-08-16,True,,True,0.0,NG,NGQ17,FUT,2,0.0027397260274
NGU17 (Sep '17),NGU17 (Sep '17),2017-07-06,2.891,2.881,2.848,185628.0,2.851,2.837,0.044,54534,2017-09-16,True,0.0003,False,1.00242971191,NG,NGU17,FUT,2,0.12602739726
NGV17 (Oct '17),NGV17 (Oct '17),2017-07-06,2.917,2.908,2.875,180704.0,2.879,2.865,0.043,34584,2017-10-16,True,-0.0014,False,0.993122420908,NG,NGV17,FUT,2,0.208219178082
NGX17 (Nov '17),NGX17 (Nov '17),2017-07-06,2.979,2.967,2.938,74058.0,2.94,2.928,0.039,19926,2017-11-16,True,-0.0079,False,0.973373778227,NG,NGX17,FUT,2,0.293150684932
NGZ17 (Dec '17),NGZ17 (Dec '17),2017-07-06,3.134,3.122,3.095,65644.0,3.095,3.085,0.037,11774,2017-12-16,True,-0.0288,False,0.925048046124,NG,NGZ17,FUT,2,0.375342465753
NGF18 (Jan '18),NGF18 (Jan '18),2017-07-06,3.23,3.217,3.188,106926.0,3.192,3.181,0.036,19999,2018-01-16,True,-0.0484,False,0.897730805098,NG,NGF18,FUT,2,0.460273972603
NGG18 (Feb '18),NGG18 (Feb '18),2017-07-06,3.216,3.204,3.181,42535.0,3.182,3.168,0.036,12298,2018-02-16,True,-0.055,False,0.901373283396,NG,NGG18,FUT,2,0.545205479452
NGH18 (Mar '18),NGH18 (Mar '18),2017-07-06,3.162,3.149,3.125,78927.0,3.133,3.116,0.033,15054,2018-03-16,True,-0.0524,False,0.917116544935,NG,NGH18,FUT,2,0.621917808219
NGJ18 (Apr '18),NGJ18 (Apr '18),2017-07-06,2.797,2.79,2.772,93415.0,2.781,2.769,0.021,13301,2018-04-16,True,0.0247,False,1.03512544803,NG,NGJ18,FUT,2,0.706849315068
NGK18 (May '18),NGK18 (May '18),2017-07-06,2.768,2.757,2.744,37198.0,2.754,2.742,0.015,7293,2018-05-16,True,0.0373,False,1.04751541531,NG,NGK18,FUT,2,0.78904109589
NGM18 (Jun '18),NGM18 (Jun '18),2017-07-06,2.793,2.784,2.774,16777.0,2.793,2.771,0.013,3453,2018-06-16,True,0.0326,False,1.03735632184,NG,NGM18,FUT,2,0.87397260274
NGN18 (Jul '18),NGN18 (Jul '18),2017-07-06,2.824,2.812,2.802,24782.0,2.811,2.8,0.012,1155,2018-07-16,True,0.0258,False,1.02702702703,NG,NGN18,FUT,2,0.956164383562
NGQ18 (Aug '18),NGQ18 (Aug '18),2017-07-06,2.829,2.82,2.811,17586.0,2.829,2.808,0.012,1508,2018-08-16,True,0.0251,False,1.02411347518,NG,NGQ18,FUT,2,1.04109589041
NGU18 (Sep '18),NGU18 (Sep '18),2017-07-06,2.804,2.797,2.785,18639.0,2.803,2.785,0.012,859,2018-09-16,True,0.0367,False,1.03253485878,NG,NGU18,FUT,2,1.12602739726
NGV18 (Oct '18),NGV18 (Oct '18),2017-07-06,2.828,2.815,2.803,41000.0,2.821,2.805,0.01,3241,2018-10-16,True,0.0314,False,1.02593250444,NG,NGV18,FUT,2,1.20821917808
NGX18 (Nov '18),NGX18 (Nov '18),2017-07-06,2.863,2.863,2.852,18035.0,2.852,2.854,0.009,1023,2018-11-16,True,0.0113,False,1.0087320992,NG,NGX18,FUT,2,1.29315068493
NGZ18 (Dec '18),NGZ18 (Dec '18),2017-07-06,2.999,2.993,2.983,20307.0,2.993,2.984,0.009,1511,2018-12-16,True,-0.0479,False,0.964918142332,NG,NGZ18,FUT,2,1.37534246575
NGF19 (Jan '19),NGF19 (Jan '19),2017-07-06,3.084,3.08,3.07,10254.0,3.084,3.071,0.009,1122,2019-01-16,True,-0.0897,False,0.937662337662,NG,NGF19,FUT,2,1.4602739726
NGG19 (Feb '19),NGG19 (Feb '19),2017-07-06,3.065,3.053,3.049,3084.0,3.06,3.046,0.007,96,2019-02-16,True,-0.0823,False,0.945954798559,NG,NGG19,FUT,2,1.54520547945
NGH19 (Mar '19),NGH19 (Mar '19),2017-07-06,3.01,2.989,2.983,5513.0,3.01,2.984,0.005,278,2019-03-16,True,-0.0542,False,0.966209434594,NG,NGH19,FUT,2,1.62191780822
NGJ19 (Apr '19),NGJ19 (Apr '19),2017-07-06,2.66,2.657,2.651,5562.0,2.66,2.661,-0.004,148,2019-04-16,True,0.1529,False,1.08694015807,NG,NGJ19,FUT,2,1.70684931507
NGK19 (May '19),NGK19 (May '19),2017-07-06,2.647,2.633,2.63,1695.0,2.64,2.637,-0.004,24,2019-05-16,True,0.1798,False,1.09684770224,NG,NGK19,FUT,2,1.78904109589
NGM19 (Jun '19),NGM19 (Jun '19),2017-07-06,2.675,2.66,2.66,1440.0,2.67,2.666,-0.006,19,2019-06-16,True,0.1666,False,1.08571428571,NG,NGM19,FUT,2,1.87397260274
NGN19 (Jul '19),NGN19 (Jul '19),2017-07-06,2.703,2.69,2.69,1384.0,0.0,2.696,-0.006,0,2019-07-16,True,0.149,False,1.07360594796,NG,NGN19,FUT,2,1.95616438356
NGQ19 (Aug '19),NGQ19 (Aug '19),2017-07-06,2.73,2.704,2.704,1240.0,2.73,2.71,-0.006,18,2019-08-16,True,0.1438,False,1.06804733728,NG,NGQ19,FUT,2,2.04109589041
NGU19 (Sep '19),NGU19 (Sep '19),2017-07-06,2.715,2.692,2.692,1207.0,2.715,2.703,-0.011,20,2019-09-16,True,0.1612,False,1.07280832095,NG,NGU19,FUT,2,2.12602739726
NGV19 (Oct '19),NGV19 (Oct '19),2017-07-06,2.718,2.718,2.718,2142.0,0.0,2.729,-0.011,30,2019-10-16,True,0.1434,False,1.0625459897,NG,NGV19,FUT,2,2.20821917808
NGX19 (Nov '19),NGX19 (Nov '19),2017-07-06,2.789,2.789,2.789,1326.0,0.0,2.803,-0.014,30,2019-11-16,True,0.0833,False,1.03549659376,NG,NGX19,FUT,2,2.29315068493
NGZ19 (Dec '19),NGZ19 (Dec '19),2017-07-06,2.931,2.931,2.931,1369.0,0.0,2.945,-0.014,0,2019-12-16,True,-0.0345,False,0.985329239168,NG,NGZ19,FUT,2,2.37534246575
NGF20 (Jan '20),NGF20 (Jan '20),2017-07-06,3.037,3.037,3.037,972.0,0.0,3.05,-0.013,0,2020-01-16,True,-0.1164,False,0.950938426078,NG,NGF20,FUT,2,2.4602739726
NGG20 (Feb '20),NGG20 (Feb '20),2017-07-06,3.012,3.012,3.012,531.0,0.0,3.024,-0.012,0,2020-02-16,True,-0.1015,False,0.958831341301,NG,NGG20,FUT,2,2.54520547945
NGH20 (Mar '20),NGH20 (Mar '20),2017-07-06,2.948,2.948,2.948,653.0,0.0,2.96,-0.012,0,2020-03-16,True,-0.0525,False,0.979647218453,NG,NGH20,FUT,2,2.62465753425
NGJ20 (Apr '20),NGJ20 (Apr '20),2017-07-06,2.638,2.638,2.638,803.0,0.0,2.65,-0.012,0,2020-04-16,True,0.278,False,1.09476876422,NG,NGJ20,FUT,2,2.7095890411
NGK20 (May '20),NGK20 (May '20),2017-07-06,2.62,2.62,2.62,630.0,0.0,2.632,-0.012,0,2020-05-16,True,0.3124,False,1.10229007634,NG,NGK20,FUT,2,2.79178082192
NGM20 (Jun '20),NGM20 (Jun '20),2017-07-06,2.65,2.65,2.65,533.0,0.0,2.662,-0.012,0,2020-06-16,True,0.2807,False,1.08981132075,NG,NGM20,FUT,2,2.87671232877
NGN20 (Jul '20),NGN20 (Jul '20),2017-07-06,2.682,2.682,2.682,515.0,0.0,2.694,-0.012,0,2020-07-16,True,0.2448,False,1.07680835198,NG,NGN20,FUT,2,2.95890410959
NGQ20 (Aug '20),NGQ20 (Aug '20),2017-07-06,2.703,2.703,2.703,478.0,0.0,2.715,-0.012,0,2020-08-16,True,0.2232,False,1.06844247133,NG,NGQ20,FUT,2,3.04383561644
NGU20 (Sep '20),NGU20 (Sep '20),2017-07-06,2.702,2.702,2.702,478.0,0.0,2.714,-0.012,0,2020-09-16,True,0.2316,False,1.06883789785,NG,NGU20,FUT,2,3.12876712329
NGV20 (Oct '20),NGV20 (Oct '20),2017-07-06,2.729,2.729,2.729,505.0,0.0,2.741,-0.012,0,2020-10-16,True,0.1994,False,1.05826310004,NG,NGV20,FUT,2,3.21095890411
NGX20 (Nov '20),NGX20 (Nov '20),2017-07-06,2.806,2.806,2.806,512.0,0.0,2.818,-0.012,0,2020-11-16,True,0.0996,False,1.02922309337,NG,NGX20,FUT,2,3.29589041096
NGZ20 (Dec '20),NGZ20 (Dec '20),2017-07-06,2.952,2.952,2.952,809.0,0.0,2.964,-0.012,0,2020-12-16,True,-0.0714,False,0.978319783198,NG,NGZ20,FUT,2,3.37808219178
NGF21 (Jan '21),NGF21 (Jan '21),2017-07-06,3.062,3.062,3.062,142.0,0.0,3.078,-0.016,0,2021-01-16,True,-0.1834,False,0.94317439582,NG,NGF21,FUT,2,3.46301369863
NGG21 (Feb '21),NGG21 (Feb '21),2017-07-06,3.037,3.037,3.037,132.0,0.0,3.052,-0.015,0,2021-02-16,True,-0.1635,False,0.950938426078,NG,NGG21,FUT,2,3.54794520548
NGH21 (Mar '21),NGH21 (Mar '21),2017-07-06,2.973,2.973,2.973,119.0,0.0,2.988,-0.015,0,2021-03-16,True,-0.0998,False,0.971409350824,NG,NGH21,FUT,2,3.62465753425
NGJ21 (Apr '21),NGJ21 (Apr '21),2017-07-06,2.663,2.663,2.663,83.0,0.0,2.678,-0.015,0,2021-04-16,True,0.3511,False,1.08449117537,NG,NGJ21,FUT,2,3.7095890411
NGK21 (May '21),NGK21 (May '21),2017-07-06,2.648,2.648,2.648,69.0,0.0,2.663,-0.015,0,2021-05-16,True,0.3895,False,1.09063444109,NG,NGK21,FUT,2,3.79178082192
NGM21 (Jun '21),NGM21 (Jun '21),2017-07-06,2.676,2.676,2.676,68.0,0.0,2.691,-0.015,0,2021-06-16,True,0.3439,False,1.07922272048,NG,NGM21,FUT,2,3.87671232877
NGN21 (Jul '21),NGN21 (Jul '21),2017-07-06,2.708,2.708,2.708,66.0,0.0,2.723,-0.015,0,2021-07-16,True,0.2902,False,1.06646971935,NG,NGN21,FUT,2,3.95890410959
NGQ21 (Aug '21),NGQ21 (Aug '21),2017-07-06,2.732,2.732,2.732,68.0,0.0,2.747,-0.015,0,2021-08-16,True,0.2518,False,1.05710102489,NG,NGQ21,FUT,2,4.04383561644
NGU21 (Sep '21),NGU21 (Sep '21),2017-07-06,2.737,2.737,2.737,74.0,0.0,2.752,-0.015,0,2021-09-16,True,0.2482,False,1.05516989404,NG,NGU21,FUT,2,4.12876712329
NGV21 (Oct '21),NGV21 (Oct '21),2017-07-06,2.765,2.765,2.765,70.0,0.0,2.78,-0.015,0,2021-10-16,True,0.2011,False,1.04448462929,NG,NGV21,FUT,2,4.21095890411
NGX21 (Nov '21),NGX21 (Nov '21),2017-07-06,2.843,2.843,2.843,69.0,0.0,2.858,-0.015,0,2021-11-16,True,0.0698,False,1.01582835033,NG,NGX21,FUT,2,4.29589041096
NGZ21 (Dec '21),NGZ21 (Dec '21),2017-07-06,2.991,2.991,2.991,103.0,0.0,3.006,-0.015,0,2021-12-16,True,-0.1422,False,0.965563356737,NG,NGZ21,FUT,2,4.37808219178
NGF22 (Jan '22),NGF22 (Jan '22),2017-07-06,3.104,3.104,3.104,9.0,0.0,3.124,-0.02,0,2022-01-16,True,-0.2752,False,0.930412371134,NG,NGF22,FUT,2,4.46301369863
NGG22 (Feb '22),NGG22 (Feb '22),2017-07-06,3.076,3.076,3.076,5.0,0.0,3.094,-0.018,0,2022-02-16,True,-0.2494,False,0.938881664499,NG,NGG22,FUT,2,4.54794520548
NGH22 (Mar '22),NGH22 (Mar '22),2017-07-06,3.012,3.012,3.012,7.0,0.0,3.03,-0.018,0,2022-03-16,True,-0.1767,False,0.958831341301,NG,NGH22,FUT,2,4.62465753425
NGJ22 (Apr '22),NGJ22 (Apr '22),2017-07-06,2.702,2.702,2.702,13.0,0.0,2.72,-0.018,0,2022-04-16,True,0.3682,False,1.06883789785,NG,NGJ22,FUT,2,4.7095890411
NGK22 (May '22),NGK22 (May '22),2017-07-06,2.69,2.69,2.69,14.0,0.0,2.708,-0.018,0,2022-05-16,True,0.4054,False,1.07360594796,NG,NGK22,FUT,2,4.79178082192
NGM22 (Jun '22),NGM22 (Jun '22),2017-07-06,2.718,2.718,2.718,13.0,0.0,2.736,-0.018,0,2022-06-16,True,0.3443,False,1.0625459897,NG,NGM22,FUT,2,4.87671232877
NGN22 (Jul '22),NGN22 (Jul '22),2017-07-06,2.75,2.75,2.75,14.0,0.0,2.768,-0.018,0,2022-07-16,True,0.2748,False,1.05018181818,NG,NGN22,FUT,2,4.95890410959
NGQ22 (Aug '22),NGQ22 (Aug '22),2017-07-06,2.778,2.778,2.778,14.0,0.0,2.796,-0.018,0,2022-08-16,True,0.2164,False,1.03959683225,NG,NGQ22,FUT,2,5.04383561644
NGU22 (Sep '22),NGU22 (Sep '22),2017-07-06,2.783,2.783,2.783,13.0,0.0,2.801,-0.018,0,2022-09-16,True,0.2092,False,1.03772906935,NG,NGU22,FUT,2,5.12876712329
NGV22 (Oct '22),NGV22 (Oct '22),2017-07-06,2.815,2.815,2.815,13.0,0.0,2.833,-0.018,0,2022-10-16,True,0.1427,False,1.02593250444,NG,NGV22,FUT,2,5.21095890411
NGX22 (Nov '22),NGX22 (Nov '22),2017-07-06,2.893,2.893,2.893,13.0,0.0,2.911,-0.018,0,2022-11-16,True,-0.0091,False,0.998271690287,NG,NGX22,FUT,2,5.29589041096
NGZ22 (Dec '22),NGZ22 (Dec '22),2017-07-06,3.048,3.048,3.048,2.0,0.0,3.066,-0.018,0,2022-12-16,True,-0.2517,False,0.94750656168,NG,NGZ22,FUT,2,5.37808219178
NGF23 (Jan '23),NGF23 (Jan '23),2017-07-06,3.165,3.165,3.165,3.0,0.0,3.188,-0.023,0,2023-01-16,True,-0.3937,False,0.912480252765,NG,NGF23,FUT,2,5.46301369863
NGG23 (Feb '23),NGG23 (Feb '23),2017-07-06,3.135,3.135,3.135,0.0,0.0,3.157,-0.022,0,2023-02-16,True,-0.3657,False,0.921212121212,NG,NGG23,FUT,2,5.54794520548
NGH23 (Mar '23),NGH23 (Mar '23),2017-07-06,3.071,3.071,3.071,0.0,0.0,3.093,-0.022,0,2023-03-16,True,-0.2922,False,0.940410289808,NG,NGH23,FUT,2,5.62465753425
NGJ23 (Apr '23),NGJ23 (Apr '23),2017-07-06,2.761,2.761,2.761,11.0,0.0,2.783,-0.022,0,2023-04-16,True,0.2927,False,1.04599782687,NG,NGJ23,FUT,2,5.7095890411
NGK23 (May '23),NGK23 (May '23),2017-07-06,2.749,2.749,2.749,13.0,0.0,2.771,-0.022,0,2023-05-16,True,0.3307,False,1.0505638414,NG,NGK23,FUT,2,5.79178082192
