date,symbol,date,open,high,low,close,volume,interest,Returns,Log Returns,Standard Deviation (60d),Standard Deviation (200d)
2016-12-20,ZNU17,2016-12-20,122.625,122.625,122.625,122.625,0.0,0.0,,,,
2016-12-21,ZNU17,2016-12-21,122.7656,122.7656,122.7656,122.7656,0.0,0.0,0.00114658511723,0.00114592829054,,
2016-12-22,ZNU17,2016-12-22,122.625,122.625,122.625,122.625,0.0,0.0,-0.00114527196544,-0.00114592829054,,
2016-12-23,ZNU17,2016-12-23,122.7188,122.7188,122.7188,122.7188,0.0,0.0,0.00076493374108,0.000764641328375,,
2016-12-27,ZNU17,2016-12-27,122.5625,122.5625,122.5625,122.5625,0.0,0.0,-0.00127364348413,-0.00127445525734,,
2016-12-28,ZNU17,2016-12-28,123.0,123.0,123.0,123.0,0.0,0.0,0.00356960734319,0.00356325141585,,
2016-12-29,ZNU17,2016-12-29,123.2969,123.2969,123.2969,123.2969,0.0,0.0,0.00241382113821,0.00241091255157,,
2016-12-30,ZNU17,2016-12-30,123.625,123.625,123.625,123.625,0.0,0.0,0.0026610563607,0.00265752201889,,
2017-01-03,ZNU17,2017-01-03,123.5156,123.5156,123.5156,123.5156,0.0,0.0,-0.000884934277047,-0.000885326062538,,
2017-01-04,ZNU17,2017-01-04,123.5,123.5,123.5,123.5,0.0,0.0,-0.00012629983581,-0.000126307812306,,
2017-01-05,ZNU17,2017-01-05,124.2344,124.2344,124.2344,124.2344,0.0,0.0,0.00594655870445,0.00592894770631,,
2017-01-06,ZNU17,2017-01-06,123.8125,123.8125,123.8125,123.8125,0.0,0.0,-0.0033959998197,-0.00340177931557,,
2017-01-09,ZNU17,2017-01-09,124.2031,124.2031,124.2031,124.2031,0.0,0.0,0.00315477031802,0.00314980447147,,
2017-01-10,ZNU17,2017-01-10,124.1875,124.1875,124.1875,124.1875,0.0,0.0,-0.000125600729773,-0.000125608618204,,
2017-01-11,ZNU17,2017-01-11,124.25,124.25,124.25,124.25,0.0,0.0,0.000503271263211,0.000503144664703,,
2017-01-12,ZNU17,2017-01-12,124.3281,124.3281,124.3281,124.3281,0.0,0.0,0.000628571428571,0.000628373960295,,
2017-01-13,ZNU17,2017-01-13,124.2188,124.2188,124.2188,124.2188,0.0,0.0,-0.000879125475255,-0.000879512132686,,
2017-01-17,ZNU17,2017-01-17,124.6719,124.6719,124.6719,124.6719,0.0,0.0,0.00364759601606,0.00364095967062,,
2017-01-18,ZNU17,2017-01-18,124.1563,124.1563,124.1563,124.1563,0.0,0.0,-0.00413565526795,-0.00414423074183,,
2017-01-19,ZNU17,2017-01-19,124.1875,124.1875,124.1875,124.1875,0.0,0.0,0.000251296148484,0.000251264578895,,
2017-01-20,ZNU17,2017-01-20,124.2344,124.2344,124.2344,124.2344,0.0,0.0,0.000377654755913,0.000377583462305,,
2017-01-23,ZNU17,2017-01-23,124.8594,124.8594,124.2031,124.8594,0.0,0.0,0.00503081272176,0.00501820046568,,
2017-01-24,ZNU17,2017-01-24,124.2344,124.2344,124.2344,124.2344,325.0,325.0,-0.005005630333,-0.00501820046568,,
2017-01-25,ZNU17,2017-01-25,123.8281,123.8281,123.8281,123.8281,0.0,0.0,-0.00327043073416,-0.0032757902813,,
2017-01-26,ZNU17,2017-01-26,123.0313,123.0313,123.0313,123.0313,0.0,0.0,-0.00643472685118,-0.0064555189483,,
2017-01-27,ZNU17,2017-01-27,123.25,123.25,123.25,123.25,0.0,0.0,0.00177759643278,0.00177601837806,,
2017-01-30,ZNU17,2017-01-30,123.2969,123.2969,123.2969,123.2969,0.0,0.0,0.000380527383367,0.000380455001184,,
2017-01-31,ZNU17,2017-01-31,123.5469,123.5469,123.5469,123.5469,0.0,0.0,0.00202762599871,0.0020255731396,,
2017-02-01,ZNU17,2017-02-01,123.4063,123.4063,123.4063,123.4063,0.0,0.0,-0.00113802936375,-0.00113867741088,,
2017-02-02,ZNU17,2017-02-02,123.4531,123.4531,123.4531,123.4531,0.0,0.0,0.000379235095777,0.000379163204324,,
2017-02-03,ZNU17,2017-02-03,123.3594,123.3594,123.3594,123.3594,0.0,0.0,-0.000758992686292,-0.000759280867068,,
2017-02-06,ZNU17,2017-02-06,124.0313,124.0313,124.0313,124.0313,0.0,0.0,0.00544668667325,0.00543190711751,,
2017-02-07,ZNU17,2017-02-07,124.2031,124.2031,124.2031,124.2031,0.0,0.0,0.00138513423628,0.00138417582277,,
2017-02-08,ZNU17,2017-02-08,124.4688,124.4688,124.4688,124.4688,0.0,0.0,0.00213923807055,0.00213695315885,,
2017-02-09,ZNU17,2017-02-09,124.0156,124.0156,124.0156,124.0156,0.0,0.0,-0.00364107310426,-0.00364771794541,,
2017-02-10,ZNU17,2017-02-10,123.875,123.875,123.875,123.875,0.0,0.0,-0.0011337283374,-0.00113437149353,,
2017-02-13,ZNU17,2017-02-13,123.6875,123.6875,123.6875,123.6875,0.0,0.0,-0.00151362260343,-0.00151476928737,,
2017-02-14,ZNU17,2017-02-14,123.3281,123.3281,123.3281,123.3281,0.0,0.0,-0.00290570995452,-0.00290993972534,,
2017-02-15,ZNU17,2017-02-15,123.0313,123.0313,123.0313,123.0313,0.0,0.0,-0.00240658860389,-0.00240948909271,,
2017-02-16,ZNU17,2017-02-16,123.5313,123.5313,123.5313,123.5313,0.0,0.0,0.0040640064764,0.00405577070802,,
2017-02-17,ZNU17,2017-02-17,123.7969,123.7969,123.7969,123.7969,0.0,0.0,0.00215006237286,0.0021477542965,,
2017-02-21,ZNU17,2017-02-21,123.7969,123.7969,123.7969,123.7969,0.0,0.0,0.0,0.0,,
2017-02-22,ZNU17,2017-02-22,123.8594,123.8594,123.8594,123.8594,0.0,0.0,0.000504859168525,0.000504731770012,,
2017-02-23,ZNU17,2017-02-23,124.125,124.125,124.125,124.125,0.0,0.0,0.00214436691926,0.00214207104607,,
2017-02-24,ZNU17,2017-02-24,124.7344,124.7344,124.7344,124.7344,0.0,0.0,0.00490956696878,0.00489755434667,,
2017-02-27,ZNU17,2017-02-27,124.2344,124.2344,124.2344,124.2344,0.0,0.0,-0.00400851729755,-0.00401657293767,,
2017-02-28,ZNU17,2017-02-28,124.2188,124.2188,124.2188,124.2188,0.0,0.0,-0.000125569085535,-0.000125576969993,,
2017-03-01,ZNU17,2017-03-01,123.5156,123.5156,123.3594,123.3594,1.0,1.0,-0.00691843746679,-0.00694248081439,,
2017-03-02,ZNU17,2017-03-02,123.1406,123.1406,123.1406,123.1406,0.0,1.0,-0.00177367918456,-0.00177525401593,,
2017-03-03,ZNU17,2017-03-03,123.2188,123.2188,123.2188,123.2188,0.0,1.0,0.000635046442847,0.000634844886182,,
2017-03-06,ZNU17,2017-03-06,123.2344,123.2344,123.2344,123.2344,0.0,1.0,0.000126604057173,0.000126596043556,,
2017-03-07,ZNU17,2017-03-07,123.0938,123.0938,123.0938,123.0938,0.0,1.0,-0.001140915199,-0.00114156653821,,
2017-03-08,ZNU17,2017-03-08,122.7813,122.7813,122.7813,122.7813,0.0,1.0,-0.00253871437879,-0.00254194237861,,
2017-03-09,ZNU17,2017-03-09,122.4688,122.4688,122.4688,122.4688,0.0,1.0,-0.00254517585333,-0.00254842031972,,
2017-03-10,ZNU17,2017-03-10,122.5781,122.5781,122.5781,122.5781,0.0,1.0,0.000892472205166,0.000892074188642,,
2017-03-13,ZNU17,2017-03-13,122.25,122.25,122.2188,122.2188,36.0,34.0,-0.00293119243976,-0.00293549679764,,
2017-03-14,ZNU17,2017-03-14,122.0625,122.2813,122.0625,122.2344,151.0,174.0,0.000127639937554,0.000127631792271,,
2017-03-15,ZNU17,2017-03-15,122.6875,123.1563,122.6875,123.1094,12.0,185.0,0.00715837767437,0.00713287810695,,
2017-03-16,ZNU17,2017-03-16,123.25,123.2813,122.8125,122.9844,121.0,258.0,-0.00101535707265,-0.00101587289684,,
2017-03-17,ZNU17,2017-03-17,123.0938,123.2031,122.9375,123.1406,30.0,274.0,0.00127007978248,0.00126927391342,,
2017-03-20,ZNU17,2017-03-20,123.0625,123.4531,123.0625,123.4063,49.0,304.0,0.00215769616195,0.00215537167867,0.00290634551284,
2017-03-21,ZNU17,2017-03-21,123.2656,123.8594,123.1563,123.7344,139.0,320.0,0.00265869732745,0.00265516924373,0.00292200016933,
2017-03-22,ZNU17,2017-03-22,123.9063,124.125,123.8594,124.0,36.0,342.0,0.00214653321954,0.0021442327086,0.00292844661351,
2017-03-23,ZNU17,2017-03-23,123.8906,124.0469,123.7656,123.8906,4.0,342.0,-0.000882258064516,-0.000882647483224,0.0029306862674,
2017-03-24,ZNU17,2017-03-24,123.9219,124.0313,123.7969,124.0,5.0,340.0,0.000883037131146,0.000882647483224,0.00292599398134,
2017-03-27,ZNU17,2017-03-27,124.0,124.375,124.0,124.1563,44.0,344.0,0.00126048387097,0.0012596901281,0.00289593491318,
2017-03-28,ZNU17,2017-03-28,124.0625,124.2813,123.7656,123.8438,25.0,356.0,-0.0025169886667,-0.00252016160797,0.00290085338389,
2017-03-29,ZNU17,2017-03-29,123.9375,124.1094,123.7344,124.0625,31.0,356.0,0.00176593418484,0.00176437675634,0.0028896234161,
2017-03-30,ZNU17,2017-03-30,124.0938,124.1406,123.7656,123.8281,5.0,359.0,-0.00188937027708,-0.00189115738846,0.002898105198,
2017-03-31,ZNU17,2017-03-31,123.875,124.0938,123.7813,124.0469,11.0,361.0,0.00176696565642,0.00176540640909,0.0029064894681,
2017-04-03,ZNU17,2017-04-03,124.0469,124.7969,124.0313,124.5938,512.0,775.0,0.00440881634285,0.00439912598365,0.00286027478627,
2017-04-04,ZNU17,2017-04-04,124.7813,124.9531,124.5156,124.6406,672.0,1116.0,0.000375620616756,0.000375550088993,0.00282442975344,
2017-04-05,ZNU17,2017-04-05,124.6719,124.9219,124.4063,124.6719,540.0,1477.0,0.000251122026049,0.000251090500191,0.00279619833382,
2017-04-06,ZNU17,2017-04-06,124.9219,124.9375,124.5938,124.75,273.0,1577.0,0.000626444290975,0.000626248156657,0.00279700744054,
2017-04-07,ZNU17,2017-04-07,124.875,125.3906,124.3438,124.4219,405.0,1834.0,-0.00263006012024,-0.00263352480458,0.00281812602206,
2017-04-10,ZNU17,2017-04-10,124.3438,124.6563,124.2813,124.5313,611.0,2125.0,0.000879266431392,0.000878880103103,0.00281921876112,
2017-04-11,ZNU17,2017-04-11,124.7188,125.1875,124.6875,125.125,161.0,2132.0,0.00476747612849,0.00475614770523,0.00288186828815,
2017-04-12,ZNU17,2017-04-12,125.25,125.6719,125.0469,125.125,1561.0,2617.0,0.0,0.0,0.00284453576442,
2017-04-13,ZNU17,2017-04-13,125.5313,125.9063,125.4375,125.75,301.0,2681.0,0.004995004995,0.00498257134446,0.0028602233491,
2017-04-17,ZNU17,2017-04-17,126.0469,126.0625,125.5,125.5781,511.0,3123.0,-0.00136699801193,-0.00136793320608,0.0028675116938,
2017-04-18,ZNU17,2017-04-18,125.5625,126.3125,125.5156,126.2031,2276.0,4813.0,0.00497698245156,0.00496463821548,0.00293334259931,
2017-04-19,ZNU17,2017-04-19,126.1563,126.25,125.7813,125.9531,325.0,4797.0,-0.00198093390733,-0.00198289855188,0.00287948782437,
2017-04-20,ZNU17,2017-04-20,125.9375,126.0,125.5313,125.6406,1266.0,4987.0,-0.00248108224411,-0.00248416522914,0.00282072903021,
2017-04-21,ZNU17,2017-04-21,125.6875,125.9531,125.6094,125.75,10153.0,10995.0,0.000870737643723,0.000870358771618,0.00278502245951,
2017-04-24,ZNU17,2017-04-24,125.2656,125.5313,124.8906,125.4844,4625.0,8583.0,-0.00211212723658,-0.00211436092309,0.00266208857238,
2017-04-25,ZNU17,2017-04-25,125.2813,125.5313,124.9375,125.0781,1858.0,9019.0,-0.00323785267332,-0.00324310586072,0.0026944918512,
2017-04-26,ZNU17,2017-04-26,125.0313,125.2813,124.9063,125.2344,4416.0,9802.0,0.0012496192379,0.00124883911362,0.00269754522023,
2017-04-27,ZNU17,2017-04-27,125.2344,125.4375,125.125,125.3125,2673.0,10500.0,0.000623630567959,0.000623436191225,0.00268805547197,
2017-04-28,ZNU17,2017-04-28,124.9844,125.4063,124.9688,125.3906,4207.0,11399.0,0.000623241895262,0.00062304776069,0.00268236183776,
2017-05-01,ZNU17,2017-05-01,125.3906,125.4531,125.0156,125.1406,1080.0,11379.0,-0.00199376986792,-0.00199576007284,0.00269816320456,
2017-05-02,ZNU17,2017-05-02,125.2344,125.4531,125.0156,125.3594,6471.0,14212.0,0.00174843336215,0.00174690663188,0.0027020028667,
2017-05-03,ZNU17,2017-05-03,125.4219,125.4688,125.0938,125.2188,4820.0,16692.0,-0.00112157524685,-0.00112220468305,0.00262061463298,
2017-05-04,ZNU17,2017-05-04,125.0781,125.1094,124.7344,124.8438,5450.0,17039.0,-0.00299475797564,-0.00299925123637,0.0026468424393,
2017-05-05,ZNU17,2017-05-05,124.8281,125.0,124.625,124.8906,6369.0,19718.0,0.000374868435597,0.000374798189981,0.00263344778374,
2017-05-08,ZNU17,2017-05-08,124.7813,125.1094,124.625,124.7344,5445.0,21734.0,-0.00125069460792,-0.00125147737916,0.00259430117911,
2017-05-09,ZNU17,2017-05-09,124.625,124.7031,124.3906,124.4844,23544.0,34187.0,-0.00200425864878,-0.00200626986292,0.00260373287591,
2017-05-10,ZNU17,2017-05-10,124.6563,124.8125,124.4375,124.4688,8505.0,37923.0,-0.000125316907179,-0.000125324759998,0.00259544006174,
2017-05-11,ZNU17,2017-05-11,124.5625,124.6875,124.375,124.5781,19851.0,49762.0,0.000878131708508,0.000877746376425,0.00256677690345,
2017-05-12,ZNU17,2017-05-12,124.6875,125.2656,124.6719,125.1406,10680.0,52611.0,0.0045152398375,0.00450507672322,0.00260422627395,
2017-05-15,ZNU17,2017-05-15,125.2656,125.3125,125.0313,125.1406,22400.0,67941.0,0.0,0.0,0.00255673416377,
2017-05-16,ZNU17,2017-05-16,125.1094,125.4063,124.9688,125.2188,39987.0,83399.0,0.000624897115724,0.000624701948824,0.00254476311017,
2017-05-17,ZNU17,2017-05-17,125.2344,126.1563,125.2344,126.125,94781.0,112361.0,0.0072369324734,0.00721087153621,0.00270207828805,
2017-05-18,ZNU17,2017-05-18,126.1094,126.4063,125.8594,125.9844,107398.0,142689.0,-0.00111476709613,-0.00111538891114,0.00270822389654,
2017-05-19,ZNU17,2017-05-19,125.9688,126.0625,125.75,125.8906,126790.0,206829.0,-0.000744536625169,-0.000744813930213,0.00270031450724,
2017-05-22,ZNU17,2017-05-22,125.9531,125.9531,125.7656,125.8281,284439.0,378296.0,-0.00049646280183,-0.00049658608029,0.00263113675461,
2017-05-23,ZNU17,2017-05-23,125.7813,126.0313,125.5156,125.5625,577891.0,648822.0,-0.00211081626441,-0.00211304717698,0.00259142030458,
2017-05-24,ZNU17,2017-05-24,125.5781,125.9219,125.4531,125.7656,1145195.0,1187296.0,0.0016175211548,0.00161621437643,0.00259769345928,
2017-05-25,ZNU17,2017-05-25,125.875,125.9375,125.75,125.8594,1479954.0,1964471.0,0.000745831928604,0.000745553934187,0.0024238658566,
2017-05-26,ZNU17,2017-05-26,125.8281,126.0781,125.8125,125.8906,1372392.0,2546131.0,0.000247895667705,0.000247864946652,0.00240802312475,
2017-05-30,ZNU17,2017-05-30,125.875,126.2031,125.75,126.1563,1544351.0,3012488.0,0.00211056266314,0.00210833855462,0.0024182776992,
2017-05-31,ZNU17,2017-05-31,126.1563,126.3125,125.9844,126.2969,1500761.0,3070923.0,0.00111449051692,0.00111386993341,0.00241977764546,
2017-06-01,ZNU17,2017-06-01,126.2188,126.25,125.9531,126.1875,1184828.0,3105240.0,-0.000866212868249,-0.000866588247404,0.00241704781804,
2017-06-02,ZNU17,2017-06-02,126.2344,126.7969,126.125,126.6406,1572705.0,3106586.0,0.00359068845963,0.00358425732802,0.00241955027445,
2017-06-05,ZNU17,2017-06-05,126.6406,126.7031,126.3906,126.4688,788420.0,3110710.0,-0.00135659496244,-0.00135751597043,0.00239881598312,
2017-06-06,ZNU17,2017-06-06,126.4688,126.9063,126.4375,126.7656,1202060.0,3134096.0,0.00234682388067,0.00234407439038,0.00240977492996,
2017-06-07,ZNU17,2017-06-07,126.75,126.7813,126.4844,126.5313,1100916.0,3145628.0,-0.00184829322782,-0.00185000342937,0.00238711088917,
2017-06-08,ZNU17,2017-06-08,126.5625,126.5625,126.2188,126.4531,1304371.0,3118925.0,-0.000618028898778,-0.000618219957363,0.00239144782795,
2017-06-09,ZNU17,2017-06-09,126.5781,126.6875,126.1563,126.4219,1089893.0,3086105.0,-0.000246731792261,-0.000246762235557,0.00223131136364,
2017-06-12,ZNU17,2017-06-12,126.4063,126.5156,126.2031,126.3281,1072960.0,3100268.0,-0.000741960055971,-0.000742235444561,0.00222855590595,
2017-06-13,ZNU17,2017-06-13,126.2813,126.4219,126.1875,126.375,982608.0,3131656.0,0.000371255484726,0.00037118658646,0.00222596674051,
2017-06-14,ZNU17,2017-06-14,126.3438,127.25,126.3281,126.9219,2442293.0,3176247.0,0.00432759643917,0.00431825932219,0.00227159489354,
2017-06-15,ZNU17,2017-06-15,126.9844,127.0625,126.5938,126.6406,1271460.0,3182393.0,-0.00221632358167,-0.00221878326175,0.00227918419033,
2017-06-16,ZNU17,2017-06-16,126.6406,126.875,126.5,126.75,1020120.0,3177423.0,0.000863861984229,0.000863489070214,0.0022684151426,
2017-06-19,ZNU17,2017-06-19,126.7813,126.9063,126.4063,126.4531,1005770.0,3189538.0,-0.00234240631164,-0.002345154037,0.00228978893823,
2017-06-20,ZNU17,2017-06-20,126.4375,126.7656,126.3594,126.75,1096330.0,3188080.0,0.00234790606161,0.002345154037,0.00230340443749,
2017-06-21,ZNU17,2017-06-21,126.6563,126.7969,126.5,126.6719,1028869.0,3197416.0,-0.00061617357002,-0.000616363482971,0.00230382505052,
2017-06-22,ZNU17,2017-06-22,126.6094,126.8125,126.5781,126.6719,884620.0,3175787.0,0.0,0.0,0.0022736956442,
2017-06-23,ZNU17,2017-06-23,126.6875,126.7656,126.5625,126.7344,714183.0,3184434.0,0.000493400667394,0.000493278985307,0.00226646200229,
2017-06-26,ZNU17,2017-06-26,126.7344,126.9063,126.5938,126.7813,841606.0,3136070.0,0.000370065270361,0.000369996813097,0.00224718206586,
2017-06-27,ZNU17,2017-06-27,126.75,126.8438,126.1563,126.2813,1626148.0,3099909.0,-0.0039437992827,-0.00395159656646,0.00230821469826,
2017-06-28,ZNU17,2017-06-28,126.25,126.3281,125.875,126.2031,1802887.0,3124800.0,-0.000619252415045,-0.000619444231014,0.00224698188816,
2017-06-29,ZNU17,2017-06-29,126.1719,126.2344,125.5781,125.8125,1915901.0,3124393.0,-0.00309501113681,-0.00309981058924,0.00228712697798,
2017-06-30,ZNU17,2017-06-30,125.8281,125.8906,125.4531,125.5313,1830228.0,0.0,-0.00223507203179,-0.00223757353334,0.00230784912449,
