date,date,date.1,symbol,date.1.1,open,high,low,close,volume,interest,Returns,Log Returns
2003-05-30,2003-05-30,2003-05-30,N6Y00,2003-05-30,0.57833,0.5797101,0.5737801,0.577,0.0,0.0,,
2003-06-02,2003-06-02,2003-06-02,N6Y00,2003-06-02,0.5751401,0.58193,0.573,0.58075,0.0,0.0,0.00649913344887,0.00647810514242
2003-06-03,2003-06-03,2003-06-03,N6Y00,2003-06-03,0.58024,0.58169,0.5769001,0.5804501,0.0,0.0,-0.000516401205338,-0.000516534586361
2003-06-04,2003-06-04,2003-06-04,N6Y00,2003-06-04,0.58048,0.58479,0.5773301,0.58149,0.0,0.0,0.00179154073709,0.00178993784214
2003-06-05,2003-06-05,2003-06-05,N6Y00,2003-06-05,0.58088,0.58356,0.57415,0.5779001,0.0,0.0,-0.00617362293419,-0.00619275854226
2003-06-06,2003-06-06,2003-06-06,N6Y00,2003-06-06,0.57833,0.58183,0.57474,0.5776,0.0,0.0,-0.000519293905642,-0.000519428785419
2003-06-09,2003-06-09,2003-06-09,N6Y00,2003-06-09,0.57653,0.57803,0.57214,0.5727,0.0,0.0,-0.00848337950139,-0.0085195681788
2003-06-10,2003-06-10,2003-06-10,N6Y00,2003-06-10,0.57329,0.57583,0.5724,0.57244,0.0,0.0,-0.000453989872534,-0.000454092957137
2003-06-11,2003-06-11,2003-06-11,N6Y00,2003-06-11,0.57244,0.5785,0.57149,0.5776,0.0,0.0,0.0090140451401,0.00897366113594
2003-06-12,2003-06-12,2003-06-12,N6Y00,2003-06-12,0.57643,0.58109,0.5759001,0.5790001,0.0,0.0,0.00242399584488,0.00242106270594
2003-06-13,2003-06-13,2003-06-13,N6Y00,2003-06-13,0.5791,0.58075,0.57773,0.58065,0.0,0.0,0.00284956772892,0.00284551540721
2003-06-16,2003-06-16,2003-06-16,N6Y00,2003-06-16,0.58119,0.5839,0.58041,0.58261,0.0,0.0,0.00337552742616,0.00336984312155
2003-06-17,2003-06-17,2003-06-17,N6Y00,2003-06-17,0.582,0.5862001,0.58166,0.5841401,0.0,0.0,0.00262628516503,0.00262284250444
2003-06-18,2003-06-18,2003-06-18,N6Y00,2003-06-18,0.58469,0.5870901,0.5829501,0.58469,0.0,0.0,0.000941383753658,0.000940940929862
2003-06-19,2003-06-19,2003-06-19,N6Y00,2003-06-19,0.5848901,0.58568,0.57994,0.58271,0.0,0.0,-0.00338640989242,-0.00339215675623
2003-06-20,2003-06-20,2003-06-20,N6Y00,2003-06-20,0.58298,0.58733,0.5819001,0.5836,0.0,0.0,0.0015273463644,0.00152618115724
2003-06-23,2003-06-23,2003-06-23,N6Y00,2003-06-23,0.5830901,0.58806,0.58261,0.58575,0.0,0.0,0.00368403015764,0.00367726073927
2003-06-24,2003-06-24,2003-06-24,N6Y00,2003-06-24,0.58688,0.58771,0.5839,0.58623,0.0,0.0,0.000819462227913,0.000819126652057
2003-06-25,2003-06-25,2003-06-25,N6Y00,2003-06-25,0.58671,0.58868,0.5826401,0.58606,0.0,0.0,-0.000289988571039,-0.000290030625855
2003-06-26,2003-06-26,2003-06-26,N6Y00,2003-06-26,0.5851,0.58685,0.57833,0.5788301,0.0,0.0,-0.0123364501928,-0.0124131758624
2003-06-27,2003-06-27,2003-06-27,N6Y00,2003-06-27,0.5795,0.58275,0.5791,0.5823,0.0,0.0,0.00599467788562,0.0059767812914
2003-06-30,2003-06-30,2003-06-30,N6Y00,2003-06-30,0.58254,0.58788,0.58088,0.58761,0.0,0.0,0.00911901081917,0.00907768369169
2003-07-01,2003-07-01,2003-07-01,N6Y00,2003-07-01,0.58764,0.5966901,0.58699,0.59273,0.0,0.0,0.00871326219772,0.00867552080397
2003-07-02,2003-07-02,2003-07-02,N6Y00,2003-07-02,0.59378,0.5965101,0.59101,0.5953401,0.0,0.0,0.00440352268318,0.00439385554641
2003-07-03,2003-07-03,2003-07-03,N6Y00,2003-07-03,0.59516,0.59776,0.5922,0.5959401,0.0,0.0,0.00100782729065,0.00100731977369
