date,date,date.1,symbol,date.1.1,open,high,low,close,volume,interest,Returns,Log Returns
1997-01-02,1997-01-02,1997-01-02,RJY00,1997-01-02,362.61,362.62,357.61,358.96,0.0,0.0,,
1997-01-03,1997-01-03,1997-01-03,RJY00,1997-01-03,358.96,361.85,358.96,361.85,0.0,0.0,0.00805103632717,0.00801879964441
1997-01-06,1997-01-06,1997-01-06,RJY00,1997-01-06,361.83,363.62,361.83,362.31,0.0,0.0,0.00127124499102,0.00127043764326
1997-01-07,1997-01-07,1997-01-07,RJY00,1997-01-07,362.31,364.16,361.78,364.16,0.0,0.0,0.00510612458944,0.00509313254252
1997-01-08,1997-01-08,1997-01-08,RJY00,1997-01-08,364.16,365.24,363.97,364.17,0.0,0.0,2.74604569419e-05,2.74600799104e-05
1997-01-09,1997-01-09,1997-01-09,RJY00,1997-01-09,364.18,365.59,364.18,365.59,0.0,0.0,0.00389927780981,0.0038916953305
1997-01-10,1997-01-10,1997-01-10,RJY00,1997-01-10,365.59,366.09,362.26,366.09,0.0,0.0,0.00136765228808,0.00136671790354
1997-01-13,1997-01-13,1997-01-13,RJY00,1997-01-13,366.09,366.7,365.55,365.85,0.0,0.0,-0.000655576497582,-0.000655791481819
1997-01-14,1997-01-14,1997-01-14,RJY00,1997-01-14,365.91,367.52,365.85,367.52,0.0,0.0,0.00456471231379,0.00455432561075
1997-01-15,1997-01-15,1997-01-15,RJY00,1997-01-15,367.54,367.65,366.41,367.19,0.0,0.0,-0.000897910317806,-0.000898313680749
1997-01-16,1997-01-16,1997-01-16,RJY00,1997-01-16,367.29,368.38,366.92,366.92,0.0,0.0,-0.000735314142542,-0.000735584618584
1997-01-17,1997-01-17,1997-01-17,RJY00,1997-01-17,366.91,367.96,366.08,367.88,0.0,0.0,0.0026163741415,0.00261295739304
1997-01-20,1997-01-20,1997-01-20,RJY00,1997-01-20,369.05,369.2,368.88,369.14,0.0,0.0,0.00342502990105,0.00341917784465
1997-01-24,1997-01-24,1997-01-24,RJY00,1997-01-24,370.49,370.49,367.11,368.14,0.0,0.0,-0.00270899929566,-0.00271267527457
1997-01-27,1997-01-27,1997-01-27,RJY00,1997-01-27,368.26,368.46,365.36,365.52,0.0,0.0,-0.00711685771717,-0.00714230334956
1997-01-28,1997-01-28,1997-01-28,RJY00,1997-01-28,365.78,368.41,365.78,366.47,0.0,0.0,0.0025990369884,0.00259566533254
1997-01-29,1997-01-29,1997-01-29,RJY00,1997-01-29,366.52,367.03,366.14,366.25,0.0,0.0,-0.000600321990886,-0.00060050225628
1997-01-30,1997-01-30,1997-01-30,RJY00,1997-01-30,366.27,368.3,366.27,368.29,0.0,0.0,0.00556996587031,0.00555451097268
1997-01-31,1997-01-31,1997-01-31,RJY00,1997-01-31,368.29,369.78,368.29,369.45,0.0,0.0,0.00314969181895,0.00314474193069
1997-02-03,1997-02-03,1997-02-03,RJY00,1997-02-03,369.52,369.94,368.98,369.53,0.0,0.0,0.000216538097171,0.000216514656182
1997-02-04,1997-02-04,1997-02-04,RJY00,1997-02-04,369.73,369.77,367.41,368.32,0.0,0.0,-0.00327442968095,-0.00327980235732
1997-02-05,1997-02-05,1997-02-05,RJY00,1997-02-05,368.41,368.59,364.76,365.49,0.0,0.0,-0.0076835360556,-0.00771320649909
1997-02-06,1997-02-06,1997-02-06,RJY00,1997-02-06,365.59,365.96,364.93,365.48,0.0,0.0,-2.73605296999e-05,-2.73609040056e-05
1997-02-07,1997-02-07,1997-02-07,RJY00,1997-02-07,365.46,367.54,365.46,366.75,0.0,0.0,0.0034748823465,0.00346885889267
1997-02-10,1997-02-10,1997-02-10,RJY00,1997-02-10,366.83,367.12,363.97,364.15,0.0,0.0,-0.00708929788684,-0.00711454635917
1997-02-11,1997-02-11,1997-02-11,RJY00,1997-02-11,364.08,364.96,362.1,362.75,0.0,0.0,-0.00384456954552,-0.00385197889963
1997-02-12,1997-02-12,1997-02-12,RJY00,1997-02-12,362.75,365.48,362.75,365.4,0.0,0.0,0.00730530668504,0.00727875217961
1997-02-13,1997-02-13,1997-02-13,RJY00,1997-02-13,365.48,368.21,365.48,368.18,0.0,0.0,0.00760810071155,0.00757930507451
1997-02-14,1997-02-14,1997-02-14,RJY00,1997-02-14,368.22,369.27,368.22,369.13,0.0,0.0,0.0025802596556,0.00257693650083
1997-02-18,1997-02-18,1997-02-18,RJY00,1997-02-18,369.23,370.08,368.72,370.05,0.0,0.0,0.00249234686967,0.00248924612423
1997-02-19,1997-02-19,1997-02-19,RJY00,1997-02-19,369.94,370.65,369.68,370.17,0.0,0.0,0.000324280502635,0.000324227935077
1997-02-20,1997-02-20,1997-02-20,RJY00,1997-02-20,369.31,370.24,367.25,367.56,0.0,0.0,-0.00705081449064,-0.00707578894587
1997-02-21,1997-02-21,1997-02-21,RJY00,1997-02-21,366.27,367.48,365.81,366.37,0.0,0.0,-0.00323756665578,-0.00324281891413
1997-02-24,1997-02-24,1997-02-24,RJY00,1997-02-24,366.27,366.69,365.41,366.45,0.0,0.0,0.000218358490051,0.000218334653306
1997-02-25,1997-02-25,1997-02-25,RJY00,1997-02-25,366.51,367.15,365.82,366.79,0.0,0.0,0.000927820985128,0.000927390825291
1997-02-26,1997-02-26,1997-02-26,RJY00,1997-02-26,365.12,366.99,363.06,363.85,0.0,0.0,-0.00801548570026,-0.00804778240405
1997-02-27,1997-02-27,1997-02-27,RJY00,1997-02-27,363.85,364.32,361.1,361.15,0.0,0.0,-0.00742064037378,-0.00744831029624
1997-02-28,1997-02-28,1997-02-28,RJY00,1997-02-28,361.15,361.21,358.41,360.05,0.0,0.0,-0.00304582583414,-0.00305047380198
1997-03-03,1997-03-03,1997-03-03,RJY00,1997-03-03,360.01,360.5,359.11,360.49,0.0,0.0,0.00122205249271,0.00122130639435
1997-03-04,1997-03-04,1997-03-04,RJY00,1997-03-04,360.49,362.87,360.49,361.91,0.0,0.0,0.00393908291492,0.00393134504124
1997-03-05,1997-03-05,1997-03-05,RJY00,1997-03-05,361.89,363.93,361.89,363.93,0.0,0.0,0.00558149816253,0.00556597932047
1997-03-06,1997-03-06,1997-03-06,RJY00,1997-03-06,363.99,364.95,363.48,363.8,0.0,0.0,-0.000357211551672,-0.000357275366915
1997-03-07,1997-03-07,1997-03-07,RJY00,1997-03-07,363.83,366.09,363.83,365.46,0.0,0.0,0.004562946674,0.00455256799243
1997-03-10,1997-03-10,1997-03-10,RJY00,1997-03-10,365.46,367.1,365.46,367.09,0.0,0.0,0.00446013243583,0.0044502155214
1997-03-12,1997-03-12,1997-03-12,RJY00,1997-03-12,367.87,367.87,364.0,364.4,0.0,0.0,-0.00732790323899,-0.00735488421204
1997-03-17,1997-03-17,1997-03-17,RJY00,1997-03-17,361.04,361.04,355.82,357.37,0.0,0.0,-0.0192919868277,-0.0194805057471
1997-03-18,1997-03-18,1997-03-18,RJY00,1997-03-18,357.43,357.75,354.53,354.93,0.0,0.0,-0.00682765760976,-0.00685107270501
1997-03-27,1997-03-27,1997-03-27,RJY00,1997-03-27,352.31,353.27,348.17,348.95,0.0,0.0,-0.0168483926408,-0.0169919414705
1997-03-31,1997-03-31,1997-03-31,RJY00,1997-03-31,348.97,348.97,342.49,342.56,0.0,0.0,-0.0183120790944,-0.0184818206218
1997-04-01,1997-04-01,1997-04-01,RJY00,1997-04-01,342.55,342.55,339.68,340.88,0.0,0.0,-0.0049042503503,-0.00491631564972
1997-04-03,1997-04-03,1997-04-03,RJY00,1997-04-03,337.8,337.8,335.48,336.38,0.0,0.0,-0.0132011264961,-0.0132890358924
