date,GF Returns,HE Returns,MGC Returns,LE Returns,G Returns,BC Returns,C Returns,HO Returns,SB Returns,KC Returns,CT Returns,NC Returns,BO Returns,CL Returns,ZS Returns,ZW Returns,HN Returns,SI Returns,Portfolio Returns
2011-02-10,0.0,0.0166112956811,-0.00211401078874,0.00849617672048,0.00437062937063,-0.00878293601004,-0.00082270670506,-0.0210545323221,0.0122718691001,0.00789889415482,0.0524,0.0038682581786,-0.0112359550562,-0.00529047714115,-0.013783597519,-0.0253968253968,-0.0213601767739,-0.00601136213502,0.00179590911274
2011-02-11,0.0,0.00108932461874,-0.00153407845716,0.00210614995788,-0.0133449376269,-0.00506329113924,0.00452861259778,0.00066403512008,-0.0313957102891,-0.0139106583072,-0.0193842645382,-0.00121105361665,-0.00712347354138,-0.0040140491721,-0.00978336827393,0.0043431053203,-0.0127947817361,-0.00146208546554,-0.00763534674117
2011-02-14,0.00787401574803,-0.00108813928183,0.00329236172081,0.00546448087432,0.0249926492208,0.0181053043648,0.0139344262295,0.0139723502304,-0.0173299101412,0.0242400158951,-0.0513178294574,0.0205026455026,-0.0143491629655,0.00856423173804,-0.00988002822865,0.00691891891892,-0.00762388818297,0.0161064891847,-0.00220118225704
2011-02-15,0.0,0.0,0.0066360387953,-0.00355351170569,-0.00516351118761,-0.0148034220898,-0.0105092966855,-0.00778068644561,0.0117570215545,0.00717749757517,0.0216538650106,-0.0099373514798,-0.021143847487,-0.0154845154845,-0.0249465431219,-0.0337126905733,0.0166453265045,0.00530556101395,-0.00289576667112
2011-02-16,0.00703125,-0.00599128540305,0.000651984931904,0.00482483742396,0.00461361014994,0.0191238169578,-0.00571895424837,0.0167827042873,0.0180761781795,0.0107858243451,0.0309525713829,-0.0247654374864,0.00389518413598,0.00243531202435,-0.00175438596491,-0.00222222222222,-0.0123425692695,-0.00218269481366,0.00336648845148
2011-02-17,0.00659425911559,0.00054794520548,0.00709476580033,0.00751565762004,0.00746268656716,-0.0091910004787,-0.0012325390304,-0.015280380568,-0.00951173113507,0.0270579268293,0.0366175329713,-0.00861393891934,0.0285714285714,-0.00475756655532,0.030316344464,0.01714922049,-0.0135169599592,0.0209278788077,0.00723294104996
2011-02-18,0.0,0.0,0.00244410897851,-0.00290095317033,-0.0139601139601,0.00106290462847,0.00246812011518,-0.00713658322354,-0.0870678617157,0.00816326530612,-0.0541086663673,0.0112841345069,-0.0298353909465,0.0103742880391,-0.0324093816631,-0.028902999781,0.00206825232678,0.0399744163735,-0.0191100785968
2011-02-22,-0.00115606936416,-0.0219058050383,0.00882036572248,-0.0124688279302,0.0133333333333,-0.00537077169509,0.000820681165367,0.0333959969037,-0.00420757363254,0.0125138019875,-0.0553841284912,-0.0287882169159,-0.0457758925415,0.00754982887055,-0.0465697076539,-0.0687711386697,-0.00232198142415,0.0105166051661,-0.0182926500207
2011-02-23,0.0,0.00111982082867,0.00909866363378,0.00505050505051,0.0221164613662,0.0371352785146,-0.0192701927019,0.0403424291065,-0.0394366197183,-0.021992002908,0.0193483541335,-0.0197610294118,0.0316725319504,-0.00179838145669,0.017719568567,0.00653753026634,0.0178432893716,0.0185016128051,0.00383444247292
2011-02-24,0.0,0.00559284116331,0.00105663567202,-0.00209380234506,0.0169816488633,0.00365363536719,-0.000418060200669,-0.00802304052664,0.0186950146628,-0.013008734436,-0.0468364831553,0.00820440693858,-0.00754039497307,-0.00790711640476,0.00454201362604,-0.0178012990137,-0.0167682926829,-0.00908276068121,-0.00330058743253
2011-02-25,0.0,0.0111234705228,-0.00450355358525,0.00524548887956,-0.00350121195799,0.00973789588642,0.00961940610623,0.0180768699018,0.0381432169845,0.00903784598004,0.0581034482759,0.028598000465,0.0416063675832,0.012610976594,0.0349660889224,0.0303698261083,0.0348837209302,-0.00862328891033,0.0217956447425
2011-02-28,0.00308641975309,0.0,0.000494804552202,-0.000208724692131,0.0116216216216,-0.00288418206399,0.00621375310688,-0.00224070616194,0.0242634315425,0.0160477701064,0.0570311226984,0.0144665461121,-0.00434178534213,-0.0029889409186,-0.00465996796272,0.00784406940813,0.00873907615481,0.0285888077859,0.0109877114176
2011-03-01,0.0,0.003300330033,0.015190052282,-0.00125260960334,0.00908362276249,0.0274789840007,-0.00123507616303,0.0173874578924,-0.00541455160744,-0.0121212121212,-0.0392323107754,0.00345365418895,0.00470957613815,0.0172878984711,0.00512070226774,-0.00943396226415,-0.0413366336634,0.0179479597871,-0.00297049280572
2011-03-02,0.00384615384615,0.0,0.00466281578398,0.00480769230769,0.0251522372253,0.00642209905868,0.00412201154163,0.0226421404682,0.0353861857775,-0.00185908161368,0.0373846770959,-0.00299766848007,0.0208333333333,0.00943025540275,0.0116448326055,-0.00190476190476,-0.000774593338497,0.0118511633311,0.011866691297
2011-03-03,0.00344827586207,0.00657894736842,-0.0148240509837,0.00582483877678,-0.00568181818182,-0.00515734265734,-0.00574712643678,-0.00274716290022,0.00394347683207,0.0255168560253,-0.018637383033,0.00178173719376,-0.000510204081633,0.00408719346049,0.0158273381295,0.017891221374,-0.0219638242894,-0.0145830343046,-0.000362503351118
2011-03-04,0.0,0.00217864923747,0.008437631838,-0.000827300930713,0.00675324675325,0.00430542131623,0.00371593724195,0.0131177647329,-0.0216039279869,-0.00544860152561,-0.0280535855004,-0.00444642063139,0.0120809937043,0.00416747431673,0.000991501416431,0.00773377079916,0.00634081902246,0.0260145075305,-0.0010710073633
2011-03-07,0.0,-0.00434782608696,0.00418351694324,0.0010349824053,0.0110939112487,-0.00271216097988,0.00534759358289,-0.00398148447868,0.00869856139177,0.0290357925493,0.0198637911464,-0.0339437248772,-0.00638870208473,0.00395714699353,-0.013018253856,-0.0360465116279,0.0309792596482,0.0255536626917,0.000172338756655
2011-03-08,0.00763650248186,0.00655021834061,-0.00499930565199,0.00330851943755,-0.0267925491197,-0.0117554171419,-0.00613747954173,-0.0214169645759,0.0228855721393,0.0205856255546,-0.0372048652516,0.00288950531669,-0.0104906937394,-0.0044222264949,-0.0104659498208,-0.02123039807,-0.0160427807487,-0.0127906976744,-0.00637578065497
2011-03-09,0.0132625994695,-0.00216919739696,0.00167480809491,0.00412201154163,0.0154693235448,0.0174877940524,0.000411692054343,0.0197934309721,-0.0136186770428,0.0219092331768,0.0393031128726,-0.0283508124928,-0.0232558139535,0.0128427964465,-0.0231816864677,-0.0276066058664,0.0170807453416,0.00468338100847,-0.000504095102406
2011-03-10,-0.00037397157816,-0.00271739130435,-0.011982722586,-0.00492610837438,-0.0154918667699,-0.00828825684872,-0.00205761316872,-0.0168365519263,-0.0565417488494,-0.0457716522035,0.0125526336697,-0.00604910449531,-0.00332633053221,-0.0153494136715,0.00341145060813,-0.020278833967,-0.0254452926209,-0.0211863224006,-0.0136601872568
2011-03-11,0.00261878039656,-0.0103542234332,0.00655760823579,-0.00495049504951,0.00576973511671,-0.010556875165,-0.00659793814433,0.00331235508447,0.00731707317073,-0.0197931526391,-0.00745390349157,0.00405727923628,-0.0180923941683,-0.0142331525949,-0.0144863266814,-0.0271668822768,0.0195822454308,0.0247818399589,-0.00256743568727
2011-03-14,-0.000373134328358,-0.011013215859,0.00203152364273,-0.00124378109453,0.00443285528031,-0.000978038588068,-0.00581154005812,0.0114889402443,-0.0349360083016,-0.00218300891395,-0.0268774703557,-0.00522937960542,-0.0093023255814,0.00206266574993,0.005999700015,0.00132978723404,0.00230473751601,-0.0026436621678,-0.00658162487757
2011-03-15,-0.0223964165733,-0.0211581291759,-0.0225111856823,-0.0228310502283,-0.0114226375909,-0.0437878248487,0.00375782881002,-0.035903126836,-0.0781362007168,-0.0388331814038,-0.0483346872461,-0.00728793309438,-0.0451426507765,-0.0399921584003,-0.0502460116296,-0.070385126162,0.00689831374553,-0.0394810267857,-0.0364452002782
2011-03-16,-0.016418480336,0.00455062571104,0.0024316978973,-0.0165675446049,0.00735294117647,0.0142405063291,-0.00457570715474,0.0146929379105,0.00505443234837,0.00189681335357,0.0056338028169,0.00854495125767,0.00151285930408,0.00755564631407,0.0117739403454,-0.00285714285714,0.0149708195889,0.00136528685548,0.00326754384174
2011-03-17,0.0151397515528,0.0215175537939,0.00577910958904,0.0190064794816,0.0140771637122,0.0356061301276,0.0062682824906,0.0225877485653,0.0332688588008,0.0314274895873,0.0220694338341,0.03723150358,0.0294561933535,0.0314146736927,0.0325833979829,0.0716332378223,0.0395,-0.011371547923,0.0278171400285
2011-03-18,-0.0019120458891,0.0177383592018,0.00851244945733,0.00551080966511,-0.00205655526992,-0.00797518830306,0.00207641196013,-0.0132467617214,0.0363159865219,0.0205580029369,0.0328045843368,-0.00161067648412,0.0229273661042,-0.00776183926115,0.0255447032307,0.0160427807487,0.002405002405,0.0286971830986,0.0141672466685
2011-03-21,0.00363984674329,0.00762527233115,0.00731518604488,0.0105396290051,0.00721277691911,0.0114336757481,-0.000828843762951,0.00932447177859,-0.00469653179191,-0.0023381294964,0.00490511418463,-0.011292924637,0.00197238658777,0.0154470739677,-0.00043956043956,-0.00526315789474,-0.00167946257198,0.0268982828456,0.00309630955245
2011-03-22,0.000954380606986,0.0,0.00090775783814,0.00250312891114,0.00946291560102,0.00741852865848,-0.00622148486105,0.012972972973,-0.00834845735027,-0.0113574905354,0.0233656077459,0.00536130536131,-0.000357909806729,0.0121891760117,0.000732922896511,0.00661375661376,0.0223503965393,0.00744423766006,0.00517970162598
2011-03-23,0.0,0.0,0.00725547648947,-0.00208073241781,-0.000253356979985,-0.00201630577715,0.00542570951586,-0.00653277707707,-0.0300146412884,-0.0189642596645,-0.00695910548127,0.0264317180617,-0.00680272108844,-0.00298651252408,-0.011278746155,-0.0139290407359,0.0190409026798,0.015192037277,-0.0030835302295
2011-03-24,0.00686498855835,0.00108108108108,-0.00207785011774,0.00625521267723,-0.00582868727826,0.00202037947997,-0.00581154005812,0.00221361372441,0.0339622641509,-0.00539033457249,0.00393700787402,-0.000451773209849,0.0115356885364,0.00386510773988,0.00592592592593,0.0327825159915,-0.0209919261822,0.016567083107,0.00765155650163
2011-03-25,0.0113636363636,0.0107991360691,-0.00610771793448,0.0215499378367,-0.00229416263064,-0.00192864030858,0.00292275574113,-0.00233864942995,0.020802919708,0.00766211923005,0.00392156862745,-0.00429378531073,0.0128296507484,0.000481278275099,0.00176730486009,-0.00851612903226,0.0374646559849,-0.0101790008015,0.00682692553028
2011-03-28,0.00524344569288,0.0042735042735,-0.00432960893855,-0.00973630831643,0.00127746550843,-0.00720245937637,0.00291423813489,-0.0098648868631,-0.0275294958885,-0.0196587537092,-0.03,-0.0124829777576,-0.00545390570021,-0.0090436790456,-0.00808585710085,-0.00910983862572,0.010220304338,-0.000917703581743,-0.00844219765503
2011-03-29,0.0072652757079,0.00425531914894,-0.00259503436667,0.00286767718148,-0.00357233988262,0.00327346722109,-0.00539643005396,0.00529396290938,-0.0106617647059,-0.00775633749527,0.00676546391753,0.00321765111469,0.00866796391297,0.00543689320388,0.0103749814732,0.0144470711847,-0.0209082733813,-0.000945562609753,0.00113857101493
2011-03-30,0.0127612354355,0.0,0.00520357218198,0.00551470588235,-0.00102432778489,-0.000705467372134,0.000417362270451,-0.00127563536454,0.015607580825,0.0110581506196,0.0016,-0.0211912943872,0.00526131182041,-0.00096562379297,0.0077746809447,-0.014241325738,0.00619977037887,0.0158193618172,0.00271947447868
2011-03-31,0.00292184075968,0.010593220339,0.0104232249038,0.0140158439976,0.0143552935145,0.0189728203318,-0.00542344597413,0.0166371913277,-0.00914745700695,0.00339430511032,0.0583067092652,0.0050321825629,0.0254710397767,0.0148849797023,0.0264919941776,0.0415024954032,0.00502053856686,0.00665513110608,0.0160237821497
2011-04-01,0.00691915513474,0.0,-0.00761561894212,0.00320512820513,0.0078342178418,0.00866025807569,0.00713087248322,0.011661619741,0.0136632200886,-0.0210486750611,-0.00415094339623,-0.0144387517466,-0.00170125893161,0.00895238095238,-0.0141803743619,0.00252206809584,-0.0145322434151,-0.00872669575565,-0.000763615988272
2011-04-04,0.0,0.0125786163522,0.00279056788056,0.00479233226837,0.00852557673019,0.0163990727226,,0.00544516622086,0.0189435336976,-0.0163179113074,0.032739674119,0.00401701323251,0.00340831629175,0.0039645082122,-0.00460299194476,0.0415094339623,-0.0149769585253,0.0297452314259,
2011-04-05,-0.00253164556962,0.00414078674948,0.0134965910672,-0.00357710651828,0.0126802585778,0.0110660584558,,0.0061757719715,-0.0164461923489,0.0448868071819,0.0137961400161,0.00658978583196,-0.000509510869565,0.000658142158706,-0.00867052023121,-0.00845410628019,-0.0126315789474,0.010103626943,
2011-04-06,-0.000362581580856,-0.00515463917526,0.00404997254256,-0.00977263661747,0.00343726982568,0.000417745843429,0.00624739691795,0.00299024236701,-0.0261723009815,-0.0102726933134,0.024249004705,0.0217442132336,-0.00118946474087,0.0038522972846,0.0036443148688,-0.00487210718636,-0.0177683013504,0.0107719928187,-0.00125341643458
2011-04-07,-0.00743561842583,-0.0103626943005,0.000546933752649,-0.00181268882175,-0.000978712992415,0.00275597127109,-0.00455298013245,0.00580574297819,-0.0115714818962,0.0266087941121,-0.0409893992933,0.0102974828375,-0.0078257910854,0.00599026581805,-0.0101670297749,-0.00856793145655,-0.0212252773758,0.00583608221264,-0.00843693632199
2011-04-08,-0.000730860588343,0.00732984293194,0.0101127434233,-0.00423728813559,0.0269409747735,0.0263179811776,0.0049896049896,0.014352574103,-0.0264350453172,0.00606617647059,0.0132645541636,0.0194790486976,0.0248628257888,0.0244696687756,0.0215700660308,0.0308641975309,-0.00591424346969,0.0325428859738,0.00918586597233
2011-04-11,-0.00237703419272,0.0031185031185,-0.00412636136102,-0.000607902735562,0.0,-0.0194757770024,0.0115846090194,-0.00421408797293,0.0077579519007,-0.00219258176503,0.0145454545455,-0.00122195067763,-0.0158942613351,-0.0260648442467,-0.0189600689457,-0.00311377245509,0.0215666831929,0.00415343268996,0.000127400259793
2011-04-12,-0.0124633431085,-0.00518134715026,-0.00998505637821,-0.00993511759935,-0.0379203434295,-0.0213523131673,-0.00940695296524,-0.0157229790257,-0.018090839107,-0.000915583226515,-0.0258781362007,-0.0268045823601,-0.0268616116967,-0.0152928011936,-0.0248901903367,-0.0456511292648,-0.00752244600825,-0.0304136253041,-0.0201129779484
2011-04-13,0.00742390497402,0.0104166666667,0.00130360205832,0.00409584271964,0.00619732275657,0.0153911205074,0.00165152766309,0.00693572683907,-0.0282242257938,0.0344574780059,-0.012436529546,-0.0174857142857,0.0020964360587,0.0127840909091,0.00225225225225,-0.00427995971803,0.0134474327628,0.0212045169385,-0.000713244803863
2011-04-14,0.00294767870302,-0.00103092783505,0.011306016171,0.00754640016317,0.000492732200049,-0.00291496626968,-0.00370981038747,-0.00243104254324,-0.0153287615974,0.0116938341602,-0.0104321907601,-0.00569966267303,-0.00854253835425,-0.00280504908836,-0.00449438202247,-0.0151706700379,0.0176115802171,0.035262317238,-0.0011526696513
2011-04-15,-0.00440852314475,-0.00928792569659,0.00914696117623,-0.00627530364372,0.0118197488303,0.0124457066488,-0.00124120810923,0.00962289499172,-0.0630888979926,0.0203152364273,-0.0248493975904,-0.00467945718297,0.0107262176895,0.00900140646976,0.00300978179082,0.0012836970475,-0.00900900900901,0.00973178257774,-0.00891756578991
2011-04-18,0.00221402214022,-0.00260416666667,0.00456559688465,0.00427785699735,-0.0189827208567,-0.0148502598795,0.00414250207125,-0.0121924802723,-0.0030607783122,-0.0115001716444,0.00525096525097,-0.0129290079925,0.00904662491301,-0.013753368646,0.00855213803451,0.0448717948718,-0.0153110047847,0.0198636577339,0.00274582768455
2011-04-19,0.00883652430044,0.0,0.00140355567438,0.00669371196755,-0.00446539320268,-0.00192613683946,-0.00123762376238,-0.00676670530372,-0.00482456140351,0.0217051571453,-0.0109847902904,0.00881162181472,0.00310344827586,0.00207292942618,0.0074382624219,0.00858895705521,0.0427599611273,0.00829779877838,0.00452006327664
2011-04-20,-0.0021897810219,0.00469973890339,0.00253620770206,-0.00261938343744,0.0201844006977,0.0199697935895,0.00247831474597,0.0198076013247,0.0317320405465,0.0117267165194,-0.00194174757282,0.0247875354108,0.0125472671021,0.0226610249177,0.0101890135854,0.0,0.00372786579683,0.0341753343239,0.0105334927109
2011-04-21,-0.00146305779078,-0.00519750519751,0.00339524665468,-0.00565656565657,-0.00561797752809,0.00139848634419,-0.0082406262876,-0.00491757646986,0.0166595472021,-0.011926759617,0.024280155642,0.0124395300622,0.000339500933628,0.00772342773078,0.0159333430785,0.0158150851582,0.0266945218199,0.0301724137931,0.00962645924175
2011-04-25,-0.0205128205128,-0.00208986415883,0.00358280254777,-0.0132060138155,-0.00466715794645,-0.00262876858622,0.00290456431535,-0.00478647355007,-0.018487394958,-0.014450867052,0.0165628323963,-0.0204778156997,-0.000509078567792,-0.000182481751825,0.0031654676259,0.0311377245509,-0.0113045444269,0.00783177770625,-0.00139715831908
2011-04-26,-0.00897531787584,-0.00523560209424,-0.00376834589449,0.00164710726786,0.00839091806515,0.00345935260687,0.000827472072818,0.0054965646471,-0.00684931506849,0.0201828531999,-0.0333333333333,0.00313588850174,-0.00509337860781,0.00282898339113,-0.00387263339071,-0.0134727061556,0.00160073176309,-0.0427932723015,-0.00685404213846
2011-04-27,0.0158490566038,0.0,0.00902515097219,0.0127440904419,0.00587371512482,0.00935730115735,-0.00537412153783,0.0119269474469,-0.0245689655172,0.00152181264795,-0.0326271841658,-0.0126201227278,-0.00255972696246,0.00937300937301,-0.00475161987041,-0.0428537791382,0.0114155251142,0.00667259786477,-0.00635385934557
2011-04-28,0.0074294205052,-0.0105263157895,0.00933903321276,-0.000608889790948,0.0131386861314,-0.00113848906237,-0.000415627597672,-0.00303867403315,-0.00132567388422,0.00725983454331,0.0143062659847,-0.0103189493433,-0.0248075278015,-0.0054994590696,-0.0234375,-0.0460024600246,0.0343115124153,0.0715863897481,-0.000747577389038
2011-04-29,0.0,-0.0031914893617,0.0164853065746,0.000812347684809,-0.00456292026897,0.00716437352438,-0.0232848232848,0.0101289984914,-0.0176991150442,0.00117331545424,0.0298636829249,-0.0118483412322,0.0263157894737,0.0110597407307,0.0318518518519,0.0391954615781,0.0213880401571,-0.0105154639175,0.00890739476235
2011-05-02,0.0,0.000800426894344,0.000448717948718,-0.00831980519481,0.00603136308806,-0.00590089725972,,-0.0116732703444,-0.00765765765766,0.0231039678553,-0.0291507268554,0.00815347721823,0.00119658119658,-0.00681431005111,0.000717875089734,-0.0210918114144,0.00235042735043,-0.026880600125,
2011-05-03,-0.0154867256637,-0.0114636097041,-0.0107003267764,-0.0137098424391,-0.0199040767386,-0.0204911367702,0.00808854831843,-0.0039164893453,-0.0036314117113,-0.00245459008346,0.0142643234297,0.0111798287345,-0.0158784360594,-0.0151665613433,-0.0208034433286,0.00557667934094,-0.00234491579621,-0.107815845824,-0.00973004890002
2011-05-04,-0.00299625468165,0.00107874865156,-0.0163212435233,0.000414937759336,-0.0195742598483,-0.0108749792462,-0.00211148648649,-0.0283591331269,-0.0273348519362,-0.0341207349081,-0.022533022533,-0.0279934133145,-0.00763358778626,-0.0137501145843,-0.00996336996337,-0.0289891605747,-0.00961538461538,-0.0558022320893,-0.01671835829
2011-05-05,-0.00525920360631,-0.0010775862069,-0.0223202528312,-0.0114060555786,-0.0601447466933,-0.0851867394041,0.00465509944985,-0.0542951822585,-0.0257611241218,-0.0190217391304,-0.0302066772655,-0.0324298160697,-0.0248251748252,-0.0805836973696,-0.0210152434512,-0.0181723779855,-0.0908306364617,-0.0645653279105,-0.0315242013748
2011-05-06,0.0083081570997,0.00323624595469,0.00686914943767,0.00125865324103,-0.0100902814657,-0.0169724770642,-0.00968828980623,-0.033423180593,-0.0182692307692,-0.00103878116343,0.00983606557377,-0.00525262631316,-0.0032269630692,-0.0132430246664,0.00226757369615,0.00475938656795,0.0135263407689,-0.0316576086957,-0.00218167097949
2011-05-09,-0.00224719101124,0.0,0.00795933382382,0.00125707102451,-0.00938841201717,0.0560895940271,0.00893236920459,0.00913273842722,0.0333006856024,0.00259965337955,0.00105519480519,0.0160925320593,0.0111510791367,0.0415940989653,0.00708898944193,0.0434210526316,-0.0189651135565,0.0587905149432,0.0137735125369
2011-05-10,0.0045045045045,0.00322580645161,0.00915726609157,0.00439422473321,0.0232873002979,0.0151113467656,0.00801011804384,0.0383074265976,0.0284360189573,-0.0255834053587,0.0184059028622,0.000989853996535,0.00942725008894,0.0120979640012,0.00299535719635,0.00453972257251,0.0219570405728,0.0202756427246,0.0124283585022
2011-05-11,0.00168161434978,-0.0096463022508,-0.0101920042083,-0.00541666666667,-0.00873246890712,-0.0457038391225,-0.000836470096194,-0.0172660434479,-0.0304147465438,-0.0280290934894,-0.0031847133758,-0.0309023485785,-0.00810572687225,-0.0469387755102,-0.00821263252202,-0.0492091388401,-0.0203176085941,-0.0885829328484,-0.0210071519948
2011-05-12,0.00447677672076,0.00378787878788,0.00358732478576,0.00272308336824,-0.0245595301655,0.00483488414523,-0.00711594809544,-0.0150643195667,0.0285171102662,0.00784814747217,-0.0480031948882,0.0102040816327,0.00319772606147,0.00336494340777,0.0121951219512,-0.0308951676789,-0.0107270560191,-0.0132535271484,-0.00336689188057
2011-05-13,-0.0128133704735,0.00377358490566,-0.00893625471636,-0.0106538541884,0.00410509031199,0.00880617339991,0.00674536256324,0.010826602509,-0.0083179297597,-0.0268018833756,-0.0309589730682,0.00732323232323,-0.00584381087303,0.00813008130081,-0.0123456790123,-0.00408719346049,0.0260240963855,0.00953206239168,-0.00338058316622
2011-05-16,-0.0079006772009,-0.00644468313641,-0.0020705316591,-0.00337837837838,0.0073589533933,-0.018898488121,-0.00167504187605,-0.0281196871812,0.0167753960857,-0.0189802754001,0.0380952380952,0.00476309852093,-0.00427502671892,-0.0190524193548,-0.00346385542169,0.00957592339261,0.00704556129638,-0.0383404864092,0.00222548225498
2011-05-17,-0.0064467197573,0.00540540540541,-0.00702764205876,0.000847457627119,-0.0362554112554,-0.00761328196661,-0.00419463087248,0.00360354056607,0.0096241979835,0.0166919575114,0.00917431192661,-0.00349301397206,0.00304114490161,0.00914602815743,0.0113344415898,0.0344173441734,-0.0251865671642,0.00922344540315,0.00270790400819
2011-05-18,-0.00687022900763,-0.00833333333333,0.0107845780534,0.000423370025402,0.0272318921954,0.0201497365745,0.00126368997473,0.00972599874503,0.0317748524739,0.0123134328358,0.00876033057851,0.0277916875313,0.0201533797039,0.0141547861507,0.0283921099821,0.0702122085407,0.00143540669856,0.0328714622642,0.0189297486772
2011-05-19,-0.00999231360492,0.00189753320683,-0.00240064017071,-0.0038087177317,0.0071057666029,-0.00788257678717,0.00462768195204,-0.000517866390471,-0.0387153541575,-0.024511610763,-0.0213829264296,-0.0133982947625,0.00402097902098,-0.00411687920474,0.00188898575995,-0.00611995104039,-0.022933588151,-0.00242614528329,-0.0098463440454
2011-05-20,-0.00582298136646,0.00324675324675,0.0110294117647,0.0016992353441,-0.00949796472185,0.00977168949772,0.00125628140704,0.012677029361,0.0260869565217,-0.0137918004912,0.00376726663876,0.0213580246914,0.00296012537002,0.0104859850776,0.00174039158811,-0.00935960591133,0.0418092909535,0.0035765379113,0.00837959086902
2011-05-23,-0.0234283483014,-0.0280474649407,0.00429752066116,-0.023112807464,-0.0104109589041,-0.0187211721082,0.00710999581765,-0.0252072176553,-0.0343443354148,0.0107279693487,0.00125104253545,-0.0349329142995,-0.00659722222222,-0.0167631211335,-0.00579122629217,-0.00248632521134,0.0138465149026,0.0,-0.0123544215585
2011-05-24,-0.00439824070372,-0.00332963374029,0.00526662277814,-0.000868243976557,0.0218715393134,0.0212903225806,0.000830564784053,0.0199104206033,0.0166281755196,-0.00985595147839,0.047563515202,0.00488476953908,0.00349528137015,0.0188755835194,0.000728119994175,-0.0286640079761,0.00115740740741,0.0449037776194,0.00784357211034
2011-05-25,0.0112449799197,0.010579064588,0.00222658808121,0.00890723441234,0.0192359794094,0.0210269831243,0.0,0.0107386695029,0.0254429804634,0.0166539050536,0.0392811704835,0.0225601395987,0.00801114594218,0.0220119521912,0.00218277066356,0.025147549397,0.00994219653179,0.0259208731241,0.0164080598677
2011-05-26,-0.00794281175536,0.0,-0.00267903815996,-0.00301464254953,0.00478468899522,0.000972246773908,0.00539419087137,0.0153767820774,0.00620292423571,0.00263603841085,-0.0282325937261,0.00121891760117,0.0141672425708,-0.00263132248319,0.00842166400465,0.0205256570713,0.000457875457875,-0.0101063829787,0.000787203060412
